"author"
"Dhiman Das"
"Chunlin Liu"
"Cédric Tille"
"Thorvaldur Gylfason"
"Jaakko Kiander"
"Erling Steigum"
"Raghuram G. Rajan"
"Rajashri Chakrabarti"
"Jesus Taurina"
"Effi Benmelech"
"Giorgo Sertsios"
"Jose Faias"
"Pab Jotikasthira"
"Jing-Zhi Huang"
"Paavo Monkkonen"
"Yongheng Deng"
"Simon Chang"
"Belton Fleisher"
"Seonghoon Kim"
"Almos Telegdy"
"Suqin Ge"
"Kellin Chandler Stanfield"
"Yu-Wei Hsieh"
"Miguel Fuentes"
"W. Bentley Macleod"
"M. Urquiola"
"Victor Rios Rull"
"Thesia I. Garner"
"V. V. Chari"
"Daylian Cain"
"Donggyu Sul"
"Orley Ashenfelter"
"Victor Ginsburgh"
"Julia Cage"
"Jörg Rocholl"
"Renata Kosova"
"Patricia A. Erickson"
"Bjorn Ockert"
"Nicolas Sahuguet"
"Kyung-Hong Park"
"Jose Fernandez"
"Wiji Arulampalam"
"C . Fritz Foley"
"Jialin Yu"
"G. Mujtaba Mian"
"Lopo L. Rego"
"Yingmei Cheng"
"S.J. Koopman"
"C.Y. Yiu"
"K.W. Chau"
"Thies Lindenthal"
"Xudong An"
"Bakhrom Mirkasimov"
"Nurgul Ukueva"
"Nigar Hashimzade"
"Jooyeoun Suh"
"Xuepeng Liu"
"Keshab Bhattarai"
"Qun Bao"
"Jose Rangel"
"Mathijs Cosemans"
"Xiaoxia Shi"
"V. Joseph Hotz"
"Ivan A. Canay"
"Jinhyun Lee"
"University of Wisconsin"
"Nune Hovhannisyan"
"Kyoungwon Seo"
"Xiangmin (Helen) Liu"
"Fanmin Kong"
"Yujie Cai"
"Monica Bielski Boris"
"Kaustav Misra"
"Tin-Chun Lin"
"Semoon Chang"
"Gernot Kohler"
"Léonce Ndikumana"
"Akpan Hogan Ekpo"
"Misak Avetisyan"
"Gyun Cheol Gu"
"F. Gregory Hayden"
"Ta-Chen Wang"
"Shin-Yi Chou"
"Jin-Tan Liu"
"M.V. Lee Badgett"
"Taehyun Ahn"
"Young-Joo Kim"
"Sang-Wook Stanley Cho"
"Johanna Francis"
"Yongzheng Liu"
"Tithi Chattopadhyay"
"Leonard Waverman"
"Ambarish Chandra"
"Tanmoy Mukherjee"
"Mariassunta Giannetti"
"Gharad Bryan"
"Pierre-Guillaume Méon"
"Xuguang Sheng"
"In Gu Khang"
"Kalena E. Cortes"
"Ivan Haščič"
"Iuliana Pascu"
"Feixue Xie"
"Nusret Cakici"
"S. \"Vish\" Viswanathan"
"Adlar J. Kim"
"Narasimhan Jegadeesh"
"Johsua Matthew Pollet"
"Jorg Rocholl"
"Xuanjuan Chen"
"Xiaozu Wang"
"Lixin Colin Xu"
"W. Robert Brazelton"
"Sevinc Rede"
"Lucija Muehlenbachs"
"Kose John"
"Myeong-Su Yun"
"Nabamita Dutta"
"Saibal Kar"
"Sanjukta Roy"
"Carsten Burhop"
"Xiaoshu Xu"
"Lixin Ye"
"Stephan Lauermann"
"Shincihi Sakata"
"Jinewn Xu"
"Victor Aguirregabiria"
"Hernan Roman"
"Jaap H. Abbring"
"Andrés Aradillas-Lopez"
"Yingyao Hu"
"Bartholomew Moore"
"Serafeim Tsoukas"
"Taeyoung Doh"
"Yunsung Eom"
"Jaehoon Hahn"
"İsmail H. Genc"
"Rosmy J. Louis"
"Yuemei Ji"
"Jose Signoret"
"University of Massachusetts-Amherst"
"Akpan Ekpo"
"Udoma Afanghide"
"R.J. Briggs"
"Ivan Ariel de Jesus"
"Tore Ellingsen"
"Simon Gervais"
"Andres Aradillas-Lopez"
"P.J. Lamberson"
"Ayca Ozdogan"
"Norihiko Yamano"
"Varadarajan Chari"
"Nisvan Erkal"
"Xianwen Shi"
"Xiaozheng Wang"
"Ayelen Banegas"
"Ariell Reshef"
"Matias Braun"
"Debraj Ray"
"Simon Burgess"
"Horag Choi"
"Sudipto Dasgupta"
"Chitru S. Fernando"
"Jin-Huei Yeh"
"Ruey S. Tsay"
"Chung-Ming Kuan"
"Tiemei Li"
"Radhakrishnan Gopalan"
"Savina Rizova"
"Kazuto Sumita"
"Kyung-Hwan Kim"
"M. Shahid Ebrahim"
"Hartmut Lehmann"
"Anne-Gael Vaubourg"
"Gábor Kertesi"
"Gábor Kézdi"
"Balázs Égert"
"Baban Hasnat"
"J. Scott Holladay"
"Hsien-Ming Lien"
"Joao Macieira"
"Aureo de Paula"
"Subal C. Kumbhakar"
"Suyong Song"
"Halbert White"
"Heski Bar-Isaac"
"Narly Dwarkasing"
"Chicheng Ma"
"Viegi Nicola"
"F. Andrew Hanssen"
"Hwan-sik Choi"
"Minsoo Jeong"
"Ernst-Ludwig von Thadden"
"Gurnain Kaur Pasricha"
"Davig Troy"
"Nicolas Robert Ziebarth"
"Lorens Helmchen"
"N. Meltem Daysal"
"Rodney J. Andrews"
"Simon Evenett"
"Sriya Iyer"
"Chander K Velu"
"Tirthankar Chakravarty"
"Jose Anchorena"
"Mou Yigun"
"Zhiyi Qian"
"Hong Liu"
"Yajun Wang"
"Jiro Yoshida"
"Jose Fillat"
"Sheharyar Bokhari"
"Gérard Roland"
"Hein Bogaard"
"Antoon Spithoven"
"Corjan Brink"
"Tomoki Fujii"
"Murillo Campello"
"C. Lanier Benkard"
"Garbriel Y. Weintraub"
"Valentyn Panchenko"
"Françoise Carré"
"Rodney Green"
"Robynn Cox"
"Shakun Datta"
"Johanna Storck"
"Ragan Petrie"
"Kalena Cortes"
"Danielken Molina"
"C.J. Krizan"
"Hector F. Calvo Pardo"
"Sohini Paul"
"Climent Quintana-Domeque"
"Dmitris Batzilis"
"Atheender Venkataramani"
"Stepán Jurajda"
"Ott Toomet"
"Jaanika Meriküll"
"Torberg Falch"
"Kai-Uwe Kuhn"
"Simen Markussen"
"Arnstein Mykletun"
"Yifu Lin"
"Ambrus Kecskes"
"Allaudeen Hameed"
"Jianfeng Shen"
"Qianqian Du"
"Huasheng Gao"
"Jean-Sebastien Michel"
"Veljko Fotak"
"Jose L. Fillat"
"Jerry Cao"
"Dogan Tirtiroglu"
"Harjeet Bhabra"
"Carsten Holz"
"Jarko Fidrmuc"
"Iikka Korhonen"
"Jesus Ferreiro"
"Korkut Alp Erturk"
"Taisuke Otsu"
"Ke-Li Xu"
"Ivan Fernandez-Val"
"Abderrahim Taamouti"
"Taoufik Bouezmarni"
"Kyoo Kim"
"René Garcia"
"Haiping Zhang"
"Geraint Harvey"
"C. Jeffrey Waddoups"
"Tae-Hee Jo"
