session_title,paper_title,author
" Disenfranchisement, Discrimination, Debt, Dignity, and Labor Markets",Labor Market Conditions and Discrimination: Is There a Link?,"[' Karl David Boulware ', ' Kenneth N. Kuttner ']"
" Disenfranchisement, Discrimination, Debt, Dignity, and Labor Markets",Student Debt and Labor Market Outcomes,"[' Gerald Eric Daniels Jr. ', ' Andria Smythe ']"
" Disenfranchisement, Discrimination, Debt, Dignity, and Labor Markets","Minimum Wages, Morality, and Efficiency: A Choice Experiment","[' Conor Lennon', ' Jose Fernandez', ' Stephan Gohmann ', ' Keith Teltser ']"
 Policy and Vulnerable Populations,The Burgeoning Health Care Needs of Aging Prisoners,"[' Hessam Bavafa ', ' Anita Mukherjee ']"
 Policy and Vulnerable Populations,Examining Medicaid Expansion and the Treatment of Substance Use Disorders,"[' Jevay Grooms ', ' Alberto Ortega ']"
 Policy and Vulnerable Populations,"Drug Violence, Immigration Enforcement, and Selectivity: Evidence from Mexican Immigrants","[' Heriberto Gonzalez-Lozano ', ' Sandra Orozco-Aleman ']"
 Policy and Vulnerable Populations,The Child Left Behind: Parental Incarceration and Adult Human Capital in the United States,[' Laura E. Henkhaus ']
 Theory and Empirics of Dynamic Matching,How (Not) to Allocate Affordable Housing,"[' Nick Arnosti ', ' Peng Shi ']"
 Theory and Empirics of Dynamic Matching,Matching with Stochastic Arrival,[' Neil Thakral ']
 Getting From High School Through College: Policies to Raise Educational Attainment,A Reason to Wait: The Effect of Legal Status on Teen Pregnancy,"[' Elira Kuka', "" Na'ama Shenhav "", ' Kevin Shih ']"
 Getting From High School Through College: Policies to Raise Educational Attainment,A Cautionary Tale about Emergency Financial Assistance without Services: Evidence from a Randomized Controlled Trial Evaluation at a Community College,"[' William N. Evans', ' Melissa S. Kearney', ' Brendan Perry ', ' James X. Sullivan ']"
 Getting From High School Through College: Policies to Raise Educational Attainment,Attainment Effects of Student Loans and Pell Grants,"[' Benjamin M. Marx ', ' Lesley J. Turner ']"
 Getting From High School Through College: Policies to Raise Educational Attainment,Exploring Variation in College Counselor Effectiveness,"[' Andrew Barr ', ' Ben Castleman ']"
 Human Capital in Lower and Middle Income Countries,"The Right to Education Act: Trends in Enrollment, Test Scores, and School Quality","[' Manisha Shah ', ' Bryce Steinberg ']"
 Human Capital in Lower and Middle Income Countries,US Criminal Deportations and Human Capital in Central America,[' Maria Micaela Sviatschi ']
 Human Capital in Lower and Middle Income Countries,Intergenerational Human Capital Spillovers: Indonesia's School Construction and Its Effects on the Next Generation,"[' Bhashkar Mazumder', ' Maria Rosales-Rueda ', ' Margaret Triyana ']"
 Research in Economic Education,Toward the Next Generation of Scholarship: Challenges and Opportunities for Full Participation in PhD Training in Economics,[' Thomas D. Jeitschko ']
 Research in Economic Education,The Gender Gap in Undergraduate Economics Course Persistence and Degree Selection,"[' Laura J. Ahlstrom ', ' Carlos J. Asarta ']"
 Research in Economic Education,Gender Bias and Temporal Effects in Standard Evaluations of Teaching,"[' Whitney Buser', ' Jill Hayter ', ' Emily C. Marshall ']"
 Research in Economic Education,Grades in Economics and Other Undergraduate Courses,"[' William Walstad ', ' William Bosshardt ']"
 Economic Inequality and Air Pollution,Does Environmental Policy Affect Income Inequality? Evidence from the Clean Air Act,"[' Akshaya Jha', ' Peter H. Matthews ', ' Nicholas Z. Muller ']"
 Economic Inequality and Air Pollution,Discrimination in Ambient Air Pollution Monitoring?,"[' Corbett Grainger ', ' Andrew Schreiber ']"
 Economic Inequality and Air Pollution,Bringing Satellite-Based Air Quality Estimates Down to Earth,"[' Meredith Fowlie', ' Edward Rubin ', ' Reed Walker ']"
 Distributional Diversity in the National Accounts,Simplified Distributional National Accounts,"[' Thomas Piketty', ' Emmanuel Saez ', ' Gabriel Zucman ']"
 Distributional Diversity in the National Accounts,Unequal Distributions: EG DNA versus DINA Approach,[' Jorrit Zwijnenburg ']
 Distributional Diversity in the National Accounts,Improving the Measure of the Distribution of Personal Income,"[' Dennis Fixler', ' Marina Gindelsky ', ' David Johnson ']"
 Distributional Diversity in the National Accounts,Top 1 Percent Income Shares: Comparing Estimates Using Tax Data,"[' Gerald Auten ', ' David Splinter ']"
 Causes and Consequences of Rising Concentration in the United States Economy,Fading Stars,"[' Germán Gutiérrez ', ' Thomas Philippon ']"
 Causes and Consequences of Rising Concentration in the United States Economy,Measuring Labor Market Power Two Ways,"[' José Azar', ' Ioana Marinescu ', ' Marshall Steinbaum ']"
 Causes and Consequences of Rising Concentration in the United States Economy,Common Ownership and the Secular Stagnation Hypothesis,"[' José Azar ', ' Xavier Vives ']"
 Intentional and Unintentional Effects of Safety Net Programs,Four Years Later: Insurance Coverage and Access to Care Continue to Diverge between ACA Medicaid Expansion and Non-Expansion States,"[' Sarah Miller ', ' Laura R. Wherry ']"
 Intentional and Unintentional Effects of Safety Net Programs,Does Elite Capture Matter? Local Elites and Targeted Welfare Programs in Indonesia,"[' Vivi Alatas', ' Abhijit Banerjee', ' Rema Hanna', ' Benjamin A. Olken', ' Ririn Purnamasari ', ' Matthew Wai-Poi ']"
 Intentional and Unintentional Effects of Safety Net Programs,Long-Term Treatment Effects of Job Search Assistance and Training: A Summary of Recent Evidence,"[' Day Manoli ', ' Ankur Patel ']"
 Sustainable Economic Growth and Well-Being,A Well-Being Snapshot in a Changing World,"[' Daniel J. Benjamin', ' Kristen B. Cooper', ' Ori Heffetz ', ' Miles Kimball ']"
 Sustainable Economic Growth and Well-Being,Economic Institutions and Social Progress,"[' Daniel C. Fehder', ' Michael E. Porter ', ' Scott Stern ']"
 The Gig Economy,The Rise of the Gig Economy: Fact or Fiction?,"[' Katharine G. Abraham', ' John Haltiwanger', ' Kristin Sandusky ', ' James Spletzer ']"
 The Gig Economy,The Evolution of the Online Platform Economy: Evidence from Five Years of Banking Data,"[' Diana Farrell', ' Fiona Greig ', ' Amar Hamoudi ']"
 The Gig Economy,What Do Big Data Tell Us about Why People Take Gig Economy Jobs?,[' Dmitri K. Koustas ']
 The Gig Economy,Older Workers and the Gig Economy,"[' Cody Cook', ' Rebecca Diamond ', ' Paul Oyer ']"
 Rent Control,Who Pays for Rent Control? Heterogeneous Landlord Response to San Francisco's Rent Control Expansion,"[' Rebecca Diamond', ' Tim McQuade ', ' Franklin Qian ']"
 Rent Control,Ending Rent Control Reduced Crime in Cambridge,"[' David H. Autor', ' Christopher J. Palmer ', ' Parag A. Pathak ']"
 Rent Control,The Effects of Second-Generation Rent Control on Land Values,"[' Andreas Mense', ' Claus Michelsen ', ' Konstantin A. Kholodilin ']"
 Rent Control,Spatial Misallocation and Rent Controls,"[' Guillaume Chapelle', ' Etienne Wasmer ', ' Pierre-Henri Bono ']"
 Rent Control,Housing Supply Dynamics under Rent Control: What Can Evictions Tell Us?,[' Brian J. Asquith ']
 The Future of Economic Research Under Rising Risks and Costs of Information Disclosure,Why the Economics Profession Must Actively Participate in the Privacy Protection Debate,"[' John M. Abowd', ' Ian M. Schmutte', ' William N. Sexton ', ' Lars Vilhuber ']"
 The Future of Economic Research Under Rising Risks and Costs of Information Disclosure,Differential Privacy and Census Data: Implications for Social and Economic Research,"[' Steven Ruggles', ' Catherine Fitch', ' Diana Magnuson ', ' Jonathan Schroeder ']"
 The Future of Economic Research Under Rising Risks and Costs of Information Disclosure,Reconciling Data Access and Privacy: Building a Sustainable Model for the Future,[' Katharine G. Abraham ']
 The Future of Economic Research Under Rising Risks and Costs of Information Disclosure,A Practical Method to Reduce Privacy Loss When Disclosing Statistics Based on Small Samples,"[' Raj Chetty ', ' John N. Friedman ']"
 Monetary Policy Frameworks and the Zero Lower Bound,Monetary Policy Strategies for a Low-Rate Environment,"[' Ben S. Bernanke', ' Michael T. Kiley ', ' John M. Roberts ']"
 Monetary Policy Frameworks and the Zero Lower Bound,Monetary Policy Frameworks and the Effective Lower Bound on Interest Rates,"[' Thomas M. Mertens ', ' John C. Williams ']"
 Monetary Policy Frameworks and the Zero Lower Bound,Policy Options at the Zero Lower Bound When Foresight is Limited,"[' Michael Woodford ', ' Yinxi Xie ']"
 Using Micro Data to Understand Macro Aggregates,Minding Your Ps and Qs: Going from Micro to Macro in Measuring Prices and Quantities,"[' Gabriel Ehrlich', ' John Haltiwanger', ' Ron Jarmin', ' David Johnson ', ' Matthew D. Shapiro ']"
 Using Micro Data to Understand Macro Aggregates,Measuring Productivity: Lessons from Tailored Surveys and Productivity Benchmarking,"[' David Atkin', ' Amit K. Khandelwal ', ' Adam Osman ']"
 Using Micro Data to Understand Macro Aggregates,Aggregation and the Gravity Equation,"[' Stephen J. Redding ', ' David E. Weinstein ']"
" Job-to-Job Transitions, Labor Force Participation, and the Output Gap",New Evidence on the Cyclicality of Employer-to-Employer Flows from Canada,"[' Alice Nakamura', ' Emi Nakamura', ' Kyle Phong ', ' Jón Steinsson ']"
" Job-to-Job Transitions, Labor Force Participation, and the Output Gap",Flow Origins of Labor Force Participation Fluctuations,"[' Michael Elsby', ' Bart Hobijn', ' Fatih Karahan', ' Gizem Koşar ', ' Ayşegül Şahin ']"
" Job-to-Job Transitions, Labor Force Participation, and the Output Gap",Is Inflation Just Around the Corner? The Phillips Curve and Global Inflationary Pressures,"[' Olivier Coibion', ' Yuriy Gorodnichenko ', ' Mauricio Ulate ']"
 The Next Crisis: From Where and Are We Ready?,"Macroprudential Policy: What We've Learned, Don't Know, and Need to Do",[' Kristin J. Forbes ']
 The Next Crisis: From Where and Are We Ready?,China versus the United States: IMS Meets IPS,"[' Emmanuel Farhi ', ' Matteo Maggiori ']"
 The Next Crisis: From Where and Are We Ready?,Some Principles for Regulating Cyber Risk,"[' Anil K. Kashyap ', ' Anne Wetherilt ']"
 Taxing in a Globalized World,Profit Shifting in a Globalized World,[' Dhammika Dharmapala ']
 Taxing in a Globalized World,How Elastic is the Demand for Tax Havens? Evidence from the US Possessions Corporations Tax Credit,"[' Daniel Garrett ', ' Juan Carlos Suárez Serrato ']"
 Taxing in a Globalized World,Challenges of Monitoring Tax Compliance by Multinational Firms: Evidence from Chile,"[' Sebastián Bustos', ' Dina Pomeranz', ' José Vila-Belda ', ' Gabriel Zucman ']"
 Development and Financial History,The Quality of Banks at Stigmatized Lending Facilities,"[' Sriya Anbil ', ' Angela Vossmeyer ']"
 Development and Financial History,Does Getting Health Insurance Affect Women's Fertility? Evidence from the United Mine Workers' Health Insurance,"[' Erin Trol', '', ' Theodore F. Figinski ']"
 Development and Financial History,Traditional Medicine in Central Africa,"[' Sara Lowes ', ' Eduardo Montero ']"
 Economic Consequences of Dominant Currencies,The Rise of the Dollar and Fall of the Euro as International Currencies,"[' Matteo Maggiori', ' Brent Neiman ', ' Jesse Schreger ']"
 Economic Consequences of Dominant Currencies,Dollar Invoicing and the Heterogeneity of Exchange Rate Pass-Through,"[' Emine Boz', ' Gita Gopinath ', ' Mikkel Plagborg-Møller ']"
 Economic Consequences of Dominant Currencies,Exports and Invoicing: Evidence from the 2015 Swiss Franc Appreciation,"[' Raphael Auer', ' Ariel Burstein', ' Katharina Erhardt ', ' Sarah M. Lein ']"
 Topics in Economic Theory I,Neutral Bargaining in Financial Over-The-Counter Markets,[' Jin Yeub Kim ']
 Topics in Economic Theory II,Information and Communication in Organizations,"[' Inga Deimen ', ' Dezsö Szalay ']"
 Topics in Economic Theory II,Optimal Information Design for Search Goods,"[' Michael Choi', ' Kyungmin Kim ', ' Marilyn Pease ']"
" Foundations of Belief Formation: Perceptual and Cognitive Biases, Emotional Coloring, and the Role of Memory",Noisy Memory and Over-Reaction to News,"[' Rava Azeredo da Silveira ', ' Michael Woodford ']"
" Foundations of Belief Formation: Perceptual and Cognitive Biases, Emotional Coloring, and the Role of Memory",Cognitive Abilities and Inflation Expectations,"["" Francesco D'Acunto"", ' Daniel Hoang', ' Maritta Paloviita ', ' Michael Weber ']"
" Foundations of Belief Formation: Perceptual and Cognitive Biases, Emotional Coloring, and the Role of Memory",Emotional Tagging and Belief Formation: The Long-Lasting Effects of Experiencing Communism,"[' Christine Laudenbach', ' Ulrike Malmendier ', ' Alexandra Niessen-Ruenzi ']"
" Foundations of Belief Formation: Perceptual and Cognitive Biases, Emotional Coloring, and the Role of Memory",Memory and Reference Prices: An Application to Rental Choice,"[' Pedro Bordalo', ' Nicola Gennaioli ', ' Andrei Shleifer ']"
 Proceedings: Reports,"Minutes of the Annual Business Meeting, Atlanta, GA, January 4, 2019",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Secretary,[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Treasurer,[' Peter L. Rousseau ']
 Proceedings: Reports,American Economic Association Universal Academic Questionnaire Summary Statistics,"[' Charles E. Scott ', ' John J. Siegfried ']"
 Proceedings: Reports,List of Online Reports,[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee, Chicago, IL, April 20, 2018",[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee, Atlanta, GA, January 4, 2019",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Editor: American Economic Review,[' Esther Duflo ']
 Proceedings: Reports,Report of the Editor: American Economic Review: Insights,[' Amy Finkelstein ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Literature,[' Steven Durlauf ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Perspectives,[' Enrico Moretti ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Applied Economics,[' Alex Mas ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Economic Policy,[' Matthew D. Shapiro ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Macroeconomics,[' Simon Gilchrist ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Microeconomics,[' Johannes Hörner ']
 Proceedings: Reports,Report: Job Openings for Economists,[' John J. Siegfried ']
 Proceedings: Reports,Report: Committee on Economic Education,[' KimMarie McGoldrick ']
 Proceedings: Reports,Report: Committee on the Status of Women in the Economics Profession (CSWEP),[' Shelly Lundberg ']
 Proceedings: Reports,"Report: Committee on the Status of Minority Groups in the Economics Profession (CSMGEP)
(pp. 695-708)",[]
 Proceedings: Reports,"Report: Committee on Equity, Diversity, and Professional Conduct","[' Marianne Bertr', '']"
 Proceedings: Reports,"Report: American Economic Association Committee on Statistics (AEAStat)
(pp. 712-14)",[]
 Proceedings: Reports,Report: Committee on Government Relations,[' Phillip Swagel ']
 Proceedings: Reports,Report of the Search Committee for the Editor of the AEJ: Economic Policy,[' Alan Auerbach ']
 Proceedings: Reports,Report by the AEA Data Editor,[' Lars Vilhuber ']
