paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
Allocation Incentives of Marketplace Lending Platforms during the IPO of Debt Securities,Li Ting Chiu,University at Buffalo-SUNY,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Allocation Incentives of Marketplace Lending Platforms during the IPO of Debt Securities,Brian Wolfe,University at Buffalo,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Allocation Incentives of Marketplace Lending Platforms during the IPO of Debt Securities,Woongsun Yoo,Saginaw Valley State University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
An Alternative Behavioral Explanation for the MAX Effect,Hannes Mohrschladt,University of Muenster,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
An Alternative Behavioral Explanation for the MAX Effect,Maren Baars,University of Muenster,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
An Equilibrium Model of Blockchain-Based Cryptocurrencies,Engin Iyidogan,Imperial College Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Are Financial Information Technologies Making the Rich Richer?,Roxana Mihet,New York University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Cross-border spillovers from reducing non-performing loans,Alexander Plekhanov,European Bank for Reconstruction and Development,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Cross-border spillovers from reducing non-performing loans,Marta Skrzypinska,University of Bristol,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Avoiding the Fall into the Loop: Isolating the Transmission of Bank-to-Sovereign Distress in the Euro Area and its Drivers,Hannes Boehm,Halle Institute for Economic Research,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Avoiding the Fall into the Loop: Isolating the Transmission of Bank-to-Sovereign Distress in the Euro Area and its Drivers,Stefan Eichler,Technische Universitaet Dresden,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Bank Leverage, Capital Requirements and Bank's Implied Cost of (Equity) Capital",Christian Schmidt,University of Mannheim,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Bank Liquidity Supply and Corporate Investment during the 2008-2009 Financial Crisis,Wei Zhang,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Beta Ambiguity and Security Return Characteristics,Zhe Geng,Shanghai Jiao Tong University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Beta Ambiguity and Security Return Characteristics,Tan Wang,Shanghai Jiao Tong University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Beyond Distress Risk,Altan Pazarbasi,Frankfurt School of Finance and Management,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Bond Mutual Fund Winners and Losers: an Examination of Manager Risk-Shifting,Matthew Faulkner,Florida Atlantic University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"But Wait, There’s More... Debt: The Effects of Pension Overhang on Corporate Policies",Emmanuel Alanis,Texas State University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"But Wait, There’s More... Debt: The Effects of Pension Overhang on Corporate Policies",Sudheer Chava,Georgia Institute of Technology,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"But Wait, There’s More... Debt: The Effects of Pension Overhang on Corporate Policies",Peter Simasek,Georgia Institute of Technology,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Capital Adjustment Costs And The Value Premium: A General Equilibrium Perspective,Hengjie Ai,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Capital Adjustment Costs And The Value Premium: A General Equilibrium Perspective,Anmol Bhandari,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Capital Adjustment Costs And The Value Premium: A General Equilibrium Perspective,Jincheng Tong,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Capital Adjustment Costs And The Value Premium: A General Equilibrium Perspective,Chao Ying,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Capital Structure under Foreign Competition,Rachel Szymanski,Carnegie Mellon University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
CDS Central Counterparty Clearing Liquidation: Road to Recovery or Invitation to Predation?,Magdalena Tywoniuk,University of Geneva and Swiss Finance Institute,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Clustered IPOs as a Commitment Device,Matthias Lassak,Frankfurt School of Finance and Management,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Collateral and Asymmetric Information in Lending Markets,Vasso Ioannidou,Lancaster University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Collateral and Asymmetric Information in Lending Markets,Nicola Pavanini,Tilburg University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Collateral and Asymmetric Information in Lending Markets,Yushi Peng,"University of Zürich, Swiss Finance Institute",Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Collateral Value and Strategic Default: Evidence from Auto Loans,Dimuthu Ratnadiwakara,University of Houston,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Countercyclical Risks and Portfolio Choice over the Life Cycle: Evidence and Theory,Jialu Shen,Imperial College Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Credit-Induced Moral Hazard in Insurance,Francis Annan,Columbia University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Currency Carry, Momentum, and Global Interest Rate Uncertainty",Ming Zeng,Singapore Management University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Debt Holder Monitoring and Implicit Guarantees: Did the BRRD Improve Market Discipline?,Jannic Alexander Cutura,Goethe University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Depositors Disciplining Banks: The Impact of Scandals,Mikael Homanen,Cass Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Disaster Risk and International Capital Flows,Mihir Gandhi,University of Chicago,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Asset purchase programs, leveraged firms and spillovers to competitors",Talina Sondershaus,Halle Institute for Economic Research,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Does Public News Mitigate The Markets' Underreaction to Liquidity Shocks_Dong,Mengming Dong,Rice University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Effectiveness and (In)Efficiencies of Compensation Regulation: Evidence from the EU Banker Bonus Cap,Stefano Colonnello,Halle Institute for Economic Research,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Effectiveness and (In)Efficiencies of Compensation Regulation: Evidence from the EU Banker Bonus Cap,Michael Koetter,Halle Institute for Economic Research,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Effectiveness and (In)Efficiencies of Compensation Regulation: Evidence from the EU Banker Bonus Cap,Konstantin Wagner,Halle Institute for Economic Research,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Explaining the Pre-Announcement Drift,Paula Cocoma,INSEAD,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Flight to “Futures” During the Financial Crisis: Deliverability Through Central Counterparties,Takahiro Hattori,"Ministry of Finance Japan, Hitotsubashi University",Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Founder CEO Effect Under Macro-uncertainty,Masud Karim,Temple University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
FX Premia Around The Clock,Ingomar Krohn,Copenhagen Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
FX Premia Around The Clock,Philippe Mueller,University of Warwick,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
FX Premia Around The Clock,Paul Whelan,Copenhagen Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Hedge Fund Activism and Capital Structure,Lin Ge,University of Mississippi,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Hedge Fund Activism and Capital Structure,Abhishek Ganguly,Indiana University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Heterogeneous Intermediary Capital and the Cross-Section of Stock Returns,Sang-Ook (Simon) Shin,Texas A&M University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Heterogeneous Information Content of Global FX Trading,Angelo Ranaldo,University of St. Gallen,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Heterogeneous Information Content of Global FX Trading,Fabricius Somogyi,University of St. Gallen,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Hidden Predictability,Tomas Fiala,"University of Lugano (USI), Swiss Finance Institute",Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Risk Management and Capital Budgeting: Evidence from Project-Level Discount Rate,Paul Decaire,University of Pennsylvania,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
How Reverse Merger Firms Raise Capital in PIPEs: The Role of Placement Agent Reputation and Stage Financing,Yini Liu,University of Texas at San Antonio,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Immigration Policy and Equity Returns: Evidence from the H-1B Visa Program,Ali Sharifkhani,University of Toronto,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Implied Volatility Spread, Options’ Greeks and the Cross-Section of Stock Returns",Boris Fays,HEC Liège,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Information Choice, Uncertainty, and Expected Returns",David Gempesaw,Pennsylvania State University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
(In)frequently Traded Corporate Bonds,Alexey Ivashchenko,"University of Lausanne, Swiss Finance Institute",Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
(In)frequently Traded Corporate Bonds,Artem Neklyudov,University of Lausanne and Swiss Finance Institute,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Innovation Awards, Product Segmentation, and Stock Returns",Po-Hsuan Hsu,The University of Hong Kong,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Innovation Awards, Product Segmentation, and Stock Returns",Yiming Yang,The University of Hong Kong,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
"Innovation Awards, Product Segmentation, and Stock Returns",Tong Zhou,Sun Yat-Sen University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Institutional Investors and the Time-Variation in Expected Stock Returns,Rüdiger Weber,University of Michigan,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Interdealer Networks in Corporate Bond Trading and Market Liquidity,Monica Petrescu,University of Cambridge,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investment Tax Credits and Innovation,Yao Lu,Tsinghua University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investment Tax Credits and Innovation,Xinzheng Shi,Tsinghua University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investment Tax Credits and Innovation,Yeqing Zhang,Tsinghua University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investor Behavior at the 52 Week High,Josh Della Vedova,University of Sydney Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investor Behavior at the 52 Week High,Andrew Grant,University of Sydney Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Investor Behavior at the 52 Week High,P. Joakim Westerholm,Discipline of Finance,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
The effect of pro-environmental preferences on bond prices: Evidence from green bonds,Olivier David Zerbib,Tilburg University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Learning and the Capital Age Premium,Kai Li,Hong Kong University of Science and Technology,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Learning and the Capital Age Premium,Chi-Yang Tsou,University of Hong Kong,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Learning and the Capital Age Premium,Chenjie Xu,Hong Kong University of Science and Technology,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Managerial Short-Termism and Market Competition,Yan Xiong,University of Toronto,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Managers' Gender Norms and the Gender Gap,Maddalena Ronchi,Queen Mary University of London,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Media and Shareholder Activism,Abhishek Ganguly,Indiana University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Monetary Policy and Corporate Bond Fund Fragility,Jinyuan Zhang,INSEAD,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Mutual Fund Redemptions in Kind,Honglin Ren,Georgia State University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
On the Stock Market Variance-Return or Price Relations: A Tale of Two Variances,Hui Guo,University of Cincinnati,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
On the Stock Market Variance-Return or Price Relations: A Tale of Two Variances,Qian Lin,Wuhan University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
On the Stock Market Variance-Return or Price Relations: A Tale of Two Variances,Abby Pai,University of Cincinnati,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
On the Stock Return and Investment Return Correlation Puzzle,Yao Deng,University of Minnesota,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
On the Stock Return and Investment Return Correlation Puzzle,Frederico Belo,"INSEAD, University of Minnesota and NBER",Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Partial Moment Momentum,Yang Gao,University of Sydney Business School,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
Partial Moment Momentum,Henry Leung,Sydney University,Jan. 4 2019,7:30 AM - 6:00 PM,"Hilton Atlanta, Grand Ballroom Pre-Function North",American Finance Association,AFA Ph.D. Student Poster Session,G0,Kenneth Singleton,Stanford University
