"author","gender"
"Daniel Murphy","Male"
"Daniel Goetz","Male"
"Daniel Yi Xu","Male"
"Daniel Ruf","Male"
"Daniel Hauser","Male"
"Daniel Henderson","Male"
"Daniela Hochfellner","Female"
"Daniele Tavani","?"
"Daniele Macciocchi","?"
"Danila Serra","Female"
"Danilo Leiva-Leon","Male"
"Dany Bahar","?"
"Daphne T. Greenwood","Female"
"Dario Sansone","Male"
"Dario Ruzzi","Male"
"Darrell Gaskin","Male"
"Darrick Hamilton","Male"
"David Silver","Male"
"David Barkin","Male"
"David Geltner","Male"
"David M. Kemme","Male"
"David A. Jaeger","Male"
"David Zeke","Male"
"David Rapach","Male"
"David Fuller","Male"
"David Moreno","Male"
"David Gillen","Male"
"David Kuo Chuen Lee","Male"
"David van der Goes","Male"
"David Stifel","Male"
"David Glancy","Male"
"David Elliott","Male"
"David Huffman","Male"
"David Arnold","Male"
"David Schwegman","Male"
"David Skeie","Male"
"David A. Zalewski","Male"
"David Abler","Male"
"David Sovich","Male"
"David Hagmann","Male"
"David J. Kuenzel","Male"
"David Marques-Ibanez","Male"
"David Fuceri","Male"
"David Gempesaw","Male"
"David E. Rappoport","Male"
"David Laborde Debucquet","Male"
"David Ling","Male"
"David Dreyer Lassen","Male"
"David Schonholzer","Male"
"David Cayla","Male"
"David Miller","Male"
"David Yanagizawa-Drott","Male"
"David Schindler","Male"
"David Schap","Male"
"David Yang","Male"
"David C. Phillips","Male"
"David Ratner","Male"
"David M. Kotz","Male"
"David Cashin","Male"
"David Martinez-Miera","Male"
"David McLean","Male"
"Davide Villani","Male"
"Davidson Heath","?"
"Davin Reed","Male"
"Debi Prasad Mohapatra","Female"
"Deni Mazrekaj","?"
"Denis Sosyura","Male"
"Dennis Frenchman","Male"
"Dennis Reinhardt","Male"
"Derek Wu","Male"
"Derek Headey","Male"
"Derrick Jenniges","Male"
"Desmond Tsang","Male"
"Devesh Roy","Male"
"Devika Dutt","Female"
"Devon Lynch","?"
"Didier Wayoro","Male"
"Diego Mendez-Carbajo","Male"
"Dmitri Koustas","Male"
"Dmitry Taubinsky","Male"
"Dmitry Matveev","Male"
"Dmitry Khametshin","Male"
"Dominic Parker","Male"
"Dominick Salvatore","Male"
"Dominik Supera","Male"
"Dominik Schober","Male"
"Dominik Roesch","Male"
"Dominique Badoer","?"
"Dominique Lammer","?"
"Donald Haurin","Male"
"Donald A. Hanson","Male"
"Donald Andrews","Male"
"Donghee Jo","?"
"Donna S. Rothstein","Female"
"Douglas Hanley","Male"
"Duncan I. Simester","Male"
"Dwi Sulistyorini Amidjono","?"
"Dylan G. Rassier","?"
"Ed Rubin","Male"
"Eddy Bekkers","Male"
"Edison Yu","Male"
"Edith Ginglinger","Female"
"Edith Hotchkiss","Female"
"Eduardo Montero","Male"
"Eduardo Souza-Rodrigues","Male"
"Eduardo Massad","Male"
"Eduardo Azevedo","Male"
"Eduardo Perez-Richet","Male"
"Edward Li","Male"
"Edward Coulson","Male"
"Edward Kong","Male"
"Edward Kosack","Male"
"Egor Maslov","Male"
"Elchin Suleymanov","Male"
"Elena Irwin","Female"
"Elena Simintzi","Female"
"Elena Afanasyeva","Female"
"Elena Patel","Female"
"Eliezer M. Fich","Male"
"Elisabeth Kempf","Female"
"Elisabetta De Cao","Female"
"Elise Payzan-LeNestour","Female"
"Elissa Braunstein","Female"
"Eliza Forsythe","Female"
"Elizabeth Setren","Female"
"Elizabeth Munnich","Female"
"Elizabeth Devos","Female"
"Elizabeth Maloney","Female"
"Elliott Isaac","Male"
"Elroy Dimson","Male"
"Elsa Fornero","Female"
"Elsa Leromain","Female"
"Elton Mykerezi","Male"
"Emanuel Hansen","Male"
"Emiliano S. Pagnotta","Male"
"Emiliano Huet-Vaughn","Male"
"Emiliano Santoro","Male"
"Emilio Bisetti","Male"
"Emily Pakhtigian","Female"
"Emily Ho","Female"
"Emily Wiemers","Female"
"Emily Johnston-Ross","Female"
"Emily Marshall","Female"
"Emily Weisburst","Female"
"Emmanuel Alanis","Male"
"Emre Ekinci","Male"
"Engin Iyidogan","Male"
"Erasmo Giambona","Male"
"Eric Strobl","Male"
"Eric Renault","Male"
"Eric Monnet","Male"
"Eric Auerbach","Male"
"Eric Barette","Male"
"Eric Rosenblatt","Male"
"Eric Posner","Male"
"Erik Meijer","Male"
"Erik T. Verhoef","Male"
"Erik Devos","Male"
"Erik Angner","Male"
"Erik Kimbrough","Male"
"Erik Olsen","Male"
"Erik Johnson","Male"
"Erik Gilje","Male"
"Erik Scherpf","Male"
"Erin Giffin","Female"
"Erin Troland","Female"
"Erin Wolcott","Female"
"Erina Ytsma","Female"
"Ernest Miguelez","Male"
"Ernest Moy","Male"
"Ernesto Hernandez-Cata","Male"
"Erwan Morellec","?"
"Erwin R. Tiongson","Male"
"Esther Ann Bøler","Female"
"Esther Arenas-Arroyo","Female"
"Esther Eiling","Female"
"Ethan Bueno de Mesquita","Male"
"Etsuko Katsu","Female"
"Eugenia Correa","Female"
"Eva Sierminska","Female"
"Eva Horváthová","Female"
"Eva Ranehill","Female"
"Evan Storms","Male"
"Evan Starr","Male"
"Evan Soltas","Male"
"Evelyn Wamboye","Female"
"Everett Grant","Male"
"Evgeniya Duzhak","Female"
"Evgeny Lyandres","Male"
"Fabio Verona","Male"
"Fabio Trojani","Male"
"Fabio C. Bagliano","Male"
"Fahad Saleh","Male"
"Farah Said","Female"
"Faraz Usmani","Male"
"Farhan Majid","Male"
"Farid Farrokhi","Male"
"Faruk Ülgen","Male"
"Faustin Epouhe","Male"
"Federico Bugni","Male"
"Felipe Almeida","Male"
"Felipe Cabezon","Male"
"Felix L. Friedt","Male"
"Felix Bierbrauer","Male"
"Felix Noth","Male"
"Femi Ayadi","?"
"Feng Mai","?"
"Feng Wan","?"
"Ferdinand Rauch","Male"
"Ferenc Szucs","Male"
"Fernanda Estevan","Female"
"Fernando Moreira","Male"
"Fernando Lozano","Male"
"Fikret Adaman","Male"
"Filipe Silverio","Male"
"Filippo Mezzanotti","Male"
"Fiona Greig","Female"
"Florence Kondylis","Female"
"Florian Ploeckl","Male"
"Frances Xu Lee","Female"
"Francesca Zucchi","Female"
"Francesca Molinari","Female"
"Francesco Agostinelli","Male"
"Francesco D'Acunto","Male"
"Francesco Sobbrio","Male"
"Francesco Pastore","Male"
"Francesco D’Acunto","Male"
"Francine D. Blau","Female"
"Francisco Alpizar","Male"
"Franco Fiordelisi","Male"
"Franco Donzelli","Male"
"Franco Zecchetto","Male"
"Francois Gerard","Male"
"Frank Weikai Li","Male"
"Frank Slesnick","Male"
"Frank Verboven","Male"
"Franklin Quian","Male"
"Fred Campano","Male"
"Frederic Boissay","Male"
"Frederik Middelhoff","Male"
"Frederik Eidam","Male"
"Frederik Noack","Male"
"Fredric Warzynski","Male"
"Fredrik Odegaard","Male"
"Gabriel Cuadra","Male"
"Gabriele Gratton","?"
"Gabriele Cimininelli","?"
"Gail Hoyt","Female"
"Galo Nuno","Male"
"Garo Garabedian","Male"
"Garret Wes Austin","Male"
"Garth A. Heutel","Male"
"Gary Lind","Male"
"Gary H. Jefferson","Male"
"Gary Dymski","Male"
"Gary McGill","Male"
"Gary Fissel","Male"
"Gary Bolton","Male"
"Gary Biglaiser","Male"
"Gary R. Skoog","Male"
"Gaurav Kankanhalli","Male"
"Gbenga Ibikunle","Male"
"Geert Ridder","Male"
"Gene Birz","Male"
"Geoff Kenny","Male"
"Geoffrey Dunbar","Male"
"Georg Graetz","Male"
"Georg Schaur","Male"
"George DeMartino","Male"
"George Loewenstein","Male"
"George Mailath","Male"
"George S. Naufal","Male"
"Georgy Artemov","Male"
"Gerald Hanweck","Male"
"Gerald Eric Daniels Jr","Male"
"German Gutierrez","Male"
"Giacomo Lanzani","Male"
"Giacomo Candian","Male"
"Giang Nghiem","?"
"Gianluca Marcato","Male"
"Gilbert Cette","Male"
"Gilbert Gonzales","Male"
"Gina Pieters","Female"
"Giorgio Martini","Male"
"Giovanna d'Adda","Female"
"Giovanna Nicodano","Female"
"Giovanni Compiani","Male"
"Giovanni Cerulli","Male"
"Giovanni Dell’ariccia","Male"
"Giovanni Cespa","Male"
"Giovanni Covi","Male"
"Giulia La Mattina","Female"
"Giulio Seccia","Male"
"Giuseppe Fontana","Male"
"Gizem Kosar","Female"
"Gjergji Cici","Male"
"Glenn Magerman","Male"
"Gonzalo Vazquez-Bare","Male"
"Gonzalo Maturana","Male"
"Gonzalo Hernandez Jimenez","Male"
"Gordon Menzies","Male"
"Gordon Liu","Male"
"Gordon Leslie","Male"
"Grace Eau","Female"
"Grace Onodipe","Female"
"Graeme Cokayne","Male"
"Gray Kimbrough","?"
"Greg Latta","Male"
"Gregorio Vidal","Male"
"Gregory N. Price","Male"
"Gregory Pac","Male"
"Gregory Weitzner","Male"
"Gregory Casey","Male"
"Gregory DeAngelo","Male"
"Gregory Lane","Male"
"Grey Gordon","?"
"Grigory Vilkov","Male"
"Guillaume Pouliot","Male"
"Guillaume Chapelle","Male"
"Guillaume Roussellet","Male"
"Guo Xu","?"
"Gur Huberman","Male"
"Gustavo Joaquim","Male"
"Gustavo Cortes","Male"
"Guy Numa","Male"
"Guy Lacroix","Male"
"Ha Diep Nguyen","?"
"Hal Martin","Male"
"Han Ye","?"
"Han Xiao","?"
"Hanna Szymborska","?"
"Hannah Penn","Female"
"Hannes Mohrschladt","Male"
"Hannes Boehm","Male"
"Hannes Wagner","Male"
"Hans Gersbach","Male"
"Hans Holter","Male"
"Hans Henrik Sievertsen","Male"
"Hans Degryse","Male"
"Hans Joachim Voth","Male"
"Hao Li","?"
"Hao Qi","?"
"Hao Xue","?"
"Harald Hagemann","Male"
"Harshit Rajaiya","Male"
"Hassan Zaman","Male"
"Haydar Kurban","Male"
"He Li","?"
"Heather Stephens","Female"
"Heather Sarsons","Female"
"Heather Montgomery","Female"
"Heidi Falkenbach","Female"
"Helga Duda-Fehr","Female"
"Hemant Kumar Pullabhotla","Male"
"Hendrik Van Den Berg","Male"
"Henning Weber","Male"
"Henry Leung","Male"
"Herbert Hovenkamp","Male"
"Heriberto Gonzalez-Lozano","Male"
"Hillel Rapoport","Male"
"Hind Alnafisah","Female"
"Hiroaki Matsuura","Male"
"Homa Zarghamee","Female"
"Horacio Sapriza","Male"
"Howard Cochran","Male"
"Howard Stein","Male"
"Hua Sun","?"
"Hugues Langlois","Male"
"Hui Guo","?"
"Huiyi Guo","Female"
"Humberto Moreira","Male"
"Hung Hao Chang","?"
"Ian Appel","Male"
"Ian Muir","Male"
"Ian McCarthy","Male"
"Ian Burn","Male"
"Ignacio Sarmiento","Male"
"Ignacio Ramirez Cisneros","Male"
"Igor Goncharov","Male"
"Igor Martins","Male"
"Ilona Babenko","Female"
"Ilya B. Voskoboynikov","Male"
"Ilze Kalnina","Female"
"Imad El Hamma","Male"
"Inga Deimen","Female"
"Ingmar Roevekamp","Male"
"Ingo Fender","Male"
"Ingrid Harvold Kvangraven","Female"
"Ioana Elena Marinescu","Female"
"Ioana Duca","Female"
"Ioannis Branikas","Male"
"Ipek Mumcu","Female"
"Irene Lo","Female"
"Irina Zviadadze","Female"
"Irina Murtazashvili","Female"
"Irina Gemmo","Female"
"Iryna Kaminska","Female"
"Iryna S. Stewen","Female"
"Isaac McFarlin Jr","Male"
"Isabel Tausendschoen","Female"
"Isabel Cairo","Female"
"Itai Sher","?"
"Jacob Cosman","Male"
"Jacob Penglase","Male"
"Jacob Leshno","Male"
"Jacob LaRiviere","Male"
"Jacob Dubbert","Male"
"Jacob Powell","Male"
"Jacopo Perego","Male"
"Jacque Mairesse","?"
"Jacqueline Doremus","Female"
"Jacques Cremer","Male"
"Jacques Olivier","Male"
"Jaime Luque","?"
"Jakub Mazurek","Male"
"James Lake","Male"
"James Conklin","Male"
"James Seale Jr","Male"
"James Robins","Male"
"James E. Prieger","Male"
"James Lee","Male"
"James Nesbit","Male"
"James (Cid) E. Seidelman","Male"
"James H. Peoples","Male"
"James E. Ciecka","Male"
"James I. Masters","Male"
"James L. Webb","Male"
"James Shilling","Male"
"James J. Fetzer","Male"
"Jamie Mullins","?"
"Jamie McAndrews","?"
"Jamie Weathers","?"
"Jan Bakker","?"
"Jan Schneemeier","?"
"Jane Zhang","Female"
"Jane Lopus","Female"
"Janine Wilson","Female"
"Jann Spiess","?"
"Janna Wisniewski","Female"
"Jared Williams","Male"
"Jarrad Harford","Male"
"Jasmin Gider","Female"
"Jasmina Arifovic","Female"
"Jason Somerville","Male"
"Jason Sturgess","Male"
"Jason Kerwin","Male"
"Jason Cook","Male"
"Jason Mao","Male"
"Jason Kotter","Male"
"Jason Donaldson","Male"
"Jason Ansel","Male"
"Javed Younas","Male"
"Javier Puértolas","Male"
"Jay Sa-Aadu","Male"
"Jay Im","Male"
"Jaya Wen","?"
"Jean Lacroix","?"
"Jean N. Lee","?"
"Jean-Claude Maswana","Male"
"Jean-Francois Maystadt","Male"
"Jean-Marie Meier","Female"
"Jeanne Cilliers","Female"
"Jed DeVaro","Male"
"Jeff Livingston","Male"
"Jeff Fagan","Male"
