paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
Information Spillovers and Cross Monitoring between the Stock Market and Loan Market: Evidence from Reg SHO,Matthew Billett,Indiana University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Information Spillovers and Cross Monitoring between the Stock Market and Loan Market: Evidence from Reg SHO,Fangzhou Liu,Indiana University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Information Spillovers and Cross Monitoring between the Stock Market and Loan Market: Evidence from Reg SHO,Xuan Tian,Tsinghua University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Innovative CEO-Directors,Ning Gao,"University of Manchester, UK",Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Innovative CEO-Directors,Ian Garrett,"University of Manchester, UK",Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Innovative CEO-Directors,Yan Xu,"University of Manchester, UK",Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Institutional Investors and Loan Dynamics: Evidence from Loan Renegotiations,Ca Nguyen,University of Texas-San Antonio,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Internal Rating Based Model, Bank Regulatory Arbitrage and Eurozone Crisis",Cai Liu,University of Reading,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Risk Premia and Coordinated Monetary Policy in a Two-country World,Hsuan Fu,Imperial College London,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
It’s Always Sunny in Finland: Investment and Extrapolation from Cash Flow Growth,Mikael Paaso,Aalto University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Customer Capital and Trade Credit: Evidence from Exports,Paul Beaumont,Paris Dauphine University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Long-Term Passive Investors and Long CEO Compensation Duration: Evidence from Russell Index Threshold,In Ji Jang,Texas A&M University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Mean-Swap Variance Portfolio Theory and Prospect Asset Pricing,Victor Chow,West Virginia University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Mean-Swap Variance Portfolio Theory and Prospect Asset Pricing,Zhan Wang,West Virginia University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Media News and Cross Industry Information Diffusion,Li Guo,Singapore Management University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Mortgage Choices in Equilibrium,Esben Christensen,London Business School,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Multi-family Cofounders and Firm Value,So-Yeon Lim,Nanyang Technological University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Mutual Fund Flows, Delayed Arbitrage, and Common Factors in Stock Returns",Jiacui Li,Stanford University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"On Bank Business Models, Credit Supply, and House Prices: The Real Effects of Funding Shocks in Banking",Kristian Blickle,University of St. Gallen,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"One Security, Two Prices: Evidence on Stock Market Bubbles from the Shanghai-Hong Kong Stock Connect Program",Shantaram Hegde,University of Connecticut,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"One Security, Two Prices: Evidence on Stock Market Bubbles from the Shanghai-Hong Kong Stock Connect Program",Jin Peng,University of Connecticut,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Optimal Contracting in a Principal-Agent-Subagent Model,Qing Liu,Boston University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Option-Implied Correlations, Factor Models, and Market Risk",Adrian Buss,INSEAD,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Option-Implied Correlations, Factor Models, and Market Risk",Lorenzo Schoenleber,Frankfurt School of Finance & Management,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Option-Implied Correlations, Factor Models, and Market Risk",Grigory Vilkov,Frankfurt School of Finance & Management,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Peer Pressure in Corporate Earnings Management,Constantin Charles,University of Southern California,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Peer Pressure in Corporate Earnings Management,Markus Schmid,University of St. Gallen,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Peer Pressure in Corporate Earnings Management,Felix von Meyerinck,University of St. Gallen,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Performance, Persistence, and Pay: A New Perspective on CTAs",Ingomar Krohn,University of Warwick,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Performance, Persistence, and Pay: A New Perspective on CTAs",Alexander Mende,RPM Risk and Portfolio Management,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Performance, Persistence, and Pay: A New Perspective on CTAs",Michael Moore,University of Warwick,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
"Performance, Persistence, and Pay: A New Perspective on CTAs",Vikas Raman,University of Warwick,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Portfolio Pumping in Mutual Fund Families,Pingle Wang,University of Rochester,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Price Response to Factor Index Additions and Deletions,Georgi Kyosev,Erasmus University Rotterdam,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Price Response to Factor Index Additions and Deletions,Joop Huij,Erasmus University Rotterdam,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Product Market Competition and the Profitability Premium,Yao Deng,University of Minnesota,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Public Pensions and State Government Debt Spreads,Chuck Boyer,University of Chicago,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Quantitative Easing and Equity: Evidence from the ETF Program of the Bank of Japan,Andrea Barbon,Swiss Finance Institute,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Quantitative Easing and Equity: Evidence from the ETF Program of the Bank of Japan,Virginia Gianinazzi,Università della Svizzera italiana,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Relationship Lending in Shadow Banking: Impacts of Financial Firms' Cross-Holding Relation in Money Market Funds,Ai He,Emory University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Investor Sentiment and Stock Return Comovement: the Role of Information and Innovation,Haohan Ren,Chinese University of Hong Kong,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Sharing the Pain? Credit Supply and Real Effects of Bank Bail-ins,Thorsten Beck,City University of London and CEPR,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Sharing the Pain? Credit Supply and Real Effects of Bank Bail-ins,Samuel Da-Rocha-Lopes,European Banking Authority and Nova SBE,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Sharing the Pain? Credit Supply and Real Effects of Bank Bail-ins,Andre Silva,City University of London,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Should Corporate Pension Funds Invest in Risky Assets?,Wei Li,University of Iowa,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Should Corporate Pension Funds Invest in Risky Assets?,Tong Yao,University of Iowa,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Should Corporate Pension Funds Invest in Risky Assets?,Jie Ying,University of Iowa,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Strategic Patenting and Debt Financing,Ailin Dong,Hong Kong University of Science and Technology,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Structural Breaks in the Variance Process and the Pricing Kernel Puzzle,Tobias Sichert,Goethe University Frankfurt,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Textual Disclosure in SEC Filings and Litigation Risk,Arup Ganguly,University of Pittsburgh,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Asset Pricing in the Information Age: Employee Expectations and Stock Returns,Jinfei Sheng,University of British Columbia,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
The First-Time in Private Equity: Does Experience Help to Raise Capital?,Florian Fuchs,University of St. Gallen,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Impact of Financial Markets on Payout Policy: Evidence from Short Selling,Bill Francis,Rensselaer Polytechnic Institute,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Impact of Financial Markets on Payout Policy: Evidence from Short Selling,Gilna Samuel,Rensselaer Polytechnic Institute,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Impact of Financial Markets on Payout Policy: Evidence from Short Selling,Qiang Wu,Rensselaer Polytechnic Institute,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Complementarity of Passive and Active Investment on Stock Price Efficiency,Youngmin Choi,Georgia Institute of Technology,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
The Shine of Star: The Effect of Star Analyst Title on Market Reaction to Financial Analysts' Stock Recommendations,Runjing Lu,University of California-San Diego,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
The Term-Structure of Systematic Risk,Nuno Clara,London Business School,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Trade Induced Productivity Change and Asset Prices,Ruchith Dissanayake,University of Alberta,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
Trading Complex Risks,Felix Fattinger,University of Melbourne,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
What Causes Passive Hedge Funds to Become Activists?,Marco Elia,Drexel University,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,,
