"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Adam","Adam J. L. Harris","On the Origin of Utility, Weighting, and Discounting Functions: How They Get Their Shapes and How to Change Their Shapes","University College London","Jan 06 2012","8:00 AM","Hyatt Regency, Regency B","American Economic Association","The Foundations of Decision Making: Recent Developments","D8","Tatiana Kornienko","University of Edinburgh","Colin Camerer","California Institute of Technology","Emir Kamenica","University of Chicago","Luis Rayo","University of Utah","Marciano Siniscalchi","Northwestern University","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam J. Hoffer","Preference Policies","West Virginia University","Jan 08 2012","8:00 AM","Hyatt Regency, Grand Suite 3","American Economic Association","Fiscal Policy Analysis","H3","Adam Hoffer","West Virginia University","Adam J. Hoffer","West Virginia University","Peter Berck","University of California-Berkeley","David Splinter","Rice University","Yasushi Asako","Bank of Japan","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam V. Reed","The Long and the Short of it: Evidence of Year-End Price Manipulation by Short Sellers","University of North Carolina-Chapel Hill","Jan 08 2012","1:00 PM","Swissotel, Zurich A","American Finance Association","Anomalies and Inefficiency 2","G1","Narasimhan Jegadeesh","Emory University","Vikas Agarwal","Georgia State University","T. Clifton Green","Emory University","Long Chen","Washington University in St. Louis","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adeleke","Adeleke Salami","Empirical Analysis of Agricultural Productivity Growth, Innovation And Technological Progress In Africa","African Development Bank, Tunisia","Jan 06 2012","8:00 AM","Palmer House Hilton, Grand Park Parlor","National Economic Association","African Economic Growth and Development","O3","Andrew Muhammad","Economic Research Service/U.S. Department Agriculture","Leonce Ndikumana","University of Massachusetts","Greg Price","Morehouse College","Romie Tribble","Spelman College","Umoh Umoh","Benedict College","Abera Gelan","University of Wisconsin-Milwaukee","ADELEKE",2,0,1,0,2,1,0,1,0
"Aditi","Aditi Sengupta","Competitive Investment in Clean Technology and Uninformed Green Consumers","Southern Methodist University","Jan 07 2012","8:00 AM","Hyatt Regency, Buckingham","American Economic Association","Quality, Information, and Regulation","L5","Marc Santugini","Institute of Applied Economics and CIRPEE, HEC Montreal","Kevin Pflum","Ohio State University","Aditi Sengupta","Southern Methodist University","Marc Santugini","Institute of Applied Economics and CIRPEE, HEC Montreal","James Campbell","University of Toronto","","","ADITI",1,15,0.0625,0.9375,16,0,1,0,0
"Adriana","Adriana Camacho","Who's the Boss at Home after Receiving Conditional Cash Transfers?","University of the Andes","Jan 07 2012","8:00 AM","Hyatt Regency, Regency B","American Economic Association","Exploiting Experiments and Quasi-Experiments to Identify Gender Related Outcomes","Y9","Tracy Regan","University of Arizona","Catalina Almuedo-Dorantes","San Diego State University","Martha Bailey","University of Michigan","Todd Sorensen","University of California-Riverside","Dina Shatnawi","U.S. Naval Postgraduate School","","","ADRIANA",1,255,0.0039063,0.9960938,256,0,1,0,1
"Adriana","Adriana Camacho","Conditional Cash Transfers, Political Participation and Voting Behavior","Universidad de Los Andes","Jan 06 2012","2:30 PM","Hyatt Regency, Gold Coast","American Economic Association","Growth Inputs: From Human Capital to Nation Building","O4","Linda Goldberg","Federal Reserve Bank of New York","Katheryn Russ","University of California-Davis","Lori Beaman","Northwestern University","Heather Royer","University of California-Santa Barbara","Erica Groshen","Federal Reserve Bank of New York","","","ADRIANA",1,255,0.0039063,0.9960938,256,0,1,0,1
"Adriano","Adriano Rampini","Household Risk Management","Duke University","Jan 07 2012","2:30 PM","Hyatt Regency, Columbus EF","American Economic Association","Household Finance and Risk Management","E2","Christopher Mayer","Columbia University","John Heaton","University of Chicago","Tomasz Piskorski","Columbia University","Alexander Michaelides","University of Cyprus","Francis Longstaff","University of California-Los Angeles","","","ADRIANO",22,0,1,0,22,1,0,1,0
"Adriano","Adriano Rampini","Financial intermediary capital","Duke University","Jan 06 2012","10:15 AM","Hyatt Regency, Skyway 260","American Economic Association","Liquidity Dynamics","G1","Zhiguo He","University of Chicago","Dmitry Livdan","University of California-Berkeley","Arvind Krishnamurthy","Northwestern University","Douglas W. Diamond","University of Chicago","Martin Oehmke","Columbia University","","","ADRIANO",22,0,1,0,22,1,0,1,0
"Adrienne","Adrienne Lucas","The Determinants and Consequences of School Choice Errors in Kenya","University of Delaware","Jan 06 2012","2:30 PM","Hyatt Regency, Gold Coast","American Economic Association","Growth Inputs: From Human Capital to Nation Building","O4","Linda Goldberg","Federal Reserve Bank of New York","Katheryn Russ","University of California-Davis","Lori Beaman","Northwestern University","Heather Royer","University of California-Santa Barbara","Erica Groshen","Federal Reserve Bank of New York","","","ADRIENNE",0,250,0,1,250,0,1,0,1
"Ajai","Ajai K. Singh","Market Reaction, Managerial Response, and the Classification of SEOs","Case Western Reserve University","Jan 08 2012","8:00 AM","Swissotel, Zurich C","American Finance Association","IPOs and SEOs","G3","Jay Ritter","University of Florida","Bill Francis","Rensselaer Polytechnic Institute","Grace Hao","University of Missouri-Columbia","Rongbing Huang","Kennesaw State University","","","","","AJAI",2,0,1,0,2,1,0,1,0
"Akwasi","Akwasi Nti-Addae","Discrimination in the Credit Market: A Focus on African American-Owned Small Businesses","University of Kansas","Jan 06 2012","2:30 PM","Palmer House Hilton, Grand Park Parlor","National Economic Association","Race, Ethnicity, Immigration and Entrepreneurship","J1","Patrick Mason","Florida State University","John Karikari","Government Accountability Office","Ruth Uwaifo Oyelere","Georgia Institute of Technology","Marie Mora","University of Texas-Pan American","Una Okonkwo Osili","Indiana University-Purdue University-Indianapolis","Kwabena Gyimah-Brempong","University of South Florida","AKWASI",9,0,1,0,9,1,0,1,0
"Al","Al Campbell","The Roots of the Neoliberal Financialization: 1946 to 1980","University of Utah","Jan 07 2012","8:00 AM","Swissotel, Montreux 1","Association for Evolutionary Economics","Money, Banking and Bailouts","E5","Gary Dymski","University of California-Riverside","Marshall Auerback","Roosevelt Institute","","","","","","","","","AL",356,9,0.9753425,0.0246575,365,1,0,1,0
"Alain","Alain Safa","The Impact of Climate Change on Coastal Tourism in MENA Countries","University of Nice-Sophia-Antipolis","Jan 07 2012","10:15 AM","Hyatt Regency, Stetson Suite E","Middle East Economic Association","Middle East Economies: Applied Microeconomics Topics","D2","Jeffery Nugent","University of Southern California","Mohamed CHAFFAI","Sfax University","Mahmoud AbdelBaky","University of Dubai","Jeffery B. Nugent","University of Southern California","Mustapha Djennas","Tlemcen University","Wasseem Mina","United Arab Emirates University","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alan","Alan Berger","Reexamining the Empirical Relation between Loan Risk and Collateral: The Roles of Collateral Types and Characteristics","University of South Carolina","Jan 08 2012","8:00 AM","Swissotel, Vevey 3","International Banking, Economics & Finance Association","The Effects of Credit Risk on Bank Lending","G2","Douglas Evanoff","Federal Reserve Bank of Chicago","Tara Rice","Federal Reserve Board","Evren Ors","HEC Paris, France","TBA TBA","TBA","TBA TBA","TBA","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Grant","Using Collective Action Experiments to Teach the Economics of Social Issues","Baker University","Jan 07 2012","2:30 PM","Hyatt Regency, Columbus AB","American Economic Association","Annual Poster Session on Active Learning Strategies","A2","William Bosshardt","Florida Atlantic University","","","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Spearot","Core Competencies, Matching, and the Structure of Foreign Direct Investment","University of California-Santa Cruz","Jan 06 2012","12:30 PM","Hyatt Regency, Stetson Suite FG","International Trade & Finance Association","International Trade and Finance","F1","Georg Schaur","University of Tennessee","","","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan de Brauw","Unattended but not Undernourished: Left-behind Children in Rural China","International Food Policy Research Institute","Jan 06 2012","2:30 PM","Hyatt Regency, Soldier Field","Chinese Economists Society","Children’s Health and Education in China","I1","John Giles","World Bank","Joyce Chen","Ohio State University","Hongbin Li","Tsinghua University","Alan de Brauw","International Food Policy Research Institute","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Zebedee","Business Cycles and Gender Diversification: An Analysis of Staffing Patterns by Industry and Firm Size","Clarkson University","Jan 08 2012","10:15 AM","Hyatt Regency, Columbus CD","American Economic Association","Women and the Firm","Y9","Marjorie McElroy","Duke University","Sabrina Pabilonia","Bureau of Labor Statistics","Julie Smith","Lafayette College","Cristian Bartolucci","Collegio Carlo Alberto","Johanna L. Francis","Fordham University","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Blinder","What Happens If \"Unconventional\" Monetary Policies Become More Conventional?","Princeton University","Jan 07 2012","10:15 AM","Hyatt Regency, Regency C","American Economic Association","Unconventional Monetary Policies in Crisis Times: Which Impact and What Legacy?","E5","Philippe Moutot","European Central Bank","James J McAndrews","Federal Reserve Bank of New York","Dieter Gerdesmeier","European Central Bank and Frankfurt School of Finance and Management","Ricardo Reis","Columbia University","Barbara Roffia","European Central Bank","Francesco P. Mongelli","European Central Bank and Goethe University Frankfurt","ALAN",759,0,1,0,759,1,0,1,0
"Albert","Albert S. Kyle","News Arrival and Trading Game Invariance","University of Maryland","Jan 08 2012","1:00 PM","Swissotel, Zurich F","American Finance Association","Market Microstructure","G1","Lawrence Glosten","Columbia University","Thierry Foucault","HEC Paris","Lawrence Glosten","Columbia University","Gideon Saar","Cornell University","Pamela Moulton","Cornell University","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert J. Menkveld","High Frequency Trading and the New-Market Makers","VU University Amsterdam","Jan 08 2012","1:00 PM","Swissotel, Zurich F","American Finance Association","Market Microstructure","G1","Lawrence Glosten","Columbia University","Thierry Foucault","HEC Paris","Lawrence Glosten","Columbia University","Gideon Saar","Cornell University","Pamela Moulton","Cornell University","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Park","Parental Migration and Child Development in China","Oxford University","Jan 06 2012","2:30 PM","Hyatt Regency, Soldier Field","Chinese Economists Society","Children’s Health and Education in China","I1","John Giles","World Bank","Joyce Chen","Ohio State University","Hongbin Li","Tsinghua University","Alan de Brauw","International Food Policy Research Institute","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Alberto","Alberto Alesina","Regulation versus Taxation","Harvard University","Jan 07 2012","8:00 AM","Hyatt Regency, Acapulco","American Economic Association","Endogenous Legal and Regulatory Institutions: Theory and Evidence","K1","Carmine Guerriero","ACLE and University of Amsterdam","Paolo Pinotti","Bank of Italy","Francesco Passarelli","Bocconi University","Carmine Guerriero","ACLE and University of Amsterdam","Andy F. Hanssen","Clemson University","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Davila","Terrorism and Patriotism: On the Earnings of U.S. Veterans after September 11, 2001","University of Texas-Pan American","Jan 06 2012","10:15 AM","Hyatt Regency, Toronto","American Economic Association","Crime and Terrorism","K4","Cecilia Rouse","Princeton University","Francisco Rivera-Batiz","Columbia University","Marlene Kim","University of Massachusetts-Boston","Patrick L. Mason","Florida State University","Steven Raphael","University of California-Berkeley","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Felipe Cavallo","Internet Prices and the Great Recession","Massachusetts Institute of Technology","Jan 06 2012","10:15 AM","Hyatt Regency, Field","Econometric Society","Price Rigidities","E4","#NAME?","","","","","","","","","","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Davila","Racial/Ethnic Differences in Technology Usage among Small Business Owners","University of Texas-Pan American","Jan 06 2012","2:30 PM","Palmer House Hilton, Grand Park Parlor","National Economic Association","Race, Ethnicity, Immigration and Entrepreneurship","J1","Patrick Mason","Florida State University","John Karikari","Government Accountability Office","Ruth Uwaifo Oyelere","Georgia Institute of Technology","Marie Mora","University of Texas-Pan American","Una Okonkwo Osili","Indiana University-Purdue University-Indianapolis","Kwabena Gyimah-Brempong","University of South Florida","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Alesina","When and Why Fiscal Adjustments are Successful","Harvard University","Jan 08 2012","10:15 AM","Hyatt Regency, Regency D","American Economic Association","Lessons from the Past for Today's Fiscal Adjustment Plans","H6","Paolo Mauro","International Monetary Fund","Antonio Fatas","INSEAD, France","Philip Lane","Trinity College, Dublin","Glenn Follette","Federal Reserve Board","Eric M. Leeper","Indiana University","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Albino","Albino Barrera","Social Responsibility and Economic Complicity: Who is Culpable for Harmful Market Outcomes?","Providence College","Jan 06 2012","8:00 AM","Swissotel, St. Gallen 3","Association for Social Economics","The Social Responsibility of Business: Only Profits, or Also Other Things?","L1","Jane Clary","College of Charleston","John Davis","Marquette University and University of Amsterdam","Andrew Yuengert","Pepperdine University","Jonathan Wight","University of Richmond","Jack Reardon","Hamline University","Wolfram Elsner","University of Bremen","ALBINO",4,0,1,0,4,1,0,1,0
"Aldo","Aldo R. Rustichini","Toward the Integration of Personality Theory and Decision Theory in the Explanation of Economic and Health Behavior","University of Minnesota","Jan 07 2012","10:15 AM","Hyatt Regency, Grand Ballroom A","American Economic Association","Personality Theory, Decision Theory and Economics","D8","James Heckman","University of Chicago","","","","","","","","","","","ALDO",62,0,1,0,62,1,0,1,0
"Alejandro","Alejandro Ponce","Strategic Default in Joint Liability Groups: Evidence from a Natural Experiment in India","World Justice Project","Jan 08 2012","1:00 PM","Hyatt Regency, Acapulco","American Economic Association","Experiments on Household and Business Finance","O1","Nathan Fiala","World Bank","Nathan Fiala","World Bank","Christopher Woodruff","University of Warwick","Bilal Zia","World Bank","Xavier Gine","World Bank","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alessandro","Alessandro Bonatti","Career Patterns and Career Concerns","Massachusetts Institute of Technology","Jan 06 2012","8:00 AM","Hyatt Regency, Addams","Econometric Society","Allocation Decisons in Uncertain Dynamic Environments","C8","Alessandro Bonatti","Massachusetts Institute of Technology","","","","","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alex","Alex Gershkov","Demand Uncertainty and Dynamic Allocation with Strategic Agents","Hebrew University of Jerusalem","Jan 06 2012","8:00 AM","Hyatt Regency, Addams","Econometric Society","Allocation Decisons in Uncertain Dynamic Environments","C8","Alessandro Bonatti","Massachusetts Institute of Technology","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Imas","Conscience Accounting","University of California-San Diego","Jan 06 2012","2:30 PM","Hyatt Regency, Atlanta","Economic Science Association","Communication, Conscience, and Efficiency","C7","Gary Charness","University of California-Santa Barbara","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Tabarrok","Marginal Revolution","George Mason University","Jan 07 2012","10:15 AM","Hyatt Regency, Regency A","American Economic Association","Panel Discussion: Using Blogs to Teach Undergraduate Economics","A2","Gail Hoyt","University of Kentucky","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex M. Wood","Who Reacts the Most Strongly Following Economic Events? Personality/Environmental Interactions as Predictors of Change in Life Satisfaction Following Unemployment, Disability, and Income Gains","University of Manchester","Jan 07 2012","10:15 AM","Hyatt Regency, Grand Ballroom A","American Economic Association","Personality Theory, Decision Theory and Economics","D8","James Heckman","University of Chicago","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex de Ruyter","A Race to the Bottom? Variations between NIC States and Provinces in the Enforcement of Decent Work: A Comparative Study of Indonesia and India","Canterbury Christ Church University","Jan 06 2012","2:30 PM","Swissotel, Montreux 1","Association for Evolutionary Economics","Institutionalist Approaches to the Development of Contemporary Economies","F5","Geoffrey Schneider","Bucknell University","Al Campbell","University of Utah","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Limonov","Air Pollution Control in India: Getting the Prices Right","Resources for the Future","Jan 08 2012","1:00 PM","Hyatt Regency, Atlanta","American Economic Association","Air Pollution and Development","Q5","Rema Hanna","Harvard University","Matthew Neidell","Columbia University","Rema Hanna","Harvard University","Maureen Cropper","Univesity of Maryland and Resources for the Future","Paulina Oliva","University of California-Santa Barbara","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alexa","Alexa Julca","Disasters Not So Natural That Deepen Inequalities","UNDESA","Jan 08 2012","10:15 AM","Swissotel, Montreux 2","Association for Evolutionary Economics","The Destabilizing Impacts of Natural and Man-Made Crises","H4","Zdravka Todorova","Wright State University","John P. Watkins","Westminster College","","","","","","","","","ALEXA",0,154,0,1,154,0,1,0,1
"Alexander","Alexander Cappelen","Explaining Gender Differences in Competitiveness","Norwegian School of Economics and Business Administration","Jan 07 2012","8:00 AM","Hyatt Regency, Stetson Suite FG","American Economic Association","Formation of Cognitive and Non-cognitive Skills and Social Preferences","C9","William Harbaugh","University of Oregon","William Harbaugh","University of Oregon","David Cooper","Florida State University","Colin Camerer","California Institute of Technology","Shane Frederick","Yale University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Jung","Monetary Policy Decision-Making by Committees: Normal Times versus Crisis Times","European Central Bank","Jan 07 2012","8:00 AM","Hyatt Regency, Columbus EF","American Economic Association","Monetary Policy Decision-Making by Committees: Managing Risks versus Managing Uncertainty","E5","Francesco Mongelli","European Central Bank and Goethe University Frankfurt","Alexander Jung","European Central Bank","Francisco Ruge-Murcia","University of Montreal","Jan-Marc Berk","De Nederlandsche Bank","Beata Bierut","De Nederlandsche Bank","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Kriwoluzky","Toward a Taylor Rule for Fiscal Policy","University of Bonn","Jan 08 2012","8:00 AM","Hyatt Regency, Grand Suite 5","American Economic Association","Fiscal Empirics","E6","Francesco Bianchi","Duke University","","","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Puetz","Caught in the Act: How Hedge Funds Manipulate Their Equity Positions","University of Cologne","Jan 07 2012","10:15 AM","Swissotel, Zurich A","American Finance Association","Mutual Fund Performance 1","G2","Russell Wermers","University of Maryland","David Musto","University of Pennsylvania","Nicolas P.B. Bollen","Vanderbilt University","Lubos Pastor","University of Chicago","K. J. Martin Cremers","Yale School of Management","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Richter","The Fiscal Limit and Non-Ricardian Consumers","Indiana University","Jan 06 2012","2:30 PM","Hyatt Regency, Acapulco","American Economic Association","Markov Switching DSGE Models, Theory and Applications","E1","Andrew Foerster","Federal Reserve Bank of Kansas City","Chris Sims","Princeton University","Alejandro Justiniano","Federal Reserve Bank of Chicago","Taeyoung Doh","Federal Reserve Bank of Kansas City","Seonghoon Cho","Yonsei University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Jung","An International Comparison of Voting by Committees","European Central Bank","Jan 07 2012","8:00 AM","Hyatt Regency, Columbus EF","American Economic Association","Monetary Policy Decision-Making by Committees: Managing Risks versus Managing Uncertainty","E5","Francesco Mongelli","European Central Bank and Goethe University Frankfurt","Alexander Jung","European Central Bank","Francisco Ruge-Murcia","University of Montreal","Jan-Marc Berk","De Nederlandsche Bank","Beata Bierut","De Nederlandsche Bank","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Vedrashko","Corporate Governance and the Timing of Earnings Announcements","Simon Fraser University","Jan 07 2012","8:00 AM","Swissotel, Zurich C","American Finance Association","Corporate Governance and Informational Frictions","G3","Todd Milbourn","Washington University in Saint Louis","Jeffrey Coles","Arizona State University","Gerald Garvey","BlackRock","Antonio Falato","Government of the United States of America","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Frankel","Aligned Delegation","Stanford University","Jan 08 2012","8:00 AM","Hyatt Regency, Columbian","American Economic Association","Robust Dynamic Contracting","C7","Sylvain Chassang","Princeton University","Sylvain Chassang","Princeton University","Xavier Gabaix","New York University","Jason Hartline","Northwestern University","Rakesh Vohra","Northwestern University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Popov","'When the Cat's Away the Mice Will Play': Does Regulation at Home Affect Bank Risk-Taking Abroad?","European Central Bank","Jan 08 2012","8:00 AM","Hyatt Regency, Columbus IJ","American Economic Association","The Economic Implact of Global Banking","G1","Alexander Popov","European Central Bank","Jorg Rocholl","European School of Management and Technology","Claudia Buch","University of Tubingen","Steven Ongena","Tilburg University","Florian Heider","European Central Bank","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Muermann","Asymmetric Information in Automobile Insurance: New Evidence from Telematic Data","Vienna University of Economics and Business","Jan 06 2012","10:15 AM","Hyatt Regency, Buckingham","American Risk & Insurance Association/American Economic Association","Insurance Economics","G2","Martin Grace","Georgia State University","","","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Kempf","Caught in the Act: How Hedge Funds Manipulate Their Equity Positions","University of Cologne","Jan 07 2012","10:15 AM","Swissotel, Zurich A","American Finance Association","Mutual Fund Performance 1","G2","Russell Wermers","University of Maryland","David Musto","University of Pennsylvania","Nicolas P.B. Bollen","Vanderbilt University","Lubos Pastor","University of Chicago","K. J. Martin Cremers","Yale School of Management","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexandra","Alexandra Spitz-Oener","The Impact of Immigration on Natives' Wages: Heterogeneity Resulting from Product and Labor Market Regulation","Humboldt-University Berlin","Jan 06 2012","2:30 PM","Swissotel, Grand Ballroom Salon III","Association for Comparative Economic Studies","Analyzing Occupational Licensing across Institutional Settings","P5","Morris Kleiner","University of Minnesota","Mark Klee","George Mason University","Mindy Marks","University of California-Riverside","Charles Wheelan","University of Chicago","David Harrington","Kenyon College","","","ALEXANDRA",1,606,0.0016474,0.9983525,607,0,1,0,1
"Alexei","Alexei V. Ovtchinnikov","Individual Political Contributions and Firm Performance","Vanderbilt University","Jan 07 2012","2:30 PM","Swissotel, Zurich G","American Finance Association","Law and Finance","G3","Vojislav Maksimovic","University of Maryland","Jay Ritter","University of Florida","Josh Lerner","Harvard University","B. Espen Eckbo","Dartmouth College","Tracy Wang","University of Minnesota-Twin Cities","","","ALEXEI",14,1,0.9333333,0.0666667,15,1,0,0,0
