"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Adam","Adam Gulan","Interest Rates, Leverage, and Business Cycles in Emerging Economies: The Role of Financial Frictions","Bank of Finland","Jan 04 2014","8:00 AM","Pennsylvania Convention Center, 105-B","American Economic Association","Financial and Labor Market Frictions","E3","Vincenzo Quadrini","University of Southern California","","","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Rosen","Counterfactual Worlds: Characterising the Identifying Power of Incomplete Models with Conditional Independence Restrictions","University College London","Jan 04 2014","2:30 PM","Philadelphia Marriott, Meeting Room 402","Econometric Society","Identification and Estimation Nonseparable Models with Endogeneity","C0","Arthur Lewbel","Boston College","Whitney Newey","Massachusetts Insitute of Technology","Kirill Evdokimov","Princeton University","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam S. Yore","The Agency Costs of Managerial Indiscretions: Sex, Lies, and Firm Value","Northern Illinois University","Jan 05 2014","10:15 AM","Loews Philadelphia Hotel, Regency Ballroom B","American Finance Association","Managerial Agency Costs","G3","Bruce Carlin","University of California-Los Angeles","Margarita Tsoutsoura","University of Chicago","Barney Hartman-Glaser","Duke University","Amit Seru","University of Chicago","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Aditya","Aditya Bhave","Primary-Market Auctions for Event Tickets: Eliminating the Rents of \"Bob the Broker\"","University of Chicago","Jan 03 2014","8:00 AM","Philadelphia Marriott, Grand Ballroom - Salon J","American Economic Association","Effects on Preferences Regarding Risk & Ambiguity","D8","Luca Rigotti","University of Pittsburgh","","","","","","","","","","","ADITYA",31,0,1,0,31,1,0,1,0
"Adriaan","Adriaan Kalwij","Individuals' Survival Expectations and Actual Mortality","Utrecht University","Jan 05 2014","1:00 PM","Pennsylvania Convention Center, 203-B","American Economic Association","Subjective Longevity Risk and Life-Cycle Decision Making","D1","Michael Hurd","RAND","John Piggott","University of New South Wales","Olivia S. Mitchell","University of Pennsylvania","Jeffrey R. Brown","University of Illinois","Tobias Klein","Tilburg University","","","ADRIAAN",3,0,1,0,3,1,0,1,0
"Adrien","Adrien Vogt-Schilb","Can Incentives for Green Investments Reduce the Transition Costs Towards a Low-Carbon Economy?","CIRED","Jan 03 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon B","American Economic Association","Climate","Q5","Lynne Lewis","Bates College","","","","","","","","","","","ADRIEN",28,5,0.8484849,0.1515152,33,1,0,0,0
"Agnieszka","Agnieszka Markiewicz","Top Incomes, Rising Inequality, and Welfare","Erasmus University","Jan 04 2014","10:15 AM","Philadelphia Marriott, Meeting Room 405","Econometric Society","Wage Inequality","E2","Alisdair McKay","Boston University","","","","","","","","","","","AGNIESZKA",0,41,0,1,41,0,1,0,1
"Ahmed","Ahmed Ould","How Do Firms Adjust Production Factors to the Cycle? The Role of Rigidities","Banque de France","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 202-A","American Economic Association","Productivity","O4","Wayne Gray","Clark University","","","","","","","","","","","AHMED",198,0,1,0,198,1,0,1,0
"Ahmed","Ahmed Jiddou","How Do Firms Adjust Production Factors to the Cycle? The Role of Rigidities","Banque de France","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 202-A","American Economic Association","Productivity","O4","Wayne Gray","Clark University","","","","","","","","","","","AHMED",198,0,1,0,198,1,0,1,0
"Ahmet","Ahmet Faruk Aysan","Are Switching Costs Deterrent to Competition in the Credit Card Markets?","Central Bank of the Republic of Turkey","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 105-A","Middle East Economic Association","Financial Markets, Institutions and Regulations","G1","Mine Cinar","Loyola University","Gulcay Tuna","Eastern Mediterranean University","Alpay Filiztekin","Sabanci University","Mahmoud Haddad","University of Tennessee-Martin","Moataz El Said","International Monetary Fund","Erhan Aslanoglu","Marmara University","AHMET",47,0,1,0,47,1,0,1,0
"Ajay","Ajay Agrawal","Why do Regions Vary in their Response to Crowdfunding? The Young, Restless, and Creative","University of Toronto","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 103-C","American Economic Association","Innovation","O3","Arthur Diamond","University of Nebraska-Omaha","","","","","","","","","","","AJAY",59,0,1,0,59,1,0,1,0
"Alain","Alain Janvry","Social Networks and the Decision to Insure","University of California-Berkeley","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 203-A","American Economic Association","Sources of Peer Effects","D8","Bruce Sacerdote","Dartmouth University","Achyuta Adhvaryu","Yale University","Kenneth Ahern","University of Southern California","Scott Carrell","University of California-Davis","John Beshears","Harvard University","","","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alan","Alan Spearot","Jazz Quintet","University of California-Santa Cruz","Jan 03 2014","8:00 PM","Philadelphia Marriott, Liberty Ballroom","American Economic Association","Music Festival","Y9","Stephen Wu","Hamilton College","","","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Benson","A Theory of Dual Job Search and Sex-Based Occupational Clustering","University of Minnesota","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 202-B","American Economic Association","Employment Structure and Inequality","J2","Francine Blau","Cornell University","Thomas DeLeire","University of Wisonsin-Madison","Sergio Firpo","Sao Paolo School of Economics","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Benson","Do Agents Game Their Agents Behavior? Evidence from Sales Managers","University of Minnesota-Twin Cities","Jan 05 2014","1:00 PM","Pennsylvania Convention Center, 104-B","Labor & Employment Relations Association","What Impact Do Managers Really Have?","J5","Lonnie Golden","Pennsylvania State University-Abington","Peter Cappelli","University of Pennsylvania","Matthew Bidwell","University of Pennsylvania","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Green","Contracts Do Matter: Evidence That Legal Formalism Has a Significant Impact on Household Wealth","Stetson University","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 202-A","American Economic Association","Economic Development","O1","Anne Case","Princeton University","","","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan B Krueger","A Contribution to the Empirics of Reservation Wages","Princeton University","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 103-A","American Economic Association","Individual and Employer Responses to Unemployment","J6","Laura Kawano","US Department of Treasury","Ann Huff Stevens","University of California-Davis","Till von Wachter","University of California-Los Angeles","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Albert","Albert S. Kyle","Smooth Trading with Overconfidence and Market Power","University of Maryland","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Millennium Hall","American Finance Association","Market Microstructure Theory","G1","Dimitri Vayanos","London School of Economics","Pierre-Olivier Weill","University of California-Los Angeles","Jennifer Huang","University of Texas-Austin","Albert S. Kyle","University of Maryland","Marzena Joanna Rostek","University of Wisconsin-Madison","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Sheen","How Real Estate Shocks Affect Operational Practices: Evidence from the Restaurant Industry","Harvard Business School","Jan 05 2014","8:00 AM","Pennsylvania Convention Center, 201-B","American Economic Association","The Role of Management and Technology for Reallocation and Growth: Micro and Macro Evidence","L1","John Van Reenen","London School of Economics","","","","","","","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Park","Labor Regulation and Enterprise Employment in China","Hong Kong University of Science and Technology","Jan 03 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon A","Association for Comparative Economic Studies/American Economic Association","The Effects of Large Shocks and Institutional Change on Employment: Evidence from the United States, China and Russia","J4","Michael Burda","Humboldt University Berlin","Belton M. Fleisher","Ohio State University","Michael Burda","Humboldt University Berlin","Fabian Slonimczyk","Higher School of Economics Moscow","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Park","Housing Windfalls and Intergenerational Transfers in China","Hong Kong University of Science and Technology","Jan 03 2014","8:00 AM","Pennsylvania Convention Center, 105-B","American Economic Association","Economics of Intergenerational Transfers and Wealth","J1","Karen Eggleston","Stanford University","Susan M. Dynarski","University of Michigan","Costas Meghir","Yale University","Xiaobo Zhang","International Food Policy Research Institute","Albert Park","Hong Kong University of Science and Technology","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Sheen","The Operational Consequences of Private Equity Buyouts","Harvard Business School","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Regency Ballroom A","American Finance Association","Private Equity","G2","David Robinson","Duke University","Laura Lindsey","Arizona State University","Morten Sorensen","Columbia University","Tim Jenkinson","Oxford University","Yael V. Hochberg","Northwestern University","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Alberto","Alberto Davila","Gender and Business Outcomes of Black and Hispanic Entrepreneurs in the United States","University of Texas-Pan American","Jan 05 2014","8:00 AM","Philadelphia Marriott, Meeting Room 306","National Economic Association","Gender, Race and Economic Development","J1","Marie Mora","University of Texas-Pan American","John Karikari","Government Accountability Office","Kwabena Gyimah-Brempong","University of South Florida","Una Okonkwo Osili","Indiana University-Purdue University-Indianapolis","Malokele Nanivazo","United Nations University","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Plazzi","Do Hedge Funds Provide Liquidity? Evidence from their Trades","University of Lugano","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Commonwealth Hall C","American Finance Association","Hedge Funds","G2","Stefan Nagel","Stanford University","Jakub W. Jurek","Princeton University","Lasse Pedersen","Copenhagen Business School","Jonathan B. Berk","Stanford University","Itzhak Ben-David","Ohio State University","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alejandro","Alejandro Rivera","Robust Contracts in Continuous Time","Boston University","Jan 05 2014","1:00 PM","Philadelphia Marriott, Meeting Room 401","Econometric Society","Asset Pricing-Theory","G1","Amir Yaron","University of Pennsylvania","","","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro A. Canadas","Conceptions of the Human Person in Economic Thinking: From Smith and Marx to Contemporary Theory","Catholic University","Jan 04 2014","2:30 PM","Philadelphia Marriott, Meeting Room 307","Association of Christian Economists","Faith-Based Institutions, Education and Choices","L3","John Lunn","Hope College","Sarah Estelle","Hope College","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Aleksey","Aleksey Oshchepkov","Minimum wages, unemployment and informality: Evidence from panel data on Russian regions","Higher School of Economics Moscow","Jan 03 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon A","Association for Comparative Economic Studies/American Economic Association","The Effects of Large Shocks and Institutional Change on Employment: Evidence from the United States, China and Russia","J4","Michael Burda","Humboldt University Berlin","Belton M. Fleisher","Ohio State University","Michael Burda","Humboldt University Berlin","Fabian Slonimczyk","Higher School of Economics Moscow","","","","","ALEKSEY",24,0,1,0,24,1,0,1,0
"Aleksey","Aleksey Tetenov","Statistical Hypothesis Testing and Private Information","Collegio Carlo Alberto","Jan 05 2014","1:00 PM","Philadelphia Marriott, Meeting Room 403","Econometric Society","Inference and Statistical Decision Theory","C1","Xu Cheng","University of Pennsylvania","Jose Motiel Olea","New York University","Xiaoxia Shi","University of Wisconsin-Madison","","","","","","","ALEKSEY",24,0,1,0,24,1,0,1,0
"Alena","Alena Krizkova","Business and Family Dynamics of Copreneurs in the Czech Republic and United States","Academy of Sciences of the Czech Republic Institute of Sociology","Jan 04 2014","12:30 PM","Pennsylvania Convention Center, 105-A","International Association for Feminist Economics","Diversity in Business: International Evidence","B5","Maria Floro","American University","Leanne Roncolato","American University","Maria S. Floro","American University","Song Yueping","Renmin University","","","","","ALENA",0,38,0,1,38,0,1,0,1
"Alessandro","Alessandro Galesi","Job Destruction without Job Creation: Structural Transformation in the Overborrowed America","CEMFI","Jan 03 2014","10:15 AM","Philadelphia Marriott, Meeting Room 411","Econometric Society","New Perspectives on Jobless Recoveries","E1","Gianluca Violante","New York University","","","","","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alessia","Alessia Campolmi","Rethinking Optimal Exchange Rate Regimes with Frictional Labor Markets","Central European University","Jan 04 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon A","Association for Comparative Economic Studies","Exchange Rate Developments and Labor Markets: What do the Theory and the Data Tell Us?","F4","Jan Svejnar","Columbia University","Jan Babecky","Czech National Bank","Davide Furceri","International Monetary Fund","Wenli Li","Federal Reserve Bank of Philadelphia","Klara Sabirianova Peter","University of North Carolina-Chapel Hill","","","ALESSIA",0,11,0,1,11,0,1,0,1
"Alex","Alex Tabarrok","The Industrial Organization of Online Education","George Mason University","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 201-B","American Economic Association","Economics Education in the Digital Age: The Implications of Online Technologies and MOOCs","A1","Nancy Rose","Massachusetts Institute of Technology","Gail Hoyt","University of Kentucky","John Siegfried","Vanderbilt University","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Mandilaris","Trilemma Stability and International Macroeconomic Archetypes","University of Surrey","Jan 03 2014","8:00 AM","Loews Philadelphia Hotel, Commonwealth Hall A2","International Banking, Economics & Finance Association","Finance and Development/ International Finance","G2","Gillian Garcia","Gillian Garcia Associates","Matt Osborne","University of Toronto","Jihad Dagher","International Monetary Fund","Gibran Rezavi","University of Illinois-Chicago","Andrei Zlate","Federal Reserve Board","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Lee","Economic Effects of SOX Section 404 Compliance: A Corporate Insider Perspective","University of Southern California","Jan 03 2014","2:30 PM","Loews Philadelphia Hotel, Congress B","Association of Financial Economists/American Finance Association","Credit Ratings, Creditor Protection and Compliance","G3","Kose John","New York University","Victoria Ivashina","Harvard University","Edith Hotchkiss","Boston College","Stefano Rossi","Purdue University","Dalida Kadyrzhanova","University of Maryland","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alexander","Alexander Yuskavage","The Network Architecture of Reciprocated Versus Unreciprocated Sharing","US Treasury Department","Jan 05 2014","8:00 AM","Pennsylvania Convention Center, 203-A","American Economic Association","Transfers and Networks in Developing Countries","O1","Susan Steiner","Leibniz Universität Hannover","Marcel Fafchamps","Oxford University","Silvia Prina","Case Western Reserve University","Alexander Yuskavage","US Treasury Department","Nathan Fiala","DIW Berlin","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Brown","Why Do People Volunteer? An Experimental Analysis of Preferences for Time Donations","Texas A&M University","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 203-A","American Economic Association","Economics of Charitable Giving and Volunteering","H4","James Andreoni","University of California-San Diego and NBER","Alexander Brown","Texas A&M University","Jonathan Meer","Texas A&M University","Baris Yoruk","State University of New York-Albany","Michael K. Price","Georgia State University and NBER","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Moradi","History and Path Dependence: Evidence from Colonial Railroads, Settlers and Cities in Kenya","University of Sussex","Jan 05 2014","8:00 AM","Philadelphia Marriott, Grand Ballroom - Salon J","American Economic Association","History and Long-Term Development in Africa","O1","Leonard Wantchekon","Princeton University","Melissa Dell","Harvard University","David Albouy","University of Michigan","James Fenske","Oxford University","Hoyt Bleakley","University of Chicago","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Bartik","The Effects of Fracking on Welfare: Evidence from Property Values","Massachusetts Institute of Technology","Jan 03 2014","2:30 PM","Pennsylvania Convention Center, 204-A","American Economic Association","Energy, Environment, and Local Economic Spillovers","Q4","Don Fullerton","University of Illinois","Christopher Timmins","Duke University","Nathaniel Baum-Snow","Brown University","David H. Autor","Massachusetts Institute of Technology","Don Fullerton","University of Illinois","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Chinco","Distant Speculators and Asset Bubbles in the Housing Market","New York University","Jan 03 2014","10:15 AM","Pennsylvania Convention Center, 201-B","American Economic Association","Housing Bubbles and Beliefs","E3","Wei Xiong","Princeton University","Monika Piazzesi","Stanford University","Johannes Stroebel","New York University","Harrison Hong","Princeton University","Nicholas C. Barberis","Yale University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Muravyev","Minimum wages, unemployment and informality: Evidence from panel data on Russian regions","St. Petersburg University","Jan 03 2014","2:30 PM","Philadelphia Marriott, Grand Ballroom - Salon A","Association for Comparative Economic Studies/American Economic Association","The Effects of Large Shocks and Institutional Change on Employment: Evidence from the United States, China and Russia","J4","Michael Burda","Humboldt University Berlin","Belton M. Fleisher","Ohio State University","Michael Burda","Humboldt University Berlin","Fabian Slonimczyk","Higher School of Economics Moscow","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Herzog-Stein","Mastering the Great Recession in Germany - Determinants of Working Time Accounts Use to Safeguard Employment","Macroeconomic Policy Institute","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 104-A","Labor & Employment Relations Association","Business Cycle Effects: Hours and Gender Gap","J5","Peter Berg","Michigan State University","Lonnie Golden","Pennsylvania State University-Abington","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Chinco","Understanding Investors in Single-Family Homes","University of Illinois Urbana-Champaign","Jan 05 2014","8:00 AM","Loews Philadelphia Hotel, Regency Ballroom C2","American Real Estate & Urban Economic Association/American Finance Association","Information in Real Estate and Mortgage Markets","G1","Stuart Gabriel","University of California-Los Angeles","Stijn Van Nieuwerburgh","New York University","Richard Stanton","University of California-Berkeley","Chester Spatt","Carnegie-Mellon University","Barney Hartman-Glaser","University of California – Los Angeles","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander N. Slade","The Role of Family Structure in the Evolution of Health from Adolescence to Young Adulthood by Gender","University of Illinois-Urbana-Champaign","Jan 05 2014","10:15 AM","Pennsylvania Convention Center, 105-A","International Association for Feminist Economics","Children, Family Structures, and Human Capital","B5","Ipek Ilkkaracan","Istanbul Technical University","Robert E. Prasch","Middlebury College","Ipek Ilkkaracan","Istanbul Technical University","Nancy Folbre","University of Massachusetts-Amherst","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Eisele","Predation versus Cooperation in Mutual Fund Families","University of Lugano","Jan 03 2014","8:00 AM","Loews Philadelphia Hotel, Millennium Hall","American Finance Association","Asset Management and Market Efficiency","G2","Christopher Malloy","Harvard University","Bruce Carlin","University of California-Los Angeles","Kelly Shue","University of Chicago","Antti Petajisto","New York University","Utpal Bhattacharya","Indiana University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexandre","Alexandre Janiak","EPL and Capital-Labor Ratios","University of Chile","Jan 03 2014","8:00 AM","Philadelphia Marriott, Meeting Room 404","Econometric Society","Long Run Changes in Labor Market Outcomes","J1","Sephorah Mangin","Monash University","","","","","","","","","","","ALEXANDRE",56,1,0.9824561,0.0175439,57,1,0,1,0
"Alexey","Alexey Kushnir","On the Equivalence of Bayesian and Dominant Strategy Implementation: The Case of Correlated Types","University of Zurich","Jan 05 2014","1:00 PM","Philadelphia Marriott, Meeting Room 404","Econometric Society","Mechanism Design","D8","Amanda Friedenberg","Arizona State University","Mallesh Pai","University of Pennsylvania","Vasiliki Skreta","New York University","Maher Said","Washington University-St. Louis","Luciano Irineu de Castro","Northwestern University","","","ALEXEY",23,0,1,0,23,1,0,1,0
"Ali","Ali M. Kutan","Foreign Currency Lending and Banking System Stability - New Evidence from Turkey","Southern Illinois University-Edwardsville","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 105-A","Middle East Economic Association","Financial Markets, Institutions and Regulations","G1","Mine Cinar","Loyola University","Gulcay Tuna","Eastern Mediterranean University","Alpay Filiztekin","Sabanci University","Mahmoud Haddad","University of Tennessee-Martin","Moataz El Said","International Monetary Fund","Erhan Aslanoglu","Marmara University","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Ali","Ali Protik","Moving High-Performing Teachers to Low Achieving Schools","Mathematica Policy Research Inc","Jan 03 2014","8:00 AM","Philadelphia Marriott, Meeting Room 305","American Economic Association","Evaluation of Social Programs","H4","William Hoyt","University of Kentucky","","","","","","","","","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Alicia","Alicia Adsera","Labour Market Decisions of Immigrant Households","Princeton University","Jan 05 2014","10:15 AM","Philadelphia Marriott, Grand Ballroom - Salon A","American Economic Association","Education, Human Capital and Gender (J16)","","Kevin Lang","Boston University","Laura Argys","University of Colorado-Denver","Sarah Turner","University of Virginia","Daniele Paserman","Boston University","Cher Li","Colorado State University","","","ALICIA",0,594,0,1,594,0,1,0,1
"Alistair","Alistair McGuire","Does Competition Improve Public Hospitals' Efficiency? Evidence from a Quasi-Experiment in the English National Health Service","London School of Economics","Jan 04 2014","10:15 AM","Pennsylvania Convention Center, 201-C","American Economic Association","Healthcare Performance and Competition","I1","John Van Reenen","London School of Economics","","","","","","","","","","","ALISTAIR",10,0,1,0,10,1,0,1,0
"Allen","Allen N. Berger","Bank Internationalization and Risk Taking","University of South Carolina","Jan 04 2014","8:00 AM","Loews Philadelphia Hotel, Commonwealth Hall D","American Finance Association","Multi-Country Empirical Banking Studies","G3","Kathy Dewenter","University of Washington","Robert Cull","World Bank","Ran Duchin","University of Washington","Luc Laeven","International Monetary Fund","","","","","ALLEN",303,4,0.9869707,0.0130293,307,1,0,1,0
"Allen","Allen N. Berger","The Federal Reserve's Discount Window and TAF Programs: Pushing on a String?","University of South Carolina","Jan 04 2014","10:15 AM","Loews Philadelphia Hotel, Congress C","International Banking, Economics & Finance Association","TARP and Crisis Resolution","G2","Kasper Roszbach","Sveriges Riksbank and University of Groningen","Robert DeYoung","University of Kansas","Benjamin Tabak","Central Bank of Brazil and Universidade Catolica de Brasilia","Nick Coleman","Federal Reserve Board","John Driscoll","Federal Reserve Board","","","ALLEN",303,4,0.9869707,0.0130293,307,1,0,1,0
