"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Abhishek","Abhishek Ganguly","Hedge Fund Activism and Capital Structure","Indiana University","Jan. 4 2019","7:30 AM - 6:00 PM","Hilton Atlanta, Grand Ballroom Pre-Function North","American Finance Association","AFA Ph.D. Student Poster Session","G0","Kenneth Singleton","Stanford University","","","","","","","","","","","ABHISHEK",51,0,1,0,51,1,0,1,0
"Abi","Abi Adams","What Do Consumers Consider Before They Choose? Identification from Asymmetric Demand Responses","University of Oxford","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, International C","American Economic Association","Identification and Inference in Limited Attention Models","C4, D9","Francesca Molinari","Cornell University","Aluma Dembo","University of Oxford","Jason Abaluck","Yale University","Arthur Lewbel","Boston College","Richard Blundell","University College London","","","ABI",8,14,0.3636364,0.6363636,22,0,0,0,0
"Abigail","Abigail Peralta","Moving to Floodplains: The Unintended Consequences of the National Flood Insurance Program on Population Flows","Louisiana State University","Jan. 4 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, M202","Association of Environmental and Resource Economists","Environmental Risk, Justice, and Amenities in Housing Markets","Q5, R3","David Albouy","University of Illinois-Urbana-Champaign","David Albouy","University of Illinois-Urbana-Champaign","Ann Wolverton","U.S. Environmental Protection Agency","Justin Gallagher","Case Western Reserve University","Jonathan Scott","University of California-Berkeley","","","ABIGAIL",0,165,0,1,165,0,1,0,1
"Abu","Abu S. Shonchoy","Poverty and Migration in the Digital Age: Experimental Evidence on Mobile Banking in Bangladesh","Florida International University","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 304","Association for Economic and Development Studies on Bangladesh","Labor Migration, Microcredit and Economic Development Issues in South Asia","O1, J2","Ahmed Mushfiq Mobarak","Yale University","Jack Willis","Columbia University","Martin Kanz","World Bank","Reshma Hussam","Harvard Business School","Ashish Shenoy","University of California-Davis","","","ABU",23,1,0.9583333,0.0416667,24,1,0,1,0
"Adam","Adam Nowak","Asymmetric or Incomplete Information about Asset Values?","West Virginia University","Jan. 6 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 215","American Real Estate and Urban Economics Association","Agency Problems","R3, D8","Alina Arefeva","University of Wisconsin-Madison","David Brasington","University of Cincinnati","Ruchi Singh","University of Georgia","Seung-Hyun Hong","University of Illinois-Urbana-Champaign","Sophia (Sonia) Gilbukh","New York University","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Telek","Marrying the Right One — Evidence on Social Network Effects in Politics from the Venetian Republic","University of Alicante","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, International 2","American Economic Association","Networks","D8","Marc Rysman","Boston University","","","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam T. Jones","So You Want to Go to Grad School? Factors that Influence Admissions to Economics PhD Programs","University of North Carolina-Wilmington","Jan. 5 2019","12:30 PM - 2:15 PM","Atlanta Marriott Marquis, A707","American Economic Association","Preparing Undergraduates for Application to Graduate School","A2","Gail Hoyt","University of Kentucky","Gautam Gowrisankaran","University of Arizona","Navin Kartik","Columbia University","Martin Boileau","University of Colorado Boulder","Wojciech Olszewski","Northwestern University","M. Daniele Paserman","Boston University","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam McCloskey","Inference on Winners","University of Colorado","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, L503","Econometric Society","Nonstandard Inference Methods","C2, C5","Federico Bugni","Duke University","","","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Looney","Work and Opportunity before and after Incarceration","Brookings Institution","Jan. 4 2019","10:15 AM - 12:15 PM","Hyatt Regency Atlanta, Hanover C","Labor and Employment Relations Association","Explaining the Decline in Labor Force Participation in the United States","J2","Susan N. Houseman","W.E. Upjohn Institute for Employment Research","Stephanie Aaronson","Federal Reserve Board","Mark Duggan","Stanford University","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adem","Adem Atmaz","Asset Prices and No-Dividend Stocks","Purdue University","Jan. 6 2019","1:00 PM - 3:00 PM","Hilton Atlanta, Grand Ballroom B","American Finance Association","Asset Pricing: Stock Markets","G1","Johan Walden","University of California-Berkeley","Daniel Andrei","University of California-Los Angeles","Nicolae Gârleanu","University of California-Berkeley","Christian Heyerdahl-Larsen","London Business School","","","","","ADEM",17,0,1,0,17,1,0,1,0
"Aditya","Aditya Sunderam","Corporate Bond Liquidity: A Revealed Preference Approach","Harvard Business School","Jan. 6 2019","1:00 PM - 3:00 PM","Hilton Atlanta, 205-206-207","American Finance Association","Corporate Bonds and Derivatives","G1","Robin Greenwood","Harvard Business School","Huaizhi Chen","Harvard Business School","Emil Siriwardane","Harvard Business School","Jack Bao","University of Delaware","","","","","ADITYA",31,0,1,0,31,1,0,1,0
"Agostino","Agostino Capponi","Bail-ins and Bail-outs: Incentives, Connectivity, and Systemic Stability","Columbia University","Jan. 4 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 209-210-211","American Finance Association","Macroprudential Policy and Financial Stability","G2","Stacey Schreft","U.S. Office of Financial Research","Bo Becker","Stockholm School of Economics","Christa Bouwman","Texas A&M University","Alireza Tahbaz-Salehi","Northwestern University","","","","","AGOSTINO",6,0,1,0,6,1,0,1,0
"Ahmed","Ahmed Elsayed","Global Terror and Well-Being","IZA","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 5","American Economic Association","National and International Dimensions of Subjective Well-Being","I3, D6","Carol Graham","Brookings Institution","","","","","","","","","","","AHMED",198,0,1,0,198,1,0,1,0
"Ahmed","Ahmed Rostom","External Wealth of Arab Nations: Estimates of Net Foreign Assets and Liabilities of Two Decades","George Washington University","Jan. 4 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 204","Middle East Economic Association","Trade, FDI and External Wealth in the Middle East and North Africa","F1, F2","Mine Cinar","Loyola University Chicago","","","","","","","","","","","AHMED",198,0,1,0,198,1,0,1,0
"Ahn","Ahn Jaebin","Macroeconomic Policy, Product Market Competition, and Growth: The Intangible Investment Channel","International Monetary Fund","Jan. 4 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, M104","American Economic Association","Financial Constraints, Interest Rates and Productivity Growth","O4, E5","Gita Gopinath","Harvard University","Dan Andrews","Australian Treasury","Federico Cingano","Bank of Italy","John Fernald","INSEAD","Bill Maloney","World Bank","","","AHN",0,2,0,1,2,0,1,0,1
"Ai","Ai He","What Firm Characteristics Drive United States Stock Returns?","Emory University","Jan. 6 2019","10:15 AM - 12:15 PM","Hilton Atlanta, Grand Ballroom D","American Finance Association","New Methods for the Cross Section of Expected Returns","G1","Michael Weber","University of Chicago","Svetlana Bryzgalova","Stanford University","Alberto Rossi","University of Maryland","Jonathan Lewellen","Dartmouth College","Andreas Neuhierl","University of Notre Dame","","","AI",2,22,0.0833333,0.9166667,24,0,1,0,0
"Aislinn","Aislinn Bohren","The Dynamics of Discrimination: Theory and Evidence","Carnegie Mellon University and University of Pennsylvania","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M106-107","American Economic Association","Sources of Labor Market Discrimination","J7","Marianne Bertrand","University of Chicago","Amanda Pallais","Harvard University","Alex Imas","University of Chicago","Heather Sarsons","Harvard University","","","","","AISLINN",0,6,0,1,6,0,1,0,1
"Aislinn","Aislinn Bohren","Misinterpreting Social Outcomes and Information Campaigns","Carnegie Mellon University and University of Pennsylvania","Jan. 4 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, L506","Econometric Society","Dynamic Behavioral Theory","D9, D8","Kristof Madarasz","London School of Economics","Martin Cripps","University College London","Elliot Lipnowski","University of Chicago","Michael Grubb","Boston College","Kristof Madarasz","London School of Economics","","","AISLINN",0,6,0,1,6,0,1,0,1
"Ajay","Ajay Chaudry","Working to Reduce Poverty: A National Subsidized Employment Proposal","New York University","Jan. 6 2019","1:00 PM - 3:00 PM","Hyatt Regency Atlanta, Hanover C","Labor and Employment Relations Association","Policies to Increase Employment Security: Federal Jobs Guarantee, Wage Subsidies and Beyond","J1","Heidi Shierholz","Economic Policy Institute","Valerie Wilson","Economic Policy Institute","Aaron J. Sojourner","University of Minnesota","","","","","","","AJAY",59,0,1,0,59,1,0,1,0
"Akito","Akito Kamei","Precipitation and Women’s/Children’s Domestic Work: Evidence from Ugandan Panel Time-Use for Fetching Water","University of Illinois-Urbana-Champaign","Jan. 5 2019","12:30 PM - 2:15 PM","Hyatt Regency Atlanta, Hanover A","International Association for Feminist Economics","Different Perspectives on Time Use: Nature, Norms, Crisis and Policy","J3, F6","Diana Strassmann","Rice University","","","","","","","","","","","AKITO",2,0,1,0,2,1,0,1,0
"Akshay","Akshay Bhatnagar","Sparking the #MeToo Revolution in India: The \"Nirbhaya\" Case in Delhi","University of Texas-Austin","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, International 1","American Economic Association","Economics of Crime","K4","Mark Cohen","Vanderbilt University","","","","","","","","","","","AKSHAY",21,0,1,0,21,1,0,1,0
"Al","Al Campbell","Exploring the Phases of Current Business Cycle Expansion in the United States and Contemplating the Next Recession","University of Utah","Jan. 6 2019","10:15 AM - 12:15 PM","Hyatt Regency Atlanta, Hanover A","UNION FOR RADICAL POLITICAL ECONOMICS","Relation of Profit to Monopoly Power, Investment, and Economic Expansion in the Contemporary United States Economy","E1, O3","David M. Kotz","University of Massachusetts-Amherst","Leila Davis","University of Massachusetts-Boston","Carolina Alves","University of Cambridge","","","","","","","AL",356,9,0.9753425,0.0246575,365,1,0,1,0
"Alain","Alain Pirotte","A Time-Space Dynamic Panel Data Model with Spatial Moving Average Errors","University of Paris II","Jan. 5 2019","12:30 PM - 2:15 PM","Atlanta Marriott Marquis, A601","Korea-America Economic Association","Multi-dimensional Spatio-temporal and Network Modelling","C1, C3","Yongcheol Shin","University of York","","","","","","","","","","","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alain","Alain Béraud","Léon Walras’s Theory of Public Interest Goods: Toward an Organic View of the State","University of Cergy-Pontoise","Jan. 5 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 203","History of Economics Society","Pure Mind, Applied Vision, and Social Conscience: Revisiting the Economics of Léon Walras","B1, B2","Marianne Johnson","University of Wisconsin-Oshkosh","Marianne Johnson","University of Wisconsin-Oshkosh","Kayoko Misaki","Shiga University","D. Wade Hands","University of Puget Sound","Alan Kirman","School for Advanced Studies in the Social Sciences","","","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alan","Alan Benson","Discrimination in Hiring: Evidence from Retail","University of Minnesota","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M106-107","American Economic Association","Sources of Labor Market Discrimination","J7","Marianne Bertrand","University of Chicago","Amanda Pallais","Harvard University","Alex Imas","University of Chicago","Heather Sarsons","Harvard University","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Kwan","Speech is Silver, But Silence is Golden: Information Suppression and the Promotion of Innovation","University of Hong Kong","Jan. 5 2019","10:15 AM - 12:15 PM","Hilton Atlanta, Grand Ballroom A","American Finance Association","R&D, Patents, and the Future of Innovation","G3","Lauren Cohen","Harvard Business School","Tania Babina","Columbia University","William Mann","University of California-Los Angeles","Stefan Lewellen","Pennsylvania State University","Umit G. Gurun","University of Texas-Dallas","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Finkelstein Shapiro","Price Dynamics and the Financing Structure of Firms in Emerging Economies","Tufts University","Jan. 5 2019","8:00 AM - 10:00 AM","Hilton Atlanta, 305","International Banking, Economics, and Finance Association","Real Effects of Lending Arrangements","G2, E2","John V. Duca","Oberlin College","Anton Korinek","University of Virginia","Felix Noth","Halle Institute for Economic Research","Allen N. Berger","University of South Carolina","Yalin Gunduz","Deutsche Bundesbank","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Crane","Do Hedge Funds Profit from Public Information?","Rice University","Jan. 6 2019","8:00 AM - 10:00 AM","Hilton Atlanta, Grand Ballroom B","American Finance Association","Hedge Funds","G1","Chris Schwarz","University of California-Irvine","Chris Clifford","University of Kentucky","Zheng Sun","University of California-Irvine","Vikas Agarwal","Georgia State University","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan D. Viard","Revamping Itemized and Standard Deductions: Explicit and Implicit Base Broadening in the TCJA","American Enterprise Institute","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International 4","American Economic Association","Making Sense of Tax Reform","H2, R3","Alan J. Auerbach","University of California-Berkeley","Christine Dobridge","Federal Reserve Board","Eric Toder","Urban Institute","Eugene Steuerle","Urban Institute","James Poterba","Massachusetts Institute of Technology","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Kirman","Following Walras Down a Road Which Pareto Did Not Share","School for Advanced Studies in the Social Sciences","Jan. 5 2019","12:30 PM - 2:15 PM","Hilton Atlanta, 203","History of Economics Society","Pure Mind, Applied Vision, and Social Conscience: Revisiting the Economics of Léon Walras","B1, B2","Marianne Johnson","University of Wisconsin-Oshkosh","Marianne Johnson","University of Wisconsin-Oshkosh","Kayoko Misaki","Shiga University","D. Wade Hands","University of Puget Sound","Alan Kirman","School for Advanced Studies in the Social Sciences","","","ALAN",759,0,1,0,759,1,0,1,0
"Albert","Albert Hu","Cryptocurrencies: Stylized Facts on a New Investible Instrument","University of California-Berkeley","Jan. 4 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, L508","Econometric Society","Blockchain and Tokenomics","E4, G1","William Cong","University of Chicago","Evgeny Lyandres","Boston University","Sabrina T. Howell","New York University","Jiasun Li","George Mason University","Dmitry Orlov","University of Rochester","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Alberto","Alberto Ortega","Does Race Matter? Implications from Court-ordered Police Hiring Quotas and Police Killings of Civilians","Whitman College","Jan. 4 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, M105","National Economic Association","Race, Inequality, and Criminal Justice Policy","J1, K4","Michelle Holder","City University of New York-John Jay College","Monica Deza","City University of New York-Hunter College and Graduate Center","Nzinga Broussard","Millennium Challenge Corporation","William J. Sabol","Georgia State University","Luisa Blanco","Pepperdine University","Dania Francis","University of Massachusetts-Amherst","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Sepulveda","The Effects of Information on Credit Market Competition: Evidence from Credit Cards","Superintendency of Banks and Financial Institutions (SBIF)-Chile","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, 403","Society for the Study of Emerging Markets","Financial Development","O1, F3","Ali M. Kutan","Southern Illinois University-Edwardsville","Gonzalo Maturana","Emory University","Wenlan Qian","National University of Singapore","Francesco D'Acunto","Boston College","George Pennacchi","University of Illinois","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Ciancio","The Political Economy of Immigration Enforcement under Federalism: Conflict, Cooperation, and Policing Efficiency","University of Pennsylvania","Jan. 5 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, International 9","American Economic Association","Politics, Race and the Economy","D7, J1","Renee Bowen","University of California-San Diego","Leonard Wantchekon","Princeton University","Juan Carlos Suárez Serrato","Duke University","Michael Olabisi","Michigan State University","Elizabeth Cascio","Dartmouth College","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Ortega","States Decision to Expand Medicaid and the Treatment of Substance Use Disorders","Whitman College","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M102","National Economic Association","Topics in Health Economics","I1, H0","Sebastian Tello-Trillo","University of Virginia","Sebastian Tello-Trillo","University of Virginia","Monica Garcia-Perez","St. Cloud State University","Linda Loubert","Morgan State University","Nicholas Hill","Jackson State University","Joaquín Alfredo-Angel Rubalcaba","University of North Carolina-Chapel Hill","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alejandrina","Alejandrina Correa","Combined Fiscal Policies to Promote Healthier Purchases: Effects on Purchases and Consumer Welfare","University of Chile","Jan. 6 2019","1:00 PM - 3:00 PM","Atlanta Marriott Marquis, International B","American Economic Association","Real World and Model-Based Lessons from Beverage Tax Policy Designs Across the Globe","I1, H2","Benjamin Lockwood","University of Pennsylvania","Steve Sexton","Duke University","Justine Hastings","Brown University","David Frisvold","University of Iowa","Mario Mazzocchi","University of Bologna","","","ALEJANDRINA",0,4,0,1,4,0,1,0,1
"Alejandro","Alejandro Garay-Huaman","Capitalist and Non-capitalist Articulation: Peruvian Peasants and Transnational Mining Corporations","Bucknell University","Jan. 4 2019","8:00 AM - 10:00 AM","Hyatt Regency Atlanta, Hanover G","UNION FOR RADICAL POLITICAL ECONOMICS","Capitalist Development in the Periphery","O1, B5","Alejandro Garay-Huaman","Bucknell University","Jacob Powell","University of Missouri-Kansas City","Rafed Al-Huq","Hobart and William Smith Colleges","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Francetich","Learning and Selfconfirming Long-Run Biases","University of Washington-Bothell","Jan. 4 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, L506","Econometric Society","Dynamic Behavioral Theory","D9, D8","Kristof Madarasz","London School of Economics","Martin Cripps","University College London","Elliot Lipnowski","University of Chicago","Michael Grubb","Boston College","Kristof Madarasz","London School of Economics","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Aleksandr","Aleksandr V. Gevorkyan","Sovereign Debt in Emerging Markets: A Sign of Growth or a Crisis?","St. John's University","Jan. 4 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M102","American Economic Association","Topics in Financial Stability","F3","Jonathan Kreamer","Florida State University","","","","","","","","","","","ALEKSANDR",35,0,1,0,35,1,0,1,0
"Alessandro","Alessandro Bonatti","Markets for Information","Massachusetts Institute of Technology","Jan. 5 2019","2:30 PM - 4:30 PM","Atlanta Marriott Marquis, L505","Econometric Society","Economics of Data","D4, L1","Rakesh Vohra","University of Pennsylvania","Glen Weyl","Microsoft Corporation","Mallesh Pai","Rice University","Annie Liang","University of Pennsylvania","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alex","Alex Chudik","Regional Inequality in the U.S.: Evidence from City-level Purchasing Power","Federal Reserve Bank of Dallas","Jan. 5 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 204","American Real Estate and Urban Economics Association","Urban Inequality","R2, E2","Christian Redfearn","University of Southern California","Shawn M. Rohlin","Kent State University","Tsur Somerville","University of British Columbia","Anthony Orlando","California State Polytechnic University-Pomona","Chris Cunningham","Federal Reserve Bank of Atlanta","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Bernasek","Graduating During the Great Recession: The Effect of Student Loan Debt on Wages and Wage Growth of Recent Colleges Graduates","Colorado State University","Jan. 4 2019","8:00 AM - 10:00 AM","Hyatt Regency Atlanta, Hanover A","UNION FOR RADICAL POLITICAL ECONOMICS","Accounting for Gender Differential Outcomes","J1, J2","Randy Albelda","University of Massachusetts-Boston","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Arnon","How Much Do C Corporations Benefit from the TCJA? Estimates of Average and Marginal Effective Tax Rates by Industry","University of Pennsylvania","Jan. 6 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, M301","American Economic Association","The TCJA One Year Later","H2","Alan J. Auerbach","University of California-Berkeley","Bradley Heim","Indiana University","Mark Lasky","U.S. Congressional Budget Office","Alan D. Viard","American Enterprise Institute","Ben Page","Urban-Brookings Tax Policy Center","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex van de Minne","Revisiting Supply and Demand Indexes in Real Estate","Massachusetts Institute of Technology","Jan. 5 2019","10:15 AM - 12:15 PM","Hilton Atlanta, 215","American Real Estate and Urban Economics Association","Commercial Real Estate I","R3, G1","Brent Ambrose","Pennsylvania State University","Kelly Pace","Louisiana State University","Mike Eriksen","University of Cincinnati","Liang Peng","Pennsylvania State University","Andy Naranjo","University of Florida","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Hsu","The Impact of Right-to-Work Laws on Worker Wages: Evidence from Collective Bargaining Agreements","Georgia Institute of Technology","Jan. 5 2019","8:00 AM - 10:00 AM","Atlanta Marriott Marquis, International 1","American Economic Association","Wages","J3","Peter McHenry","College of William and Mary","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Imas","Doing Less With More","Carnegie Mellon University","Jan. 5 2019","2:30 PM - 4:30 PM","Hilton Atlanta, Grand Ballroom A","American Finance Association","Investor Psychology","G1","Cary Frydman","University of Southern California","Justin Birru","Ohio State University","Andrew Lo","Massachusetts Institute of Technology","Yueran Ma","Harvard University","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Imas","The Dynamics of Discrimination: Theory and Evidence","University of Chicago","Jan. 6 2019","10:15 AM - 12:15 PM","Atlanta Marriott Marquis, M106-107","American Economic Association","Sources of Labor Market Discrimination","J7","Marianne Bertrand","University of Chicago","Amanda Pallais","Harvard University","Alex Imas","University of Chicago","Heather Sarsons","Harvard University","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Hsu","Default Risk and the Pricing of U.S. Sovereign Bonds","Georgia Institute of Technology","Jan. 4 2019","2:30 PM - 4:30 PM","Hilton Atlanta, Grand Ballroom D","American Finance Association","Fixed Income and Credit Risk","G1","Monika Piazzesi","Stanford University","Luis Viceira","Harvard Business School","Jing Cynthia Wu","University of Chicago","Hui Chen","Massachusetts Institute of Technology","Nina Boyarchenko","Federal Reserve Bank of New York","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
