"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Albino","Albino Barrera","Rational Peasant Strategy in Biblical Israel: Reconciling Theory with Archaeological Evidence","Providence College","Jan 03 2015","10:15 AM","Boston Marriott Copley, Massachusetts","Association of Christian Economists","The Economy of Ancient Israel","N9","John Lunn","Hope College","Victor Claar","Henderson State University","Douglas W. Allen","Simon Fraser University","","","","","","","ALBINO",4,0,1,0,4,1,0,1,0
"Alejandro","Alejandro Drexler","Financial Incentives and Loan Officer Behavior","Federal Reserve Bank of Chicago","Jan 05 2015","8:00 AM","Westin Copley, America Center","American Finance Association","Governance, Compensation and Bank Risk-Taking","G2","Steven Ongena","Tilburg University and University of Zurich","Renee Adams","University of New South Wales and ECGI","Fabio Braggion","Tilburg University","Rüdiger Fahlenbrach","Ecole Polytechnique Federale de Lausanne and Swiss Finance Institute","Jose Maria Liberti","Northwestern University and Tilburg University","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Cunat","Reallocation Effects of Real Exchange Rate Undervaluations","University of Vienna","Jan 04 2015","10:15 AM","Hynes Convention Center, Room 203","American Economic Association","Industrial Transformation: Policy and Effects","O1","Ann Harrison","University of Pennsylvania","Fabrice Defever","University of Nottingham","Katheryn Russ","University of California-Davis","Eric Werker","Harvard Business School","Paola Conconi","Université Libre de Bruxelles","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Riano","Protectionism Through Exporting: Subsidies with Export Share Requirements in China","University of Nottingham","Jan 04 2015","8:00 AM","Sheraton Boston, Public Garden","American Economic Association","International Trade: Firm-Level Country Studies","F1","Joel B. Rodrigue","Vanderbilt University","","","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Graziano","Transit Trade","Inter-American Development Bank","Jan 03 2015","10:15 AM","Sheraton Boston, Exeter Room","Transportation & Public Utilities Group/American Economic Association","International Trade and Transportation (L9, F6)","","Wayne Kenneth Talley","Old Dominion University","Benjamin Bridgman","U.S. Bureau of Economic Analysis","Wesley Wilson","University of Oregon","Wayne Kenneth Talley","Old Dominion University","Georg Schaur","University of Tennessee","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Aleksandr","Aleksandr Yankelevich","Collaborate or Consolidate: Assessing the Competitive Effects of Production Joint Ventures","Federal Communications Commission","Jan 04 2015","12:30 PM","Sheraton Boston, Clarendon Room","Transportation & Public Utilities Group","Pricing and Resource Allocation in Telecommunications (L5, L9)","","John W. Mayo","Georgetown University","Jeffrey Prince","Indiana University","Olga Ukhaneva","Georgetown University","Mark Burton","University of Tennessee","Timothy Tardiff","Advanced Analytics","","","ALEKSANDR",35,0,1,0,35,1,0,1,0
"Alessandra","Alessandra Casella","Storable Votes and Judicial Nominations in the United States Senate","Columbia University","Jan 04 2015","10:15 AM","Boston Marriott Copley, Vermont","Economic Science Association","Political Engineering (D7, D6)","","T. Nicolaus Tideman","Virginia Tech","Eric S. Maskin","Harvard University","Richard J. Zeckhauser","Harvard University","John Morgan","University of California-Berkeley","Erik Snowberg","California Institute of Technology","","","ALESSANDRA",0,63,0,1,63,0,1,0,1
"Alessandro","Alessandro Bonanno","Diet Deterioration and Food Retail Structure: Why Are Italians Eating Less Fruits and Vegetables?","Wageningen University and Pennsylvania State University","Jan 04 2015","2:30 PM","Westin Copley, St. George D","Agricultural & Applied Economics Association","Food Environment, Food Choices and Nutrition Outcomes – An International Perspective","Q1","Parke Wilde","Tufts University","","","","","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alessandro","Alessandro Caiani","Contemporary Capitalism as a New Monetary Economy of Production: The Logic of Conventions, M&A, and LBOs","Universitá Politecnica delle Marche","Jan 05 2015","10:15 AM","Boston Marriott Copley, Grand Ballroom—Salon A","Association for Social Economics","Ethics, Global Finance and the Great Recession (E3, I3)","","Steven Pressman","Monmouth University","","","","","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alessandro","Alessandro Roncaglia","History of Economics and Heterodox Economics","Sapienza University of Rome","Jan 04 2015","10:15 AM","Boston Marriott Copley, Grand Ballroom—Salon B","Association for Evolutionary Economics","Themes in the History of Economics for Heterodox Economists","B2","Sherry Davis Kasper","Maryville College","Reynold F. Nesiba","Augustana College","Mary V. Wrenn","University of Cambridge","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alessandro","Alessandro Olper","Import Penetration, Intermediate Inputs and Firms’ Productivity in the EU Food Industry","University of Milano","Jan 04 2015","10:15 AM","Westin Copley, St. George D","Agricultural & Applied Economics Association","Heterogeneity and Trade: Applications to the Food and Agricultural Sector","Q1","Terry Roe","University of Minnesota","Ivan Kandilov","North Carolina State University","","","","","","","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alessandro","Alessandro Graniero","Asset Prices and Portfolio Choice with Learning from Experience","London Business School","Jan 05 2015","8:00 AM","Sheraton Boston, Beacon H","Econometric Society","Asset Pricing under Heterogeneous Beliefs","G1","Suleyman Basak","London Business School","Hongjun Yan","Yale University","Nicolae Garleanu","University of California-Berkeley","Ilaria Piatti","University of Oxford","Brett Green","University of California-Berkeley","","","ALESSANDRO",67,0,1,0,67,1,0,1,0
"Alex","Alex Vasquez","Flawed System/Flawed Self: Job Searching and Unemployment Experiences","Massachusetts Institute of Technology and Brandeis University","Jan 03 2015","8:00 AM","Westin Copley, Helicon","Labor & Employment Relations Association","Research and Practice from Inside the Workforce Development and Unemployment Systems","J3","Mary Gatta","Wider Opportunities for Women","Adrienne Eaton","Rutgers University","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Weckenman","Resource Curses: Evidence from the United States 1880-2012","Harvard University","Jan 04 2015","8:00 AM","Sheraton Boston, Hampton Room","Association of Environmental & Resource Economists","Natural Resources: Economic Impacts and Valuation (Q5, Q2)","","Michael Hanemann","Arizona State University","Michael Hanemann","Arizona State University","Paul Rhode","University of Michigan","Katharine Sims","Amherst College","Marshall Burke","University of California-Berkeley","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alex","Alex Cukierman","United States Banks' Behavior since Lehman's Collapse, Bailout Uncertainty and the Timing of Exit Strategies","Tel Aviv University","Jan 05 2015","8:00 AM","Sheraton Boston, Liberty A","American Economic Association","Banking and Financial Markets","G2","Judit Temesvary","Hamilton College","","","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alexander","Alexander Rieber","Labour Market Integration of Immigrants - Evidence for German Guest Workers","Ulm University","Jan 05 2015","1:00 PM","Sheraton Boston, Public Garden","American Economic Association","Economics of Immigration","J6","Marianne H. Wanamaker","University of Tennessee","","","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Schandlbauer","How Do Financial Institutions React To a Tax Increase?","University of Southern Denmark","Jan 05 2015","10:15 AM","Boston Marriott Copley, Grand Ballroom—Salon C","Association of Financial Economists","Optimal Bank Capital (G2, G3)","","Lemma W. Senbet","AERC and University of Maryland","Gary Gorton","Yale University","Florian Heider","European Central Bank","George Pennacchi","University of Illinois","Lubomir Litov","University of Arizona","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Vostroknutov","Norms, Frames and Prosocial Behavior in Games","Maastricht University","Jan 04 2015","8:00 AM","Sheraton Boston, Beacon A","American Economic Association","Experiments","C9","Laura Gee","Tufts University","","","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Philipov","Analysts' Forecast Bias and the Mispricing of High Credit Risk Stocks","George Mason University","Jan 03 2015","8:00 AM","Westin Copley, America Center","American Finance Association","Searching for Market Mistakes","G1","Lauren Cohen","Harvard Business School","Umit Gurun","University of Texas-Dallas","Christa Bouwman","Texas A & M University","Breno Schmidt","Emory University","Joey Engelberg","University of California-San Diego","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Field","The Savings and Loan Insolvencies in the Shadow of the Great Recession","Santa Clara University","Jan 03 2015","12:30 PM","Sheraton Boston, Clarendon Room","Cliometrics Society","Events in Financial History","N2","Matthew Jaremski","Colgate University","Veronica Santarosa","University of Michigan","Marc Weidenmier","Claremont McKenna College","Michael Bordo","Rutgers University","Nicolas Ziebarth","Iowa University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Cappelen","You've Got Mail: A Randomized Field Experiment on Tax Evasion","Norwegian School of Economics","Jan 04 2015","10:15 AM","Sheraton Boston, Berkeley Room","American Economic Association","Lying, Beliefs and Psychological Games (C9, D8)","","Gary Charness","University of California-Santa Barbara","Ragan Petrie","George Mason University","Ernesto Reuben","Columbia University","Jordi Brandts","Autonomous University of Barcelona","Markus Mobius","Microsoft Research","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Stremitzer","Promises and Expectations","University of California-Los Angeles","Jan 05 2015","1:00 PM","Hynes Convention Center, Room 201","American Economic Association","Communication, Guilt and Deception (D8, C9)","","Gary Charness","University of California-San Diego","Sotirios Georganas","City University London","Clayton Featherstone","University of Pennsylvania","Andreas Blume","University of Arizona","John Duffy","University of California-Irvine","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Chinco","Feature-Selection Risk","University of Illinois-Urbana-Champaign","Jan 04 2015","8:00 AM","Westin Copley, America South","American Finance Association","New Approaches to Finance","G1","Xavier Gabaix","New York University","Ralph Koijen","London Business School","Haoxiang Zhu","Massachusetts Institute of Technology","Lauren Cohen","Harvard Business School","Marianne Andries","Toulouse School of Economics","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Hillert","The Power of Primacy: Alphabetic Bias, Investor Recognition, and Market Outcomes","University of Mannheim","Jan 05 2015","8:00 AM","Westin Copley, Essex South","American Finance Association","Dumb and Dumber: The Trading Activity of Institutions vs. Retail Investors","G2","Christopher Malloy","Harvard Business School","Joshua Pollet","University of Illinois","James Choi","Yale University","Yu Yuan","University of Pennsylvania","Lu Zheng","University of California-Irvine","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexandra","Alexandra de Filippo","Deterrents to Insurance Purchases: Distrust and Zero Aversion","Harvard University","Jan 05 2015","10:15 AM","Hynes Convention Center, Room 208","American Economic Association","Insurance and Behavioral Economics: Policy Implications (D1, G2)","","Howard Kunreuther","University of Pennsylvania","David Laibson","Harvard University","Robert Shiller","Yale University","Maureen Cropper","University of Maryland","","","","","ALEXANDRA",1,606,0.0016474,0.9983525,607,0,1,0,1
"Alexandra","Alexandra Tabova","The Replacement of Safe Assets: Evidence from the U.S. Bond Portfolio","Federal Reserve Board","Jan 04 2015","8:00 AM","Hynes Convention Center, Room 201","American Economic Association","International Portfolio Composition","F3","Emily Blanchard","Dartmouth College","","","","","","","","","","","ALEXANDRA",1,606,0.0016474,0.9983525,607,0,1,0,1
