paper_title,author,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation
Capabilities and Social Justice: Why Economics Needs Philosophy,Martha Nussbaum,University of Chicago,Jan 02 2014,6:30 pm,"Loews Philadelphia Hotel, Regency Ballroom A & B",Association for Social Economics,Opening Plenary Session and Reception,A1,Mark D. White,City University New York
"A Factor Augmentation Formulation of the Gains from Trade with an Application to Japan, 1865-1876",Daniel M. Bernhofen,American University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 202-B",American Economic Association,Assessing the Welfare Impacts of Economic Integration: Evidence from the 19th and 20th Centuries,F6,John Brown,Clark University,Cecilia Fieler,University of Pennsylvania,Marius Brülhart,University of Lausanne,Sascha O. Becker,University of Warwick,Douglas A. Irwin,Dartmouth College
"A Factor Augmentation Formulation of the Gains from Trade with an Application to Japan, 1865-1876",John C. Brown,Clark University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 202-B",American Economic Association,Assessing the Welfare Impacts of Economic Integration: Evidence from the 19th and 20th Centuries,F6,John Brown,Clark University,Cecilia Fieler,University of Pennsylvania,Marius Brülhart,University of Lausanne,Sascha O. Becker,University of Warwick,Douglas A. Irwin,Dartmouth College
Education Policy and Intergenerational Transfers in Equilibrium,Brant Abbott,University of British Columbia,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Education Policy and Intergenerational Transfers in Equilibrium,Giovanni Gallipoli,University of British Columbia,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Education Policy and Intergenerational Transfers in Equilibrium,Costas Meghir,Yale University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Education Policy and Intergenerational Transfers in Equilibrium,Gianluca Violante,New York University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Intergenerational Wealth Mobility: Evidence from Danish Wealth Records of Three Generations,Simon Halphen Boserup,University of Copenhagen,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Intergenerational Wealth Mobility: Evidence from Danish Wealth Records of Three Generations,Wojciech Kopczuk,Columbia University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Intergenerational Wealth Mobility: Evidence from Danish Wealth Records of Three Generations,Claus Thustrup Kreiner,"University of Copenhagen, CESifo and CEPR",Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Housing Windfalls and Intergenerational Transfers in China,Maria Porter,Michigan State University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
Housing Windfalls and Intergenerational Transfers in China,Albert Park,Hong Kong University of Science and Technology,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
"The Intergenerational Impact of Rural Pensions in China: Transfers, Living Arrangements, and Off-Farm Employment of Adult Children",Ang Sun,Renmin University of China,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
"The Intergenerational Impact of Rural Pensions in China: Transfers, Living Arrangements, and Off-Farm Employment of Adult Children",Xi Chen,Yale University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
"The Intergenerational Impact of Rural Pensions in China: Transfers, Living Arrangements, and Off-Farm Employment of Adult Children",Karen N. Eggleston,Stanford University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 105-B",American Economic Association,Economics of Intergenerational Transfers and Wealth,J1,Karen Eggleston,Stanford University,Susan M. Dynarski,University of Michigan,Costas Meghir,Yale University,Xiaobo Zhang,International Food Policy Research Institute,Albert Park,Hong Kong University of Science and Technology
The Long-Run Impact of Traumatic Experience on Risk Aversion,Young-Il Kim,Sogang University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
The Long-Run Impact of Traumatic Experience on Risk Aversion,Jungmin Lee,Sogang University & IZA,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Self Confirming Long Run Biases,Pierpaolo Battigalli,University of Bocconi,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Self Confirming Long Run Biases,Fabio Maccheroni,University of Bocconi,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Self Confirming Long Run Biases,Massimo Marinacci,University of Bocconi,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Self Confirming Long Run Biases,Simone Cerreia-Vioglio,University of Bocconi,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
"The Legacy of Parental Time Preferences: Investment Behavior, and Children's Lifetime Outcomes",Hans Gronqvist,Stockholm University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
"The Legacy of Parental Time Preferences: Investment Behavior, and Children's Lifetime Outcomes",Lena Lindahl,Stockholm University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
"The Legacy of Parental Time Preferences: Investment Behavior, and Children's Lifetime Outcomes",Bart Golsteyn,Maastricht University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Over-Caution of Large Committees of Experts,Justin Mattias Valasek,WZB,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Over-Caution of Large Committees of Experts,Rune Midjord,University of the Basque Country,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Over-Caution of Large Committees of Experts,Tomas Rodriguez Barraquer,Hebrew University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
An Evolutionary Justification for Non-Bayesian Beliefs and Overconfidence,Hanzhe Zhang,University of Chicago,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
"Primary-Market Auctions for Event Tickets: Eliminating the Rents of ""Bob the Broker""",Eric Budish,University of Chicago,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
"Primary-Market Auctions for Event Tickets: Eliminating the Rents of ""Bob the Broker""",Aditya Bhave,University of Chicago,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Effects on Preferences Regarding Risk & Ambiguity,D8,Luca Rigotti,University of Pittsburgh
Smallpox and Human Capital Development: 1850-1930,Dara Lee Luca,University of Missouri and Harvard University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
The Power of Hydroelectric Dams: Agglomeration Spillovers,Edson R. Severnini,Carnegie Mellon University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Evaluating Long-Term Impacts of Sustained Mass Deworming: South Korea 1969-1995,Taejong Kim,KDI School of Public Policy and Management,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Evaluating Long-Term Impacts of Sustained Mass Deworming: South Korea 1969-1995,Jungho Kim,Ajou University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Evaluating Long-Term Impacts of Sustained Mass Deworming: South Korea 1969-1995,Hyeok Jeong,KDI School of Public Policy and Management,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Evaluating Long-Term Impacts of Sustained Mass Deworming: South Korea 1969-1995,Sunjin Kim,KDI School of Public Policy and Management,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Moving High-Performing Teachers to Low Achieving Schools,Bing-ru Teh,Mathematica Policy Research Inc,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Moving High-Performing Teachers to Low Achieving Schools,Steven Glazerman,Mathematica Policy Research Inc,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Moving High-Performing Teachers to Low Achieving Schools,Ali Protik,Mathematica Policy Research Inc,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Moving High-Performing Teachers to Low Achieving Schools,Julie Bruch,Mathematica Policy Research Inc,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Moving High-Performing Teachers to Low Achieving Schools,Jeffrey Max,Mathematica Policy Research Inc,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
,John Papp,Highbridge Capital Management,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 305",American Economic Association,Evaluation of Social Programs,H4,William Hoyt,University of Kentucky
Land Reform and Sex Selection in China,Douglas Almond,Columbia University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Land Reform and Sex Selection in China,Shuang Zhang,University of Colorada-Boulder,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Land Reform and Sex Selection in China,Honbin Li,Tsinghua University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Heat Waves at Conception and Later Life Outcomes,Joshua Wilde,University of South Florida,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Heat Waves at Conception and Later Life Outcomes,Benedicte Apouey,Paris School of Economics,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Parenthood and Productivity of Highly Skilled Labor: Evidence From the Groves of Academe,Matthias Krapf,University of Zurich,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Parenthood and Productivity of Highly Skilled Labor: Evidence From the Groves of Academe,Heinrich Ursprung,University of Konstanz,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Parenthood and Productivity of Highly Skilled Labor: Evidence From the Groves of Academe,Christian Zimmermann,Federal Reserve Bank of St. Louis,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
"School Cutoff Dates, and the Timing of Births",Hitoshi Shigeoka,Simon Fraser University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
Intergenerational Dynamics and the Fertility Transition,Tom S. Vogl,Princeton University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
The Demographic Consequences of Gender Selection Technology,Qi Li,Peking University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
The Demographic Consequences of Gender Selection Technology,Juan Pantano,Washington University in St. Louis,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon I",American Economic Association,Fertility Decisions,J1,Tom Vogl,Princeton University
How the Design of a Pension System Influences Old Age Poverty and Gender Equity: A Study of Chile's Private Retirement Accounts System,Petra Todd,University of Pennsylvania,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
How the Design of a Pension System Influences Old Age Poverty and Gender Equity: A Study of Chile's Private Retirement Accounts System,Clement Joubert,University of North Carolina-Chapel Hill,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Math and Gender: Is Math a Route to a High-Powered Career?,Juanna Joensen,Stockholm School of Economics,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Math and Gender: Is Math a Route to a High-Powered Career?,Helena Skyt Nielsen,Aarhus University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Firm Level Monopsony and the Gender Pay Gap,Douglas Webber,Temple University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Gender Differences and Dynamics in Competition: The Role of Luck,David Gill,University of Oxford,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Gender Differences and Dynamics in Competition: The Role of Luck,Victoria Prowse,Cornell University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Are Women â€œNaturallyâ€ Better Credit Risks in Microcredit? Evidence from Field Experiments in Patriarchal and Matrilineal Societies in Bangladesh,Sugato Chakravarty,Purdue University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Are Women â€œNaturallyâ€ Better Credit Risks in Microcredit? Evidence from Field Experiments in Patriarchal and Matrilineal Societies in Bangladesh,Abu Zafar M. Shahriar,Monash University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Are Women â€œNaturallyâ€ Better Credit Risks in Microcredit? Evidence from Field Experiments in Patriarchal and Matrilineal Societies in Bangladesh,Zahid Iqbal,Purdue University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Gender Differences,J1,Joyce Jacobsen,Wesleyan University
Health Insurance and the Supply of Entrepreneurs: New Evidence from the Affordable Care Act's Dependent Coverage Mandate,James Benjamin Bailey,Temple University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
The Effect of Health Shocks and Health Insurance on Employment and Earnings. Evidence from Chile,Vincent Pohl,Queen's University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
The Effect of Health Shocks and Health Insurance on Employment and Earnings. Evidence from Chile,Christopher Neilson,Yale University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
The Effect of Health Shocks and Health Insurance on Employment and Earnings. Evidence from Chile,Francisco Parro,Ministerio de Hacienda de Chile,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Peer Effects Among Hospitalized Patients: Evidence from Roommate Assignments,Olga Yakusheva,Marquette University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Digitizing Doctor Demand: The Impact of Online Reviews on Doctor Choice,Sonal Vats,Boston University,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Digitizing Doctor Demand: The Impact of Online Reviews on Doctor Choice,Michael Luca,Harvard Business School,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Does Employment Reduce Informal Caregiving?,Daifeng He,College of William and Mary,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Does Employment Reduce Informal Caregiving?,Peter McHenry,College of William and Mary,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
Why Does the Health of Immigrants Deteriorate?,Osea Giuntella,University of Oxford,Jan 03 2014,8:00 am,"Philadelphia Marriott, Meeting Room 306",American Economic Association,Health Economics,I1,Kathleen Carey,Boston University
One Size Does Not Fit All: The Role of Vocational Ability on College Attendance and Labor Market Outcomes,Sergio Urzua,University of Maryland,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 107-B",American Economic Association,Improving Student Performance,I2,Kristin Butcher,Wellesley College
One Size Does Not Fit All: The Role of Vocational Ability on College Attendance and Labor Market Outcomes,Maria F. Prada,University of Maryland,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 107-B",American Economic Association,Improving Student Performance,I2,Kristin Butcher,Wellesley College
The Effect of an Individualized Online Practice Tool on Math Performance - Evidence from a Randomized Field Experiment,Carla Haelermans,Maastricht University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 107-B",American Economic Association,Improving Student Performance,I2,Kristin Butcher,Wellesley College
The Effect of an Individualized Online Practice Tool on Math Performance - Evidence from a Randomized Field Experiment,Joris Ghysels,Maastricht University,Jan 03 2014,8:00 am,"Pennsylvania Convention Center, 107-B",American Economic Association,Improving Student Performance,I2,Kristin Butcher,Wellesley College
