session_title,paper_title,author
 Predictive Cities,Crowdsourcing City Government: Using Tournaments to Improve Inspection Accuracy,"[' Edward L. Glaeser', ' Andrew Hillis', ' Scott Duke Kominers ', ' Michael Luca ']"
 Predictive Cities,Personalized Risk Assessments in the Criminal Justice System,"[' Sharad Goel', ' Justin M. Rao ', ' Ravi Shroff ']"
 Predictive Cities,Productivity and Selection of Human Capital with Machine Learning,"[' Aaron Chalfin', ' Oren Danieli', ' Andrew Hillis', ' Zubin Jelveh', ' Michael Luca', ' Jens Ludwig ', ' Sendhil Mullainathan ']"
 Predictive Cities,Cities Are Physical Too: Using Computer Vision to Measure the Quality and Impact of Urban Appearance,"[' Nikhil Naik', ' Ramesh Raskar ', ' César A. Hidalgo ']"
 Digitization and Innovation,The Rapid Adoption of Data-Driven Decision-Making,"[' Erik Brynjolfsson ', ' Kristina McElheran ']"
 Digitization and Innovation,Copyright Infringement in the Market for Digital Images,"[' Hong Luo ', ' Julie Holl', 'Mortimer ']"
 Digitization and Innovation,Agglomeration of Invention in the Bay Area: Not Just ICT,"[' Chris Forman', ' Avi Goldfarb ', ' Shane Greenstein ']"
 Private Data,International Data on Measuring Management Practices,"[' Nicholas Bloom', ' Renata Lemos', ' Raffaella Sadun', ' Daniela Scur ', ' John Van Reenen ']"
 Private Data,Making Private Data Accessible in an Opaque Industry: The Experience of the Private Capital Research Institute,"[' Leslie Jeng ', ' Josh Lerner ']"
 Private Data,Modernizing Federal Economic Statistics,"[' William G. Bostic Jr.', ' Ron S. Jarmin ', ' Brian Moyer ']"
 Labor Markets with Occupational Licensing: Their Economic Effects,Battling over Jobs: Occupational Licensing in Health Care,[' Morris M. Kleiner ']
 Labor Markets with Occupational Licensing: Their Economic Effects,Should the US Eliminate Entry Barriers to the Practice of Law? Perspectives Shaped by Industry Deregulation,"[' Clifford Winston ', ' Quentin Karpilow ']"
 Labor Markets with Occupational Licensing: Their Economic Effects,Disruptive Change in the Taxi Business: The Case of Uber,"[' Judd Cramer ', ' Alan B. Krueger ']"
 The Design and Use of Patents,Patents and Research Investments: Assessing the Empirical Evidence,"[' Eric Budish', ' Benjamin N. Roin ', ' Heidi Williams ']"
 The Design and Use of Patents,"Patent Licensing, Technology Transfer, and Innovation","[' Mark A. Lemley ', ' Robin Feldman ']"
 The Design and Use of Patents,Patent Quality and Examination in Europe,[' Dietmar Harhoff ']
 The Design and Use of Patents,Patent Remedies,[' Carl Shapiro ']
 New Developments in Firm Dynamics in Understanding Business Dynamism,Declining Business Dynamism: What We Know and the Way Forward,"[' Ryan A. Decker', ' John Haltiwanger', ' Ron S. Jarmin ', ' Javier Miranda ']"
 New Developments in Firm Dynamics in Understanding Business Dynamism,Wage Posting and Business Cycles,"[' Giuseppe Moscarini ', ' Fabien Postel-Vinay ']"
 New Developments in Firm Dynamics in Understanding Business Dynamism,Firm Entry and Macroeconomic Dynamics: A State-Level Analysis,"[' François Gourio', ' Todd Messer ', ' Michael Siemer ']"
 New Developments in Firm Dynamics in Understanding Business Dynamism,The Role of Startups in Structural Transformation,"[' Robert C. Dent', ' Fatih Karahan', ' Benjamin Pugsley ', ' Ayşegül Şahin ']"
" Attitudes, Markets, and Oligarchs in Russia",Popular Attitudes toward Markets and Democracy: Russia and United States Compared 25 Years Later,"[' Maxim Boycko ', ' Robert J. Shiller ']"
" Attitudes, Markets, and Oligarchs in Russia","War, Inflation, and Social Capital","[' Sergei Guriev ', ' Nikita Melnikov ']"
" Attitudes, Markets, and Oligarchs in Russia",Russia's Billionaires,[' Daniel Treisman ']
 The Economics of Gender,Paid Parental Leave Laws in the United States: Does Short-Duration Leave Affect Women's Labor-Force Attachment?,[' Tanya S. Byker ']
 The Economics of Gender,Has the Increased Attachment of Women to the Labor Market Changed a Family's Ability to Smooth Income Shocks?,[' Olga Gorbachev ']
 The Economics of Gender,Evolution of the Marriage Earnings Gap for Women,"[' Chinhui Juhn ', ' Kristin McCue ']"
 The Economics of Gender,The Math Gender Gap: The Role of Culture,"[' Natalia Nollenberger', ' Núria Rodríguez-Planas ', ' Almudena Sevilla ']"
 Gender in Corporation Management,Does the Market Value CEO Styles?,"[' Antoinette Schoar ', ' Luo Zuo ']"
 Gender in Corporation Management,Gender Diversity on Corporate Boards: Do Women Contribute Unique Skills?,"[' Daehyun Kim ', ' Laura T. Starks ']"
 Gender in Corporation Management,Playing the Boys Game: Golf Buddies and Board Diversity,"[' Sumit Agarwal', ' Wenlan Qian', ' David M. Reeb ', ' Tien Foo Sing ']"
 Gender in Corporation Management,Women on Boards in Finance and STEM Industries,"[' Renée B. Adams ', ' Tom Kirchmaier ']"
" Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",Childhood Environment and Gender Gaps in Adulthood,"[' Raj Chetty', ' Nathaniel Hendren', ' Frina Lin', ' Jeremy Majerovitz ', ' Benjamin Scuderi ']"
" Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",School Quality and the Gender Gap in Educational Achievement,"[' David Autor', ' David Figlio', ' Krzysztof Karbownik', ' Jeffrey Roth ', ' Melanie Wasserman ']"
" Gender Gaps in Childhood: Skills, Behavior, and Labor Market Preparedness",What Explains the Gender Gap in College Track Dropout? Experimental and Administrative Evidence,"[' Ingvild Almås', ' Alexander W. Cappelen', ' Kjell G. Salvanes', ' Erik Ø. Sørensen ', ' Bertil Tungodden ']"
 Evidence from Lab and Field Experiments on Discrimination,Experimental Age Discrimination Evidence and the Heckman Critique,"[' David Neumark', ' Ian Burn ', ' Patrick Button ']"
 Evidence from Lab and Field Experiments on Discrimination,The Power of Eye Tracking in Economics Experiments,"[' Joanna N. Lahey ', ' Douglas Oxley ']"
 Evidence from Lab and Field Experiments on Discrimination,Determinants of Callbacks to Job Applications: An Audit Study,"[' Henry S. Farber', ' Dan Silverman ', ' Till von Wachter ']"
 Evidence from Lab and Field Experiments on Discrimination,Supply and Demand for Discrimination: Strategic Revelation of Own Characteristics in a Trust Game,"[' Anthony Heyes ', ' John A. List ']"
 Public Economics,Student Loan Information Provision and Academic Choices,"[' Maximilian Schmeiser', ' Christiana Stoddard ', ' Carly Urban ']"
 Public Economics,Birth Timing and Neonatal Health,"[' Cristina Borra', ' Libertad González ', ' Almudena Sevilla ']"
 Public Economics,STEM Training and Early Career Outcomes of Female and Male Graduate Students: Evidence from UMETRICS Data Linked to the 2010 Census,"[' Catherine Buffington', ' Benjamin Cerf', ' Christina Jones ', ' Bruce A. Weinberg ']"
 Public Economics,Medicare Part D and Portfolio Choice,"[' Padmaja Ayyagari ', ' Daifeng He ']"
" Education, Earnings, and Redistribution",Coordinated Admissions Program,[' Rodney J. Andrews ']
" Education, Earnings, and Redistribution",Can Admissions Percent Plans Lead to Better Collegiate Fit for Minority Students?,"[' Kalena E. Cortes ', ' Jane Arnold Lincove ']"
" Education, Earnings, and Redistribution",Religious Workers' Density and the Racial Earnings Gap,"[' Fernando Lozano ', ' Jessica Shiwen Cheng ']"
" Education, Earnings, and Redistribution","Does the EITC Buffer against Neighborhood Transition? Evidence from Washington, DC","[' LaTanya Brown-Robertson', ' Marcus Casey', ' Bradley Hardy ', ' Daniel Muhammad ']"
 Research in Economic Education: Efficacy of Interventions in Economic Education,Classroom Experiments: Is More More?,"[' Tisha L. N. Emerson ', ' Linda English ']"
 Research in Economic Education: Efficacy of Interventions in Economic Education,Measuring the Effect of Blended Learning: Evidence from a Selective Liberal Arts College,"[' Aaron Swoboda ', ' Lauren Feiler ']"
 Research in Economic Education: Efficacy of Interventions in Economic Education,The Impact of Challenge Quizzes on Student Knowledge,"[' KimMarie McGoldrick ', ' Peter W. Schuhmann ']"
 Research in Economic Education: Efficacy of Interventions in Economic Education,A Randomized Assessment of Online Learning,"[' William T. Alpert', ' Kenneth A. Couch ', ' Oskar R. Harmon ']"
 Value-Added Models: New Methods and Applications,Sources of Inefficiency in Healthcare and Education,"[' Amitabh Chandra ', ' Douglas Staiger ']"
 Value-Added Models: New Methods and Applications,Interpreting Tests of School VAM Validity,"[' Joshua Angrist', ' Peter Hull', ' Parag Pathak ', ' Christopher Walters ']"
 Value-Added Models: New Methods and Applications,Using Lagged Outcomes to Evaluate Bias in Value-Added Models,"[' Raj Chetty', ' John N. Friedman ', ' Jonah Rockoff ']"
 Value-Added Models: New Methods and Applications,"Fixed Effects, Invariance, and Spatial Variation in Intergenerational Mobility",[' Gary Chamberlain ']
 Identity Economics 2016,Identity Economics 2016: Where Do Social Distinctions and Norms Come From?,[' Rachel E. Kranton ']
 Identity Economics 2016,Identity-Based Organizations,[' Jean-Paul Carvalho ']
 Identity Economics 2016,"""We Thinking"" and Its Consequences",[' Robert Akerlof ']
 Identity Economics 2016,Identity-Driven Cooperation versus Competition,"[' Dennis J. Snower ', ' Steven J. Bosworth ']"
 Unfamiliar Psychologies: Applications of Behavioral Science Not Commonly Used in Economics,Option Awareness: The Psychology of What We Consider,"[' Anuj K. Shah ', ' Jens Ludwig ']"
 Unfamiliar Psychologies: Applications of Behavioral Science Not Commonly Used in Economics,Beyond Beta-Delta: The Emerging Economics of Personal Plans,"[' John Beshears', ' Katherine L. Milkman ', ' Joshua Schwartzstein ']"
 Unfamiliar Psychologies: Applications of Behavioral Science Not Commonly Used in Economics,The Psychological Lives of the Poor,"[' Frank Schilbach', ' Heather Schofield ', ' Sendhil Mullainathan ']"
 60 Million Refugees,"Refugees, Asylum Seekers, and Policy in OECD Countries",[' Timothy J. Hatton ']
 60 Million Refugees,Rethinking Protection of Those Displaced by Humanitarian Crises,[' Susan F. Martin ']
 60 Million Refugees,Toward an International Migration Regime,[' Jeffrey D. Sachs ']
 60 Million Refugees,The Economic Impact of Syrian Refugees on Host Countries: Quasi-experimental Evidence from Turkey,[' Semih Tumen ']
" Health Outcomes, Immigration, and Development",Converging to American: Healthy Immigrant Effect in Children of Immigrants,[' Mónica García-Pérez ']
" Health Outcomes, Immigration, and Development",Ethnic Attrition and the Observed Health of Later-Generation Mexican Americans,"[' Francisca Antman', ' Brian Duncan ', ' Stephen J. Trejo ']"
" Health Outcomes, Immigration, and Development",HIV/AIDS and Development: A Reappraisal of the Productivity and Factor Accumulation Effects,"[' Théophile T. Azomahou', ' Raouf Boucekkine ', ' Bity Diene ']"
" Health Outcomes, Immigration, and Development","LEP Language Disability, Immigration Reform, and English-Language Acquisition","[' Alberto Dávila ', ' Marie T. Mora ']"
 Money and Monetary Policy with Financial Frictions,On the Optimal Inflation Rate,"[' Markus K. Brunnermeier ', ' Yuliy Sannikov ']"
 Money and Monetary Policy with Financial Frictions,Sooner or Later: Timing of Monetary Policy with Heterogeneous Risk-Taking,"[' Dong Beom Choi', ' Thomas M. Eisenbach ', ' Tanju Yorulmazer ']"
 Money and Monetary Policy with Financial Frictions,Money and Asset Liquidity in Frictional Capital Markets,"[' Wei Cui ', ' Sören Radde ']"
 Global Reserve Assets in a Low Interest Rate World,Secular Stagnation in the Open Economy,"[' Gauti B. Eggertsson', ' Neil R. Mehrotra ', ' Lawrence H. Summers ']"
 Global Reserve Assets in a Low Interest Rate World,The Sovereign-Bank Diabolic Loop and ESBies,"[' Markus K. Brunnermeier', ' Luis Garicano', ' Philip R. Lane', ' Marco Pagano', ' Ricardo Reis', ' Tano Santos', ' David Thesmar', ' Stijn Van Nieuwerburgh ', ' Dimitri Vayanos ']"
 Global Reserve Assets in a Low Interest Rate World,Safe Asset Scarcity and Aggregate Demand,"[' Ricardo J. Caballero', ' Emmanuel Farhi ', ' Pierre-Olivier Gourinchas ']"
 Global Reserve Assets in a Low Interest Rate World,What Makes US Government Bonds Safe Assets?,"[' Zhiguo He', ' Arvind Krishnamurthy ', ' Konstantin Milbradt ']"
" Historical Perspectives on Financial Crisis, Banks, and Regulation",Crises and the Development of Economic Institutions: Some Microeconomic Evidence,"[' Raghuram Rajan ', ' Rodney Ramcharan ']"
" Historical Perspectives on Financial Crisis, Banks, and Regulation",Too Big to Fail before the Fed,"[' Gary Gorton ', ' Ellis W. Tallman ']"
" Historical Perspectives on Financial Crisis, Banks, and Regulation",Interbank Markets and Banking Crises: New Evidence on the Establishment and Impact of the Federal Reserve,"[' Mark Carlson ', ' David C. Wheelock ']"
" Historical Perspectives on Financial Crisis, Banks, and Regulation",Bank Leverage and Regulatory Regimes: Evidence from the Great Depression and Great Recession,"[' Christoffer Koch', ' Gary Richardson ', ' Patrick Van Horn ']"
 Quantitative Modeling of the Financial Crisis,A Simple Model of Subprime Borrowers and Credit Growth,"[' Alejandro Justiniano', ' Giorgio E. Primiceri ', ' Andrea Tambalotti ']"
 Quantitative Modeling of the Financial Crisis,Debt Constraints and the Labor Wedge,"[' Patrick Kehoe', ' Virgiliu Midrigan ', ' Elena Pastorino ']"
 Quantitative Modeling of the Financial Crisis,Anticipated Banking Panics,"[' Mark Gertler', ' Nobuhiro Kiyotaki ', ' Andrea Prestipino ']"
 Quantitative Modeling of the Financial Crisis,Bank Leverage and Social Welfare,"[' Lawrence Christiano ', ' Daisuke Ikeda ']"
 Do Capital Flows Need to be Tamed?,Capital Flows: Expansionary or Contractionary?,"[' Olivier Blanchard', ' Jonathan D. Ostry', ' Atish R. Ghosh ', ' Marcos Chamon ']"
 Do Capital Flows Need to be Tamed?,The Macroprudential Role of International Reserves,[' Olivier Jeanne ']
 Do Capital Flows Need to be Tamed?,"Global Cycles: Capital Flows, Commodities, and Sovereign Defaults, 1815-2015","[' Carmen M. Reinhart', ' Vincent Reinhart ', ' Christoph Trebesch ']"
 Do Capital Flows Need to be Tamed?,When Do Capital Inflow Surges End in Tears?,"[' Atish R. Ghosh', ' Jonathan D. Ostry ', ' Mahvash S. Qureshi ']"
 Information Design and Bayesian Persuasion,"Information Design, Bayesian Persuasion, and Bayes Correlated Equilibrium","[' Dirk Bergemann ', ' Stephen Morris ']"
 Information Design and Bayesian Persuasion,Bayesian Persuasion in Coordination Games,"[' Itay Goldstein ', ' Chong Huang ']"
 Information Design and Bayesian Persuasion,A Rothschild-Stiglitz Approach to Bayesian Persuasion,"[' Matthew Gentzkow ', ' Emir Kamenica ']"
 Valuing Climate Change Catastrophes,Shutting Down the Thermohaline Circulation,"[' David Anthoff', ' Francisco Estrada ', ' Richard S. J. Tol ']"
 Valuing Climate Change Catastrophes,A Potential Disintegration of the West Antarctic Ice Sheet: Implications for Economic Analyses of Climate Policy,"[' Delavane Diaz ', ' Klaus Keller ']"
 Valuing Climate Change Catastrophes,The Ecosystem Impacts of Severe Warming,"[' Robert Mendelsohn', ' Iain C. Prentice', ' Oswald Schmitz', ' Benjamin Stocker', ' Robert Buchkowski ', ' Benjamin Dawson ']"
 Valuing Climate Change Catastrophes,Economic Effects of an Ocean Acidification Catastrophe,"[' Stephen G. Colt ', ' Gunnar P. Knapp ']"
 Homeownership and the American Dream,How Mortgage Finance Reform Could Affect Housing,"[' John V. Duca', ' John Muellbauer ', ' Anthony Murphy ']"
 Homeownership and the American Dream,Borrowing Constraints and Homeownership,"[' Arthur Acolin', ' Jesse Bricker', ' Paul Calem ', ' Susan Wachter ']"
 Homeownership and the American Dream,A Lost Generation? Education Decisions and Employment Outcomes during the US Housing Boom-Bust Cycle of the 2000s,"[' Luc Laeven ', ' Alexander Popov ']"
 Homeownership and the American Dream,To Buy or Not to Buy: Consumer Constraints in the Housing Market,"[' Andreas Fuster ', ' Basit Zafar ']"
 Measuring Top Wealth Shares,Estimating Top Income and Wealth Shares: Sensitivity to Data and Methods,"[' Jesse Bricker', ' Alice Henriques', ' Jacob Krimmel ', ' John Sabelhaus ']"
 Measuring Top Wealth Shares,Estimating the Top Tail of the Wealth Distribution,[' Philip Vermeulen ']
 Measuring Top Wealth Shares,Heterogeneity in Returns to Wealth and the Measurement of Wealth Inequality,"[' Andreas Fagereng', ' Luigi Guiso', ' Davide Malacrino ', ' Luigi Pistaferri ']"
 Estate Taxation and the Intergenerational Transmission of Wealth,The Role of Bequests in Shaping Wealth Inequality: Evidence from Danish Wealth Records,"[' Simon H. Boserup', ' Wojciech Kopczuk ', ' Claus T. Kreiner ']"
 Estate Taxation and the Intergenerational Transmission of Wealth,"Revenue and Incentive Effects of Basis Step-Up at Death: Lessons from the 2010 ""Voluntary"" Estate Tax Regime","[' Robert Gordon', ' David Joulfaian ', ' James Poterba ']"
 Proceedings: Reports,"Minutes of the Annual Business Meeting: San Francisco, CA, January 3, 2016",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Secretary,[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Treasurer,[' Peter L. Rousseau ']
 Proceedings: Reports,American Economic Association Universal Academic Questionnaire Summary Statistics,"[' Charles E. Scott ', ' John J. Siegfried ']"
 Proceedings: Reports,List of Online Reports,[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: Chicago, IL, April 24, 2015",[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: San Francisco, CA, January 2, 2016",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Editor: American Economic Review,[' Pinelopi Koujianou Goldberg ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Literature,[' Steven Durlauf ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Perspectives,[' Enrico Moretti ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Applied Economics,[' Esther Duflo ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Economic Policy,[' Matthew D. Shapiro ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Macroeconomics,[' Richard Rogerson ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Microeconomics,[' Andrew Postlewaite ']
 Proceedings: Reports,Report of the Director: Job Openings for Economists,[' John J. Siegfried ']
 Proceedings: Reports,Report: Committee on Economic Education,[' Sam Allgood ']
 Proceedings: Reports,Report: Committee on the Status of Women in the Economics Profession (CSWEP),[' Marjorie B. McElroy ']
 Proceedings: Reports,Report: Committee on the Status of Minority Groups in the Economics Profession (CSMGEP),"[' Cecilia Rouse ', ' Gary Hoover ']"
 Proceedings: Reports,Report: American Economic Association Committee on Statistics (AEAStat),[' Robert Moffitt ']
 Proceedings: Reports,Report: Committee on Government Relations,[' Jonathan Skinner ']
