session_title,paper_title,author
 Gains from Trade When Firms Matter,Welfare and Trade without Pareto,"[' Keith Head', ' Thierry Mayer ', ' Mathias Thoenig ']"
 Gains from Trade When Firms Matter,Missing Gains from Trade?,"[' Marc J. Melitz ', ' Stephen J. Redding ']"
 The Impact of Health Insurance Expansions on Other Social Safety Net Programs,The Impact of Medicaid on Labor Market Activity and Program Participation: Evidence from the Oregon Health Insurance Experiment,"[' Katherine Baicker', ' Amy Finkelstein', ' Jae Song ', ' Sarah Taubman ']"
 The Impact of Health Insurance Expansions on Other Social Safety Net Programs,Disability Insurance and Health Insurance Reform: Evidence from Massachusetts,"[' Nicole Maestas', ' Kathleen J. Mullen ', ' Alexander Str', '']"
 The Impact of Health Insurance Expansions on Other Social Safety Net Programs,The Accelerated Benefits Demonstration: Impacts on the Employment of Disability Insurance Beneficiaries,"[' Michelle Stegman Bailey ', ' Robert R. Weathers II ']"
" Marriage, Divorce, and Female Labor Force Participation","Unilateral Divorce, the Decreasing Gender Gap, and Married Women's Labor Force Participation","[' Raquel Fernández ', ' Joyce Wong ']"
" Marriage, Divorce, and Female Labor Force Participation",Marry Your Like: Assortative Mating and Income Inequality,"[' Jeremy Greenwood', ' Nezih Guner', ' Georgi Kocharkov ', ' Cezar Santos ']"
" Marriage, Divorce, and Female Labor Force Participation",Labor Supply and Household Dynamics,"[' Maurizio Mazzocco', ' Claudia Ruiz ', ' Shintaro Yamaguchi ']"
 Gender: The Economics of Gender,The Myth of Immigrant Women as Secondary Workers: Evidence from Canada,"[' Alícia Adserà ', ' Ana M. Ferrer ']"
 Gender: The Economics of Gender,All for One? Family Size and Children's Educational Distribution under Credit Constraints,"[' Jeanne Lafortune ', ' Soohyung Lee ']"
 Gender: The Economics of Gender,Are Female Supervisors More Female-Friendly?,"[' Steven Bednar ', ' Dora Gicheva ']"
 Gender: The Economics of Gender,Race and Marriage in the Labor Market: A Discrimination Correspondence Study in a Developing Country,"[' Eva O. Arceo-Gomez ', ' Raymundo M. Campos-Vazquez ']"
 Inequality in the Future,The Declining Fortunes of the Young since 2000,"[' Paul Beaudry', ' David A. Green ', ' Benjamin M. S', '']"
 Inequality in the Future,Trends in Earnings Differentials across College Majors and the Changing Task Composition of Jobs,"[' Joseph G. Altonji', ' Lisa B. Kahn ', ' Jamin D. Speer ']"
 Inequality in the Future,"Return of the Solow Paradox? IT, Productivity, and Employment in US Manufacturing","[' Daron Acemoglu', ' David Autor', ' David Dorn', ' Gordon H. Hanson ', ' Brendan Price ']"
 Policy Interventions and Educational Outcomes,"Ability-Tracking, Instructional Time, and Better Pedagogy: The Effect of Double-Dose Algebra on Student Achievement","[' Kalena E. Cortes ', ' Joshua S. Goodman ']"
 Policy Interventions and Educational Outcomes,Using School Choice Lotteries to Test Measures of School Effectiveness,[' David J. Deming ']
 Policy Interventions and Educational Outcomes,Gender and Race Heterogeneity: The Impact of Students with Limited English on Native Students' Performance,"[' Timothy M. Diette ', ' Ruth Uwaifo Oyelere ']"
 Frontiers of Market Design,Implementation Details for Frequent Batch Auctions: Slowing Down Markets to the Blink of an Eye,"[' Eric Budish', ' Peter Cramton ', ' John Shim ']"
 Frontiers of Market Design,Getting More Organs for Transplantation,"[' Judd B. Kessler ', ' Alvin E. Roth ']"
 Frontiers of Market Design,Mechanism Design in Large Games: Incentives and Privacy,"[' Michael Kearns', ' Mallesh M. Pai', ' Aaron Roth ', ' Jonathan Ullman ']"
 Frontiers of Market Design,Investment Incentives in Labor Market Matching,"[' John William Hatfield', ' Fuhito Kojima ', ' Scott Duke Kominers ']"
 Market Design for Auction Markets,The VCG Auction in Theory and Practice,"[' Hal R. Varian ', ' Christopher Harris ']"
 Market Design for Auction Markets,Market Design and the Evolution of the Combinatorial Clock Auction,"[' Lawrence M. Ausubel ', ' Oleg V. Baranov ']"
 Market Design for Auction Markets,The Continuous Combinatorial Auction Architecture,"[' Charles R. Plott', ' Hsing-Yang Lee ', ' Travis Maron ']"
 Theory of Persuasion,Costly Persuasion,"[' Matthew Gentzkow ', ' Emir Kamenica ']"
 Theory of Persuasion,How Sharing Information Can Garble Experts' Advice,"[' Matthew Elliott', ' Benjamin Golub ', ' Andrei Kirilenko ']"
 Theory of Persuasion,Interim Bayesian Persuasion: First Steps,[' Eduardo Perez-Richet ']
 Economics of the Internet and Mobile Computing,Mobile Computing: The Next Platform Rivalry,"[' Timothy Bresnahan ', ' Shane Greenstein ']"
 Economics of the Internet and Mobile Computing,Trading Dollars for Dollars: The Price of Attention Online and Offline,[' Matthew Gentzkow ']
 Economics of the Internet and Mobile Computing,"Growth, Adoption, and Use of Mobile E-Commerce","[' Liran Einav', ' Jonathan Levin', ' Igor Popov ', ' Neel Sundaresan ']"
 Neuroeconomics of Stochastic Choice,Stochastic Choice: An Optimizing Neuroeconomic Model,[' Michael Woodford ']
 Neuroeconomics of Stochastic Choice,Benefits of Neuroeconomic Modeling: New Policy Interventions and Predictors of Preference,"[' Ian Krajbich', ' Bastiaan Oud ', ' Ernst Fehr ']"
 Neuroeconomics of Stochastic Choice,Rational Attention and Adaptive Coding: A Puzzle and a Solution,"[' Camillo Padoa-Schioppa ', ' Aldo Rustichini ']"
 Economics Education in the Digital Age: The Implications of Online Technologies and MOOCs,(Dis)organization and Success in an Economics MOOC,"[' Abhijit V. Banerjee ', ' Esther Duflo ']"
 Economics Education in the Digital Age: The Implications of Online Technologies and MOOCs,The Industrial Organization of Online Education,"[' Tyler Cowen ', ' Alex Tabarrok ']"
 Economics Education in the Digital Age: The Implications of Online Technologies and MOOCs,Equalizing Superstars: The Internet and the Democratization of Education,"[' Daron Acemoglu', ' David Laibson ', ' John A. List ']"
 Economics Education in the Digital Age: The Implications of Online Technologies and MOOCs,"The Economics of Online Postsecondary Education: MOOCs, Nonselective Education, and Highly Selective Education",[' Caroline M. Hoxby ']
 Discounting for the Long Run,Discounting and Growth,[' Christian Gollier ']
 Discounting for the Long Run,Declining Discount Rates,"[' Maureen L. Cropper', ' Mark C. Freeman', ' Ben Groom ', ' William A. Pizer ']"
 Discounting for the Long Run,Fat Tails and the Social Cost of Carbon,[' Martin L. Weitzman ']
 Discounting for the Long Run,On Not Revisiting Official Discount Rates: Institutional Inertia and the Social Cost of Carbon,[' Cass R. Sunstein ']
 Climate Change Policy after Kyoto,Selected International Aspects of Carbon Taxation,[' Charles E. McLure Jr. ']
 Climate Change Policy after Kyoto,The Costs and Consequences of Clean Air Act Regulation of CO2 from Power Plants,"[' Dallas Burtraw', ' Josh Linn', ' Karen Palmer ', ' Anthony Paul ']"
 Climate Change Policy after Kyoto,Tax Policy Issues in Designing a Carbon Tax,"[' Donald B. Marron ', ' Eric J. Toder ']"
 Climate Change Policy after Kyoto,How Effective Are US Renewable Energy Subsidies in Cutting Greenhouse Gases?,"[' Brian C. Murray', ' Maureen L. Cropper', ' Francisco C. de la Chesnaye ', ' John M. Reilly ']"
 Energy in the Developing World,Powering Up China: Income Distributions and Residential Electricity Consumption,"[' Maximilian Auffhammer ', ' Catherine D. Wolfram ']"
 Energy in the Developing World,The Economic Cost of Global Fuel Subsidies,[' Lucas W. Davis ']
 Energy in the Developing World,Why Are Power Plants in India Less Efficient Than Power Plants in the United States?,"[' Hei Sing (Ron) Chan', ' Maureen L. Cropper ', ' Kabir Malik ']"
 Proceedings,"Minutes of the Annual Business Meeting: Philadelphia, PA, January 4, 2014",[' Peter L. Rousseau ']
 Proceedings,Report of the Secretary,[' Peter L. Rousseau ']
 Proceedings,Report of the Treasurer,[' Peter L. Rousseau ']
 Proceedings,American Economic Association Universal Academic Questionnaire Summary Statistics,"[' Charles E. Scott ', ' John J. Siegfried ']"
 Proceedings,"List of Online Reports
(pp. 608-608)",[]
 Proceedings,"Minutes of the Meeting of the Executive Committee: Chicago, IL, April 12, 2013
(pp. 609-613)",[]
 Proceedings,"Minutes of the Meeting of the Executive Committee: Philadelphia, PA, January 2, 2014
(pp. 614-620)",[]
 Proceedings,"Report of the Editor: American Economic Review
(pp. 621-631)",[]
 Proceedings,"Report of the Editor: Journal of Economic Literature
(pp. 632-634)",[]
 Proceedings,"Report of the Editor: Journal of Economic Perspectives
(pp. 635-637)",[]
 Proceedings,"Report of The Editor: American Economic Journal: Applied Economics
(pp. 638-644)",[]
 Proceedings,"Report of the Editor: American Economic Journal: Economic Policy
(pp. 645-648)",[]
 Proceedings,"Report of the Editor: Macroeconomics
(pp. 649-653)",[]
 Proceedings,"Report of the Editor: Microeconomics
(pp. 654-656)",[]
 Proceedings,"Report of the Director: Job Openings for Economists
(pp. 657-659)",[]
 Proceedings,"Report: Committee on Economic Education
(pp. 660-663)",[]
 Proceedings,"Report: Committee on the Status of Women in the Economics Profession (CSWEP)
(pp. 664-681)",[]
 Proceedings,"Report: Committee on the Status of Minority Groups in the Economics Profession (CSMGEP)
(pp. 682-696)",[]
 Proceedings,"Report: American Economic Association Committee on Statistics (AEAStat)
(pp. 697-697)",[]
 Proceedings,"Report: Committee on Government Relations
(pp. 698-701)",[]
 Proceedings,"Report: Ad Hoc Search Committee for the Editor of the Journal of Economic Perspectives
(pp. 702-702)",[]
 Proceedings,"Report: Ad Hoc Search Committee for the Editor of the American Economic Journal: Macroeconomics
(pp. 703-703)",[]
