Ethnic Complementarities after the Opening of China: How Chinese Graduate Students Affected the Productivity of Their Advisors,Ying Shen,University of Notre Dame,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Reversing Brain Drain: Evidence from Malaysia's Returning Expert Programme,Ximena Del Carpio,World Bank,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Reversing Brain Drain: Evidence from Malaysia's Returning Expert Programme,Caglar Ozden,World Bank,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Reversing Brain Drain: Evidence from Malaysia's Returning Expert Programme,Mauro Testaverde,World Bank,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Reversing Brain Drain: Evidence from Malaysia's Returning Expert Programme,Mathis Wagner,Boston College,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Global Collaborative Patents,William R. Kerr,Harvard University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Global Collaborative Patents,Sari Pekkala Kerr,Wellesley College,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
"STEM Workers, H-1B Visas, and Productivity in U.S. Cities",Giovanni Peri,University of California-Davis,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
"STEM Workers, H-1B Visas, and Productivity in U.S. Cities",Kevin Shih,University of California-Davis,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
"STEM Workers, H-1B Visas, and Productivity in U.S. Cities",Chad Sparber,Colgate University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 1",American Economic Association,"Brain Drain, Gain and Circulation (F2, O3)",,Caglar Ozden,World Bank,Caglar Ozden,World Bank,Kirk B. Doran,University of Notre Dame,David McKenzie,World Bank,Frederic Docquier,University Catholic Louvain
Financial Contracting and Organizational Form: Evidence from the Regulation of Trade Credit,Emily Breza,Columbia University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Financial Contracting and Organizational Form: Evidence from the Regulation of Trade Credit,Andres Liberman,New York University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
"Joint Liability, Asset Collateralization, and Credit Access: Evidence from Rainwater Harvesting Tanks in Kenya",William Jack,Georgetown University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
"Joint Liability, Asset Collateralization, and Credit Access: Evidence from Rainwater Harvesting Tanks in Kenya",Joost de Laat,The World Bank,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
"Joint Liability, Asset Collateralization, and Credit Access: Evidence from Rainwater Harvesting Tanks in Kenya",Michael Kremer,Harvard University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
"Joint Liability, Asset Collateralization, and Credit Access: Evidence from Rainwater Harvesting Tanks in Kenya",Tavneet Suri,Massachusetts Institute of Technology,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Tropical Lending: International Prices and Strategic Default in the Coffee Market,Arthur Blouin,University of Warwick,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Tropical Lending: International Prices and Strategic Default in the Coffee Market,Rocco Macchiavello,Warwick University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Do Enforcement Constraints Prevent Trade? Evidence on Contracting Failures in Irrigation Markets,Ryan Bubb,New York University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Do Enforcement Constraints Prevent Trade? Evidence on Contracting Failures in Irrigation Markets,Supreet Kaur,Columbia University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Do Enforcement Constraints Prevent Trade? Evidence on Contracting Failures in Irrigation Markets,Sendhil Mullainathan,Harvard University,Jan 03 2016,8:00 am,"Hilton Union Square, Continental – Parlor 3",American Economic Association,"Contractual Issues in Developing Countries (O1, D8)",,Supreet Kaur,Columbia University,Rocco Macchiavello,Warwick University,Jessica Goldberg,University of Maryland,Xiao Yu Wang,Duke University,Jeremy Magruder,University of California-Berkeley
Paradox Lost?,Richard A. Easterlin,University of Southern California,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
The Great Escape: Intergenerational Mobility Since 1940,Nathaniel Green Hilger,Brown University,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
The Invisible Wound: The Long-term Impact of China’s Cultural Revolution on Individual Trust,Lingwei Wu,Hong Kong University of Science and Technology,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
Spending a Windfall: American Precious Metals and Euro-Asian Trade 1492-1815,Nuno Palma,London School of Economics,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
Spending a Windfall: American Precious Metals and Euro-Asian Trade 1492-1815,Andre Silva,Nova School of Business and Economics,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
The Cotton Boom and Slavery in Nineteenth-Century Rural Egypt,Mohamed Saleh,Toulouse School of Economics,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 25",American Economic Association,Economic History,N1,David F. Weiman,Barnard College and Columbia University
The Impact of the V-SOURCE Program on Disadvantaged Students’ College Enrollment,Sarah Reber,University of California-Los Angeles,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
The Impact of the V-SOURCE Program on Disadvantaged Students’ College Enrollment,Meredith Phillips,University of California-Los Angeles,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Do Public Subsidies Promote College Access and Completion? Evidence from Community College Districts,Isaac McFarlin,University of Michigan,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Do Public Subsidies Promote College Access and Completion? Evidence from Community College Districts,Paco Martorell,University of California-Davis,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Do Public Subsidies Promote College Access and Completion? Evidence from Community College Districts,Brian P. McCall,University of Michigan,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
The Impact of Intergroup Contact on Racial Attitudes and Revealed Preference,Scott Carrell,University of California-Davis,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
The Impact of Intergroup Contact on Racial Attitudes and Revealed Preference,Mark Hoekstra,Texas A&M University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
The Impact of Intergroup Contact on Racial Attitudes and Revealed Preference,James West,Baylor University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Bias in Online Classes: Evidence from a Field Experiment,Thomas Dee,Stanford University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Bias in Online Classes: Evidence from a Field Experiment,Rachel Baker,University of California-Irvine,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Bias in Online Classes: Evidence from a Field Experiment,Brent Evans,Vanderbilt University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Bias in Online Classes: Evidence from a Field Experiment,June Park John,Stanford University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 3 & 4",American Economic Association,"Economics of Higher Education (I2, J7)",,Caroline Hoxby,Stanford University,Bridget Terry Long,Harvard University,Jeffrey Smith,University of Michigan
Capital Tax Reform and the Real Economy: The Effects of the 2003 Dividend Tax Cut,Danny Yagan,University of California-Berkeley,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Capital Taxation and Inventors,Stefanie Stantcheva,Harvard University,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Capital Taxation and Inventors,Ufuk Akcigit,University of Chicago,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Capital Taxation and Inventors,Salome Baslandze,University of Pennsylvania,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Evaluating the Effects of ACE Systems on Debt Financing and Investments,Shafik Hebous,Goethe University Frankfurt,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Evaluating the Effects of ACE Systems on Debt Financing and Investments,Martin Ruf,University of Tuebingen,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Taxation and the Optimal Constraint on Corporate Debt Finance,Peter Sorensen,University of Copenhagen,Jan 03 2016,8:00 am,"Hilton Union Square, Franciscan D",American Economic Association,"Empirics of Capital Taxation (H2, G3)",,Marshall Steinbaum,Washington Center for Equitable Growth,Ruud De Mooij,International Monetary Fund,Paul Burnham,Congressional Budget Office,Katherine Cuff,McMaster University
Is there an Energy-Efficiency Gap? Experimental Evidence from Indian Manufacturing Plants,Nicholas Ryan,Yale University,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Harberger Meets McKinsey: Measuring the Welfare Effects of Energy Efficiency Programs,Hunt Allcott,New York University,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Harberger Meets McKinsey: Measuring the Welfare Effects of Energy Efficiency Programs,Michael Greenstone,University of Chicago,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Peer Effects in Energy Efficiency Program Participation,Judson Boomhower,Stanford University,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Using High-Frequency Interval Meter Data to Evaluate Energy Efficiency Investments in Schools,Christopher R. Knittel,Massachusetts Institute of Technology,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Using High-Frequency Interval Meter Data to Evaluate Energy Efficiency Investments in Schools,David Rapson,University of California-Davis,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Using High-Frequency Interval Meter Data to Evaluate Energy Efficiency Investments in Schools,Mar Reguant,Northwestern University,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Using High-Frequency Interval Meter Data to Evaluate Energy Efficiency Investments in Schools,Catherine Wolfram,University of California-Berkeley,Jan 03 2016,8:00 am,"Hilton Union Square, Union Square 3 & 4",American Economic Association,Evaluating Energy Efficiency Programs,Q4,Hunt Allcott,New York University,Paulina Oliva Vallejo,University of California-Santa Barbara,Lucas Davis,University of California-Berkeley,Koichiro Ito,Boston University,Arik Levinson,Georgetown University
Does the Market Value CEO Styles?,Antoinette Schoar,Massachusetts Institute of Technology,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 6 & 7",American Economic Association,"Gender in Corporation Management (G3, J4)",,Marianne Bertrand,University of Chicago,Francisco Perez-Gonzalez,Instituto Tecnológico Autónomo de México,David Yermack,New York University,Carola Frydman,Northwestern University,Glenn Ellison,Massachusetts Institute of Technology
Does the Market Value CEO Styles?,Luo Zuo,Cornell University,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 6 & 7",American Economic Association,"Gender in Corporation Management (G3, J4)",,Marianne Bertrand,University of Chicago,Francisco Perez-Gonzalez,Instituto Tecnológico Autónomo de México,David Yermack,New York University,Carola Frydman,Northwestern University,Glenn Ellison,Massachusetts Institute of Technology
Gender Diversity and Skill Contribution to Corporate Boards,Daehyun Kim,University of Texas-Austin,Jan 03 2016,8:00 am,"Hilton Union Square, Golden Gate 6 & 7",American Economic Association,"Gender in Corporation Management (G3, J4)",,Marianne Bertrand,University of Chicago,Francisco Perez-Gonzalez,Instituto Tecnológico Autónomo de México,David Yermack,New York University,Carola Frydman,Northwestern University,Glenn Ellison,Massachusetts Institute of Technology
