session_title,paper_title,author
 New Challenges for Growth in Historical Perspective,Not the Opium of the People: Income and Secularization in a Panel of Prussian Counties,"[' Sascha O. Becker ', ' Ludger Woessmann ']"
 New Challenges for Growth in Historical Perspective,From Stagnation to Sustained Growth: The Role of Female Empowerment,"[' Claude Diebolt ', ' Faustine Perrin ']"
 Lessons from Nonparametric Methods in Historical Perspective,Nonparametric Instrumental Variables Estimation,[' Whitney K. Newey ']
 Lessons from Nonparametric Methods in Historical Perspective,What Do Instrumental Variable Models Deliver with Discrete Dependent Variables?,"[' Andrew Chesher ', ' Adam M. Rosen ']"
 Lessons from Nonparametric Methods in Historical Perspective,Control Functions and Simultaneous Equations Methods,"[' Richard Blundell', ' Dennis Kristensen ', ' Rosa L. Matzkin ']"
 Structural Behavioral Economics,What Goes Up Must Come Down? Experimental Evidence on Intuitive Forecasting,"[' John Beshears', ' James J. Choi', ' Andreas Fuster', ' David Laibson ', ' Brigitte C. Madrian ']"
 Structural Behavioral Economics,Estimating the Effect of Salience in Wholesale and Retail Car Markets,"[' Meghan R. Busse', ' Nicola Lacetera', ' Devin G. Pope', ' Jorge Silva-Risso ', ' Justin R. Sydnor ']"
 Structural Behavioral Economics,Distinguishing Probability Weighting from Risk Misperceptions in Field Data,"[' Levon Barseghyan', ' Francesca Molinari', "" Ted O'Donoghue "", ' Joshua C. Teitelbaum ']"
 Structural Behavioral Economics,The Importance of Being Marginal: Gender Differences in Generosity,"[' Stefano DellaVigna', ' John A. List', ' Ulrike Malmendier ', ' Gautam Rao ']"
 Economic Analysis of Subjective Well-being,Two Happiness Puzzles,"[' Angus Deaton ', ' Arthur A. Stone ']"
 Economic Analysis of Subjective Well-being,Subjective Well-Being and Income: Is There Any Evidence of Satiation?,"[' Betsey Stevenson ', ' Justin Wolfers ']"
 Economic Analysis of Subjective Well-being,Aggregating Local Preferences to Guide Marginal Policy Adjustments,"[' Daniel J. Benjamin', ' Ori Heffetz', ' Miles S. Kimball ', ' Nichole Szembrot ']"
 Advances in Behavioral Economics,The Psychology of Tail Events: Progress and Challenges,[' Nicholas Barberis ']
 Advances in Behavioral Economics,An Approach to Incorporating Psychology into Economics,[' Matthew Rabin ']
 Advances in Behavioral Economics,Salience and Asset Prices,"[' Pedro Bordalo', ' Nicola Gennaioli ', ' Andrei Shleifer ']"
 What Do Economists Think about Major Public Policy Issues?,Views among Economists: Professional Consensus or Point-Counterpoint?,"[' Roger Gordon ', ' Gordon B. Dahl ']"
 What Do Economists Think about Major Public Policy Issues?,Economic Experts versus Average Americans,"[' Paola Sapienza ', ' Luigi Zingales ']"
 Topics in Economic Education,Course Requirements for Bachelor's Degrees in Economics,"[' William Bosshardt', ' Michael Watts ', ' William E. Becker ']"
 Topics in Economic Education,One Essay on Dissertation Formats in Economics,"[' Wendy A. Stock ', ' John J. Siegfried ']"
 Topics in Economic Education,How Economists Allocate Time to Teaching and Research,"[' Sam Allgood ', ' William B. Walstad ']"
 Topics in Economic Education,Economic Understanding in US High School Courses,[' William B. Walstad ']
 Proceedings,"Minutes of the Annual Business Meeting: San Diego, CA, January 5, 2013",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Secretary,[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Treasurer,[' Peter L. Rousseau ']
 Proceedings: Reports,American Economic Association Universal Academic Questionnaire Summary Statistics,"[' Charles E. Scott ', ' John J. Siegfried ']"
 Proceedings: Reports,List of Online Reports,[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: Chicago, IL, April 27, 2012",[' John J. Siegfried ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: San Diego, CA, January 3, 2013",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Editor: American Economic Review,[' Pinelopi Koujianou Goldberg ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Literature,[' Janet Currie ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Perspectives,[' David Autor ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Applied Economics,[' Esther Duflo ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Economic Policy,[' Alan J. Auerbach ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Macroeconomics,[' John Leahy ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Microeconomics,[' Andrew Postlewaite ']
 Proceedings: Reports,Report of the Director: Job Openings for Economists,[' John J. Siegfried ']
 Proceedings: Reports,Report: Committee on Economic Education,[' Sam Allgood ']
 Proceedings: Reports,Report: Committee on the Status of Women in the Economics Profession,[' Marjorie B. McElroy ']
 Proceedings: Reports,Report: Committee on the Status of Minority Groups in the Economics Profession,[' Cecilia Rouse ']
 Proceedings: Reports,Report: American Economic Association Committee on Statistics,[' Robert Feenstra ']
 Proceedings: Reports,Report: Committee on Government Relations,[' Robert Moffitt ']
 Proceedings: Reports,Report: Ad Hoc Committee on Criterion for the John Bates Clark Medal,"[' Jonathan Gruber', ' Chris Paxson', ' Valerie Ramey ', ' Michael Woodford ']"
 Proceedings: Reports,Report: Ad Hoc Search Committee for the Editor of the American Economic Journal: Economic Policy,"[' David Cutler', ' Amy Finkelstein', ' Adriana Lleras-Muney', ' James Poterba', ' David Romer ', ' Robert Shimer ']"
 Proceedings: Reports,Report: Ad Hoc Search Committee for the Editor of the Journal of Economic Literature,[' Anil Kashyap ']
