session_title,paper_title,author
" Marriage Market: Formation, Selection, and Policy Effects",Tying the Double-Knot: The Role of Assets in Marriage Commitment,"[' Jeanne Lafortune ', ' Corinne Low ']"
 New Technologies and the Labor Markets,Is Modern Technology Responsible for Jobless Recoveries?,"[' Georg Graetz ', ' Guy Michaels ']"
 New Technologies and the Labor Markets,Secular Stagnation? The Effect of Aging on Economic Growth in the Age of Automation,"[' Daron Acemoglu ', ' Pascual Restrepo ']"
 New Technologies and the Labor Markets,Concentrating on the Fall of the Labor Share,"[' David Autor', ' David Dorn', ' Lawrence F. Katz', ' Christina Patterson ', ' John Van Reenen ']"
 Platform Competition and Market Design,Pandora's Auctions: Dynamic Matching with Unknown Preferences,"[' Daniel Fershtman ', ' Alessandro Pavan ']"
 Platform Competition and Market Design,Multidimensional Platform Design,"[' André Veiga', ' E. Glen Weyl ', ' Alexander White ']"
 Platform Competition and Market Design,Discrete Pricing and Market Fragmentation: A Tale of Two-Sided Markets,"[' Yong Chao', ' Chen Yao ', ' Mao Ye ']"
 Matching without Substitutes: Theory and Applications,Recent Developments in Matching with Constraints,"[' Yuichiro Kamada ', ' Fuhito Kojima ']"
 Matching without Substitutes: Theory and Applications,Redesigning the Israeli Psychology Master's Match,"[' Avinatan Hassidim', ' Assaf Romm ', ' Ran I. Shorrer ']"
 Matching without Substitutes: Theory and Applications,Large-Scale Affirmative Action in School Choice: Admissions to IITs in India,"[' Orhan Aygün ', ' Bertan Turhan ']"
 Matching without Substitutes: Theory and Applications,Stable and Strategy-Proof Matching with Flexible Allotments,"[' John William Hatfield', ' Scott Duke Kominers ', ' Alexander Westkamp ']"
 Mistakes in Dominant-Strategy Mechanisms,"The Mechanism Is Truthful, Why Aren't You?","[' Avinatan Hassidim', ' Déborah Marciano', ' Assaf Romm ', ' Ran I. Shorrer ']"
 Mistakes in Dominant-Strategy Mechanisms,Mistaken Play in the Deferred Acceptance Algorithm: Implications for Positive Assortative Matching,[' Alex Rees-Jones ']
 Mistakes in Dominant-Strategy Mechanisms,Obvious Ex Post Equilibrium,[' Shengwu Li ']
 Mistakes in Dominant-Strategy Mechanisms,Bounded Rationality and Robust Mechanism Design: An Axiomatic Approach,"[' Luyao Zhang ', ' Dan Levin ']"
 Economics of Matching,Regression Discontinuity in Serial Dictatorship: Achievement Effects at Chicago's Exam Schools,"[' Atila Abdulkadroǧlu', ' Joshua D. Angrist', ' Yusuke Narita', ' Parag A. Pathak ', ' Roman A. Zarate ']"
 Economics of Matching,Policy Analysis in Matching Markets,[' Nikhil Agarwal ']
 Economics of Matching,The Econometrics and Some Properties of Separable Matching Models,"[' Alfred Galichon ', ' Bernard Salanié ']"
 Economics of Matching,Specifying a Structural Matching Game of Trading Networks with Transferable Utility,[' Jeremy T. Fox ']
 Machine Learning in Econometrics,Double/Debiased/Neyman Machine Learning of Treatment Effects,"[' Victor Chernozhukov', ' Denis Chetverikov', ' Mert Demirer', ' Esther Duflo', ' Christian Hansen ', ' Whitney Newey ']"
 Machine Learning in Econometrics,Testing-Based Forward Model Selection,[' Damian Kozbur ']
 Machine Learning in Econometrics,L2-Boosting for Economic Applications,"[' Ye Luo ', ' Martin Spindler ']"
 Machine Learning in Econometrics,Core Determining Class and Inequality Selection,"[' Ye Luo ', ' Hai Wang ']"
 Machine Learning in Econometrics,Estimating Average Treatment Effects: Supplementary Analyses and Remaining Challenges,"[' Susan Athey', ' Guido Imbens', ' Thai Pham ', ' Stefan Wager ']"
 Learning from Data in Economics,What Can We Learn from Experiments? Understanding the Threats to the Scalability of Experimental Results,"[' Omar Al-Ubaydli', ' John A. List ', ' Dana L. Suskind ']"
 Learning from Data in Economics,What Have We Learned from Structural Models?,[' Richard Blundell ']
 Learning from Data in Economics,Economic Research Evolves: Fields and Styles,"[' Joshua Angrist', ' Pierre Azoulay', ' Glenn Ellison', ' Ryan Hill ', ' Susan Feng Lu ']"
 Learning from Data in Economics,Abducting Economics,"[' James J. Heckman ', ' Burton Singer ']"
 Creating Entrepreneurs,The Impact of Entrepreneurship Programs on Minorities,"[' Elizabeth Lyons ', ' Laurina Zhang ']"
 Creating Entrepreneurs,Gender Gap in High-Growth Ventures: Evidence from a University Venture Mentoring Program,"[' Erin L. Scott ', ' Pian Shu ']"
 Creating Entrepreneurs,Which Entrepreneurs Are Coachable and Why?,"[' Kevin A. Bryan', ' András Tilcsik ', ' Brooklynn Zhu ']"
 Creating Entrepreneurs,Endogenous Appropriability,"[' Joshua S. Gans ', ' Scott Stern ']"
" Entrepreneurship, Firm Dynamics, and Growth","Declining Dynamism, Allocative Efficiency, and the Productivity Slowdown","[' Ryan A. Decker', ' John Haltiwanger', ' Ron S. Jarmin ', ' Javier Miranda ']"
" Entrepreneurship, Firm Dynamics, and Growth",Immigration and the Rise of American Ingenuity,"[' Ufuk Akcigit', ' John Grigsby ', ' Tom Nicholas ']"
 Worker Adjustment to Economic Shocks,Transferability of Skills across Sectors and Heterogeneous Displacement Costs,"[' Moises Yi', ' Steffen Mueller ', ' Jens Stegmaier ']"
 Worker Adjustment to Economic Shocks,Trade and Manufacturing Jobs in Germany,"[' Wolfgang Dauth', ' Sebastian Findeisen ', ' Jens Suedekum ']"
 Worker Adjustment to Economic Shocks,A Context-Robust Measure of the Disincentive Cost of Unemployment Insurance,"[' Johannes F. Schmieder ', ' Till von Wachter ']"
 Job Change and Earning Growth,Composition and Aggregate Real Wage Growth,"[' Mary C. Daly ', ' Bart Hobijn ']"
 Job Change and Earning Growth,Do Job-to-Job Transitions Drive Wage Fluctuations over the Business Cycle?,"[' Fatih Karahan', ' Ryan Michaels', ' Benjamin Pugsley', ' Ayşegül Şahin ', ' Rachel Schuh ']"
 Job Change and Earning Growth,Job-to-Job Flows and Earnings Growth,"[' Joyce K. Hahn', ' Henry R. Hyatt', ' Hubert P. Janicki ', ' Stephen R. Tibbets ']"
 Job Change and Earning Growth,The Relative Power of Employment-to-Employment Reallocation and Unemployment Exits in Predicting Wage Growth,"[' Giuseppe Moscarini ', ' Fabien Postel-Vinay ']"
 Income Inequality within and across Firms,Heterogeneous Scarring Effects of Full-Year Nonemployment,"[' Fatih Guvenen', ' Fatih Karahan', ' Serdar Ozkan ', ' Jae Song ']"
 Income Inequality within and across Firms,Returns to Education through Access to Higher-Paying Firms: Evidence from US Matched Employer-Employee Data,"[' Niklas Engbom ', ' Christian Moser ']"
 Income Inequality within and across Firms,Wage Inequality and Firm Growth,"[' Holger M. Mueller', ' Paige P. Ouimet ', ' Elena Simintzi ']"
 Income Inequality within and across Firms,The Role of Firms in Gender Earnings Inequality: Evidence from the United States,[' Isaac Sorkin ']
 Income Inequality and Income Risk in the 21st Century,The Role of Unemployment in the Rise in Alternative Work Arrangements,"[' Lawrence F. Katz ', ' Alan B. Krueger ']"
 Income Inequality and Income Risk in the 21st Century,Firm-Related Risk and Precautionary Saving Response,"[' Andreas Fagereng', ' Luigi Guiso ', ' Luigi Pistaferri ']"
 Income Inequality and Income Risk in the 21st Century,Worker Betas: Five Facts about Systematic Earnings Risk,"[' Fatih Guvenen', ' Sam Schulhofer-Wohl', ' Jae Song ', ' Motohiro Yogo ']"
 Income Inequality and Income Risk in the 21st Century,Global Inequality Dynamics: New Findings from WID.world,"[' Facundo Alvaredo', ' Lucas Chancel', ' Thomas Piketty', ' Emmanuel Saez ', ' Gabriel Zucman ']"
" Inequality in Motion: Implications for the Military, Homeownership, Consumption, Tax Compliance, and the Labor Market",Segregation and Homeownership in the Early Twentieth Century,"[' Trevon D. Logan ', ' John M. Parman ']"
" Inequality in Motion: Implications for the Military, Homeownership, Consumption, Tax Compliance, and the Labor Market",Who Will Fight? The All-Volunteer Army after 9/11,"[' Susan Payne Carter', ' Alexander A. Smith ', ' Carl Wojtaszek ']"
" Inequality in Motion: Implications for the Military, Homeownership, Consumption, Tax Compliance, and the Labor Market",Taxman's Dilemma: Coercion or Persuasion? Evidence from a Randomized Field Experiment in Ethiopia,"[' Abebe Shimeles', ' Daniel Zerfu Gurara ', ' Firew Woldeyes ']"
" Inequality in Motion: Implications for the Military, Homeownership, Consumption, Tax Compliance, and the Labor Market",Inequality in the Labor Market for Native American Women and the Great Recession,[' Jeffrey D. Burnette ']
" Inequality in Motion: Implications for the Military, Homeownership, Consumption, Tax Compliance, and the Labor Market",Consumption Smoothing and Frequency of Benefit Payments of Cash Transfer Programs,"[' Emma Aguila', ' Arie Kapteyn ', ' Francisco Perez-Arce ']"
 Migration and Climate Change: Location Choice in Response to Rapid- and Slow-Onset Climate Events,Asylum Applications and Migration Flows,"[' Anouch Missirian ', ' Wolfram Schlenker ']"
 Migration and Climate Change: Location Choice in Response to Rapid- and Slow-Onset Climate Events,Validating Migration Responses to Flooding Using Satellite and Vital Registration Data,"[' Joyce J. Chen', ' Valerie Mueller', ' Yuanyuan Jia ', ' Steven Kuo-Hsin Tseng ']"
 Migration and Climate Change: Location Choice in Response to Rapid- and Slow-Onset Climate Events,Heat Exposure and Youth Migration in Central America and the Caribbean,"[' Javier Baez', ' German Caruso', ' Valerie Mueller ', ' Chiyu Niu ']"
 Migration and Climate Change: Location Choice in Response to Rapid- and Slow-Onset Climate Events,Improving Climate-Change Modeling of US Migration,"[' Mark D. Partridge', ' Bo Feng ', ' Mark Rembert ']"
 Evaluating Behavioral Policy Applications Using Administrative Data,Retirement Contribution Rate Nudges and Plan Participation: Evidence from a Field Experiment,"[' Jacob Goldin', ' Tatiana Homonoff ', ' Will Tucker-Ray ']"
 Evaluating Behavioral Policy Applications Using Administrative Data,Challenges to Replication and Iteration in Field Experiments: Evidence from Two Direct Mail Shots,"[' Jake Bowers', ' Nathaniel Higgins', ' Dean Karlan', ' Sarah Tulman ', ' Jonathan Zinman ']"
 Evaluating Behavioral Policy Applications Using Administrative Data,Government-Academic Partnerships in Randomized Evaluations: The Case of Inappropriate Prescribing,"[' Adam Sacarny', ' David Yokum ', ' Shantanu Agrawal ']"
 Evaluating Behavioral Policy Applications Using Administrative Data,Reminders and Recidivism: Using Administrative Data to Characterize Nonfilers and Conduct EITC Outreach,"[' John Guyton', ' Pat Langetieg', ' Day Manoli', ' Mark Payne', ' Brenda Schafer ', ' Michael Sebastiani ']"
 United States Health Care from Various Perspectives,Does Machine Learning Automate Moral Hazard and Error?,"[' Sendhil Mullainathan ', ' Ziad Obermeyer ']"
 United States Health Care from Various Perspectives,Wearable Technologies and Health Behaviors: New Data and New Methods to Understand Population Health,"[' Benjamin Handel ', ' Jonathan Kolstad ']"
 United States Health Care from Various Perspectives,Is American Health Care Uniquely Inefficient? Evidence from Prescription Drugs,"[' Margaret Kyle ', ' Heidi Williams ']"
 United States Health Care from Various Perspectives,Is American Pet Health Care (Also) Uniquely Inefficient?,"[' Liran Einav', ' Amy Finkelstein ', ' Atul Gupta ']"
 Maternal and Child Health in Developing Countries,"Mothers Care More, but Fathers Decide: Educating Parents about Child Health in Uganda","[' Martina Björkman Nyqvist ', ' Seema Jayachandran ']"
 Maternal and Child Health in Developing Countries,"Precommitment, Cash Transfers, and Timely Arrival for Birth: Evidence from a Randomized Controlled Trial in Nairobi Kenya","[' Jessica Cohen', ' Katherine Lofgren ', ' Margaret McConnell ']"
 Maternal and Child Health in Developing Countries,Personality Traits and Performance Contracts: Evidence from a Field Experiment among Maternity Care Providers in India,"[' Katherine Donato', ' Grant Miller', ' Manoj Mohanan', ' Yulya Truskinovsky ', ' Marcos Vera-Hernández ']"
 Maternal and Child Health in Developing Countries,Traditional Beliefs and Learning about Maternal Risk in Zambia,"[' Nava Ashraf', ' Erica Field', ' Giuditta Rusconi', ' Alessandra Voena ', ' Roberta Ziparo ']"
 Health and the Environment,Does Forest Loss Increase Human Disease? Evidence from Nigeria,"[' Julia Berazneva ', ' Tanya S. Byker ']"
 Health and the Environment,Shale Gas Development and Drinking Water Quality,"[' Elaine Hill ', ' Lala Ma ']"
 Health and the Environment,The Impact of Indonesian Forest Fires on Singaporean Pollution and Health,"[' Tamara L. Sheldon ', ' Chandini Sankaran ']"
" The Impact of Disease, Gender, and Disability on Children and Households",Disease and Gender Gaps in Human Capital Investment: Evidence from Niger's 1986 Meningitis Epidemic,"[' Belinda Archibong ', ' Francis Annan ']"
" The Impact of Disease, Gender, and Disability on Children and Households",How Children with Mental Disabilities Affect Household Investment Decisions,"[' Vicki L. Bogan ', ' Jose M. Fernandez ']"
" The Impact of Disease, Gender, and Disability on Children and Households",Excess Male Infant Mortality: The Gene-Institution Interactions,"[' Rol', 'Pongou', ' Barthelemy Kuate Defo ', ' Zacharie Tsala Dimbuene ']"
 Labor Markets and Crime,Using Causal Forests to Predict Treatment Heterogeneity: An Application to Summer Jobs,"[' Jonathan M.V. Davis ', ' Sara B. Heller ']"
 Labor Markets and Crime,Does Public Assistance Reduce Recidivism?,[' Crystal S. Yang ']
 Labor Markets and Crime,"Moving to Job Opportunities? The Effect of ""Ban the Box"" on the Composition of Cities","[' Jennifer L. Doleac ', ' Benjamin Hansen ']"
 Labor Markets and Crime,The Effect of Criminal Records on Access to Employment,"[' Amanda Agan ', ' Sonja Starr ']"
 Cooperation and Conflict: Perspective from Economics and Beyond,Keeping It in the Family: Lineage Organization and the Scope of Trust in Sub-Saharan Africa,"[' Jacob Moscona', ' Nathan Nunn ', ' James A. Robinson ']"
 Cooperation and Conflict: Perspective from Economics and Beyond,The Evolution of Egalitarian Sociolinguistic Conventions,"[' Suresh Naidu', ' Sung-Ha Hwang ', ' Samuel Bowles ']"
 Cooperation and Conflict: Perspective from Economics and Beyond,How the Second-Order Free Rider Problem Is Solved in a Small-Scale Society,[' Sarah Mathew ']
 Cooperation and Conflict: Perspective from Economics and Beyond,Why Being Wrong Can Be Right: Magical Warfare Technologies and the Persistence of False Beliefs,"[' Nathan Nunn ', ' Raul Sanchez de la Sierra ']"
 Heterogeneity and Power Laws in Macroeconomics,Aggregate Demand and the Top 1 Percent,"[' Adrien Auclert ', ' Matthew Rognlie ']"
 Heterogeneity and Power Laws in Macroeconomics,Earnings Inequality and Other Determinants of Wealth Inequality,"[' Jess Benhabib', ' Alberto Bisin ', ' Mi Luo ']"
 Heterogeneity and Power Laws in Macroeconomics,Large Firms and International Business Cycle Comovement,"[' Julian di Giovanni', ' Andrei A. Levchenko ', ' Isabelle Mejean ']"
 Heterogeneity and Power Laws in Macroeconomics,"Big Banks, Idiosyncratic Volatility, and Systemic Risk","[' Ricardo T. Fernholz ', ' Christoffer Koch ']"
 Monetary and Financial Market Intervention around the World,China's Gradualistic Economic Approach and Financial Markets,"[' Markus K. Brunnermeier', ' Michael Sockin ', ' Wei Xiong ']"
 Monetary and Financial Market Intervention around the World,"Rents, Technical Change, and Risk Premia Accounting for Secular Trends in Interest Rates, Returns on Capital, Earning Yields, and Factor Shares","[' Ricardo J. Caballero', ' Emmanuel Farhi ', ' Pierre-Olivier Gourinchas ']"
 Monetary and Financial Market Intervention around the World,Euro-Area Quantitative Easing and Portfolio Rebalancing,"[' Ralph S. J. Koijen', ' François Koulischer', ' Benoît Nguyen ', ' Motohiro Yogo ']"
 Education Economics,"Capitalization of School Quality in Housing Prices: Evidence from Boundary Changes in Shelby County, Tennessee","[' Courtney A. Collins ', ' Erin K. Kaplan ']"
 Education Economics,Teenage Motherhood and Sibling Outcomes,[' Jennifer A. Heissel ']
 Education Economics,The Importance of Information Targeting for School Choice,"[' Kehinde F. Ajayi', ' Willa H. Friedman ', ' Adrienne M. Lucas ']"
 The Economics Major: Present and Future,Trends in Economics and Other Undergraduate Majors,[' Wendy A. Stock ']
 The Economics Major: Present and Future,Some Lasting Effects of Undergraduate Economics on Retirement Planning,"[' William Bosshardt ', ' William B. Walstad ']"
 The Economics Major: Present and Future,Promoting Undergraduate Research in Economics,"[' Gail M. Hoyt ', ' KimMarie McGoldrick ']"
 The Economics Major: Present and Future,Learning Outcomes for Economists,"[' Sam Allgood ', ' Amanda Bayer ']"
 Proceedings: Reports,"Minutes of the Annual Business Meeting: Chicago, IL, January 6, 2017",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Secretary,[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Treasurer,[' Peter L. Rousseau ']
 Proceedings: Reports,American Economic Association Universal Academic Questionnaire Summary Statistics,"[' Charles E. Scott ', ' John J. Siegfried ']"
 Proceedings: Reports,List of Online Reports,[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: Chicago, IL, April 29, 2016",[' Peter L. Rousseau ']
 Proceedings: Reports,"Minutes of the Meeting of the Executive Committee: Chicago, IL, January 5, 2017",[' Peter L. Rousseau ']
 Proceedings: Reports,Report of the Editor: American Economic Review,[' Pinelopi Koujianou Goldberg ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Literature,[' Steven Durlauf ']
 Proceedings: Reports,Report of the Editor: Journal of Economic Perspectives,[' Enrico Moretti ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Applied Economics,[' Esther Duflo ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Economic Policy,[' Matthew D. Shapiro ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Macroeconomics,[' Richard Rogerson ']
 Proceedings: Reports,Report of the Editor: American Economic Journal: Microeconomics,"[' Andrew Postlewaite ', ' Johannes Horner ']"
 Proceedings: Reports,Report of the Director: Job Openings for Economists,[' John J. Siegfried ']
 Proceedings: Reports,Report: Committee on Economic Education,[' Sam Allgood ']
 Proceedings: Reports,Report: Committee on the Status of Women in the Economics Profession (CSWEP),[' Shelly Lundberg ']
 Proceedings: Reports,Report: Committee on the Status of Minority Groups in the Economics Profession (CSMGEP),"[' Cecilia Rouse ', ' Gary A. Hoover ']"
 Proceedings: Reports,Report: American Economic Association Committee on Statistics (AEAStat),[' Robert Moffitt ']
 Proceedings: Reports,Report: Committee on Government Relations,[' Jonathan Skinner ']
 Proceedings: Reports,Report of the Search Committee for the Editor of the American Economic Review,[' David Autor ']
