"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Adam","Adam Sieminski","Competition of Fuels and the Outlook for Oil and Gas","U.S. Energy Information Administration","Jan 05 2013","12:30 PM","Hyatt, Edward C","International Association for Energy Economics/American Economic Association","The Future of Energy: Markets, Technology and Policy","Q4","Kenneth Medlock III","Rice University","","","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Ray","Transaction Networks: Evidence from Mobile Money in Kenya","Innovations for Poverty Action","Jan 06 2013","1:00 PM","Hyatt, Manchester A","American Economic Association","Money Management by Households and Firms in Kenya","O1","David Weil","Brown University","Joshua Blumenstock","University of Washington","Jonathan Morduch","New York University","Dean Yang","University of Michigan","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Cook","Wise Up: Get Educated, Quit Smoking","University at Buffalo","Jan 05 2013","2:30 PM","Hyatt, Ford A","American Economic Association","Effects of Education and Access to Education","I2","Peter McHenry","College of William & Mary","","","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam M. Rosen","Simultaneous Equations Models for Discrete Outcomes: Coherence, Completeness, and Identification","University College London","Jan 04 2013","10:15 AM","Hyatt, America's Cup C","Econometric Society","Identification in Models with Endogeneity","C2","Yingyao Hu","Johns Hopkins University","Arthur Lewbel","Boston College","","","","","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adeleke","Adeleke Salami","Access to Water and Sanitation in Sub-Saharan Africa: The Impacts of Development AID","African Development Bank","Jan 06 2013","8:00 AM","Marriott, Torrey Pines 3","National Economic Association","African Development","O1","Gregory Price","Morehouse College","Olu Ajakaiye","African Centre for Shared Development","George Kararach","African Capacity Building Foundation","Malokele Nanivazo","United Nations University/World Institute of Development Economics","Mwanza Nkusu","Inernational Monetary Fund","Kidaya Ntoko","Queens College, City University of New York","ADELEKE",2,0,1,0,2,1,0,1,0
"Adnan","Adnan Qadir","Property Tax Experiment in Punjab, Pakistan: Preliminary Evidence on the Role of Incentives on Tax Inspectors' Behavior","London School of Economics","Jan 05 2013","8:00 AM","Hyatt, Manchester A","American Economic Association","Taxation in Developing Countries","H2","Dina Pomeranz","Harvard University","Joel Slemrod","University of Michigan","Wojciech Kopczuk","Columbia University","Raymond Fisman","Columbia University","Stephan Litschig","Universitat Pompeu Fabra","","","ADNAN",43,0,1,0,43,1,0,1,0
"Adriano","Adriano Rampini","Financial Intermediary Capital","Duke University","Jan 04 2013","2:30 PM","Marriott, Balboa & Mission Hills","American Finance Association","Macro Finance","G1","Ravi Bansal","Duke University","Charles Engel","University of Wisconsin-Madison","Xavier Gabaix","New York University","Pietro Veronesi","University of Chicago","Gary Gorton","Yale University","","","ADRIANO",22,0,1,0,22,1,0,1,0
"Adrienne","Adrienne M. Lucas","Adult Antiretroviral Therapy and Child Health: Evidence from Scale-up in Zambia","University of Delaware","Jan 05 2013","2:30 PM","Hyatt, Gregory A & B","American Economic Association","Health Economics in Developing Countries","I1","Shelley White-Means","University of Tennessee","Adriana Lleras-Muney","University of California-Los Angeles","Erica Field","Duke University","Frank Sloan","Duke University","Marjorie B. McElroy","Duke University","","","ADRIENNE",0,250,0,1,250,0,1,0,1
"Ajay","Ajay Patel","Culture and CEO Compensation","Wake Forest University","Jan 06 2013","10:15 AM","Marriott, Cardiff & Carlsbad","American Finance Association","Compensation and Incentives","G3","Katharina Lewellen","Dartmouth College","Carola Frydman","Boston University","David Yermack","New York University","Luigi Zingales","University of Chicago","","","","","AJAY",59,0,1,0,59,1,0,1,0
"Akwasi","Akwasi Nti-Addae","Access to Credit in Sub-Saharan Africa: How Relevant is Gender?”","University of Kansas","Jan 05 2013","12:30 PM","Marriott, Torrey Pines 3","National Economic Association","Women and Economic Development in Africa","O1","Rhonda Sharpe","Bennett College","Kwabena Gyimah-Brempong","University of South Florida","John Karikari","Government Accountability Office","Akwasi Nti-Addae","University of Kansas","Leonce Ndikumana","University of Massachusetts","Ruth Uwaifo","Georgia Institute of Technology","AKWASI",9,0,1,0,9,1,0,1,0
"Al","Al Campbell","Innovation and Assuring Competitive Quality -- Successes and Never-Ending Challenges at Mondragon","University of Utah","Jan 04 2013","8:00 AM","Marriott, Newport Beach","Union for Radical Political Economists","Worker Co-operatives: Key Ingredients for Viability","L2","Robin Hahnel","Portland State University","Robin Hahnel","Portland State University","Ian Seda-Irizary","Bucknell University","","","","","","","AL",356,9,0.9753425,0.0246575,365,1,0,1,0
"Al","Al Campbell","The US Financial Sector Rate of Profit","University of Utah","Jan 05 2013","2:30 PM","Marriott, Malibu","Union for Radical Political Economists","Current Research on the Rate Of Profit","P1","David Kotz","University of Massachusetts-Amherst","David Kotz","University of Massachusetts-Amherst","Fred Moseley","Mount Holyoke College","","","","","","","AL",356,9,0.9753425,0.0246575,365,1,0,1,0
"Alain","Alain Chateauneuf","Optimal Risk Sharing with Optimistic and Pessimistic Decision Makers","CERMSEM Universite Paris 1","Jan 04 2013","8:00 AM","Hyatt, America's Cup C","Econometric Society","Information Economics","D8","Edward Green","Pennsylvania State University","Rodrigo Novinski","Ibmec Business School","Edward Green","Pennsylvania State University","Peter N. Sorensen","University of Copenhagen","","","","","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alan","Alan Spearot","West Coast Cool","Musician: drums","Jan 04 2013","8:00 PM","Hyatt, Manchester Foyer","American Economic Association","Music Session","Z1","Gary Walton","University of California-Davis","","","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan C. Monheit","Did the Affordable Care Act's Dependent Coverage Provision Expand Health Insurance Coverage for Young Adults?","University of Medicine and Dentistry of New Jersey","Jan 05 2013","8:00 AM","Marriott, Coronado Room","Health Economics Research Organization/American Economic Association","Early Effects of the 2010 Affordable Care Act","I1","Donald Yett","University of Southern California","Thomas Buchmueller","University of Michigan","Donald Kenkel","Cornell University","Michael E. Chernew","Harvard University","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Albert","Albert Banal-Estanol","Separate or Joint Financing? Coinsurance, Risk Contamination, and Optimal Conglomeration with Bankruptcy Costs","Universitat Pompeu Fabra","Jan 06 2013","8:00 AM","Marriott, Marina Salon E","American Finance Association","Corporate Investments and Liquidations","G3","Itay Goldstein","University of Pennsylvania","Alex Edmans","University of Pennsylvania","Barney Hartman-Glaser","Duke University","Vincent Glode","University of Pennsylvania","Richmond Mathews","University of Maryland","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert (Pete) Kyle","Large Bets and Stock Market Crashes","University of Maryland","Jan 04 2013","8:00 AM","Marriott, Marina Salon G","American Finance Association","Market Microstructure","G1","Ingrid Werner","Ohio State University","Joel Hasbrouck","New York University","Karl Diether","Dartmouth College","Xavier Gabaix","New York University","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Mafusire","Macroeconomic Shock Synchronization in the East African Community","African Development Bank","Jan 06 2013","8:00 AM","Marriott, Torrey Pines 3","National Economic Association","African Development","O1","Gregory Price","Morehouse College","Olu Ajakaiye","African Centre for Shared Development","George Kararach","African Capacity Building Foundation","Malokele Nanivazo","United Nations University/World Institute of Development Economics","Mwanza Nkusu","Inernational Monetary Fund","Kidaya Ntoko","Queens College, City University of New York","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Park","Cognitive Skills, Non‐Cognitive Skills, and the Employment and Wages of Young Adults in Rural China","Hong Kong University of Science and Technology","Jan 05 2013","2:30 PM","Hyatt, Madeleine C & D","Chinese Economists Society","Challenges for the Chinese Labor Market","J3","Klaus Zimmermann","Institute for the Study of Labor (IZA)","Jeffrey Zax","University of Colorado-Boulder","Corrado Giulietti","IZA","Kailing Shen","Xiamen University","Albert Park","Hong Kong University of Science and Technology","Peter Kuhn","University of California-Santa Barbara","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Alberto","Alberto J. Lamadrid","Optimization of Stochastic Resources in the Electricity System","Cornell University","Jan 04 2013","2:30 PM","Hyatt, Madeleine B","International Association for Energy Economics","Advances in Energy Economics Research","Q4","Kevin Forbes","Catholic University of America","Andrea Bollino","Universita di Perugia","Timothy Fitzgerald","Montana State University","Xiaoyi Mu","University of Dundee","Youngho Chang","Nanyang Technological University","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alejandro","Alejandro Zentner","How Video Rental Patterns Change as Consumers Move Online","University of Texas-Dallas","Jan 05 2013","2:30 PM","Hyatt, Elizabeth Ballroom F","American Economic Association","Economics of the Internet","D1","Hal Varian","Google","Feng Zhu","University of Southern California","Hal R. Varian","Google","Jeffrey Prince","Indiana University","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Nin Pratt","Reducing the Environmental Efficiency Gap in Global Livestock Production: Implications for Developing Countries","IFPRI","Jan 04 2013","2:30 PM","Marriott, Torrey Pines 1","Agricultural & Applied Economics Association","Agricultural R&D, Productivity and Greenhouse Gas Emissions","Q1","Derek Byerlee","CGIAR","","","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Castaneda","Media vs Politicians: Who Buys Whom?","El Colegio de Mexico","Jan 06 2013","8:00 AM","Hyatt, Cunningham C","Econometric Society","Media and Political Economics","D7","Przemyslaw Jeziorski","Economics Johns Hopkins University","Cesar Martinelli","ITAM-CIE","Przemyslaw Jeziorski","Johns Hopkins University","David Stromberg","IIES, Stockholm University","Matthew Gentzkow","University of Chicago","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Zentner","Measuring the Impact of File Sharing on the Movie Industry: An Empirical Analysis Using a Panel of Countries","University of Texas-Dallas","Jan 05 2013","8:00 AM","Hyatt, Edward A & B","American Economic Association","Internet Effects","L8","Jonathan Lafky","Lafayette College","","","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alejandro","Alejandro Nin Pratt","Mechanization and Agricultural Technology Evolution, Agricultural Intensification in Sub-Saharan Africa: Typology of Agricultural Mechanization in Nigeria","International Food Policy Research Institute (IFPRI)","Jan 04 2013","10:15 AM","Marriott, Torrey Pines 1","Agricultural & Applied Economics Association","Agricultural Mechanization in Developing Countries","Q1","Gershon Feder","International Food Policy Research Institute (IFPRI)","Derek Byerlee","World Bank","Funing Zhong","Nanjing Agricultural University","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alex","Alex Brown","Estimating Structural Models of Limited Strategic Thinking in the Field: The Case of Missing Movie Critic Reviews","Texas A&M University","Jan 05 2013","8:00 AM","Hyatt, Madeleine A","Industrial Organization Society","Empirical Behavioral Industrial Organization","L2","Matthew Shum","California Institute of Technology","Christopher Snyder","Dartmouth College","Robert Adams","Federal Reserve Board","Jacob Gramlich","Federal Reserve Board","Ying Fan","University of Michigan","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alexander","Alexander Field","The Interwar Housing Cycle in the Light of 2001-2011: A Comparative Historical Approach","Santa Clara University","Jan 04 2013","12:30 PM","Hyatt, Emma C","Cliometrics Society","Housing and Urban Development","N9","Allison Shertzer","University of Pittsburgh","Daniel Fetter","Wellesley College","Katharine Shester","Washington and Lee University","Matt Jaremski","Colgate University","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Whalley","Hierarchical Accountability in Government: Theory and Evidence","University of California-Merced and NBER","Jan 05 2013","2:30 PM","Hyatt, Gibbons","Econometric Society","Political Economy","D7","Marcus Berliant","Washington University-St. Louis","Gabriele Gratton","University of New South Wales","Levent Celik","CERGE-EI","Marcus Berliant","Washington University-St. Louis","Razvan Vlaicu","University of Maryland","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Rodnyanski","Persistent Anti-Market Culture: A Legacy of the Pale of Settlement after the Holocaust","CEFIR","Jan 06 2013","8:00 AM","Hyatt, Edward B & C","Association for Comparative Economic Studies","Historical and Contemporary Dimensions of Economic Transition: Evidence from the Life in Transition Survey","P2","Erik Berglöf","EBRD","Jeromin Zettelmeyer","EBRD","Martin Brown","University of St. Gallen","Ralph De Haas","EBRD","Ekaterina Zhuravskaya","Paris School of Economics and New Economic School","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander W. Cappele","•Willingness to compete: Family matters","NHH Norwegian School of Economics","Jan 05 2013","8:00 AM","Hyatt, Molly A & B","American Economic Association","Quasi Experimental Evidence on Gender Differences","J1","Shelly Lundberg","University of California-Santa Barbara","Daniele Paserman","Boston University","Shelly Lundberg","University of California-Santa-Barbara","Stefano Gagliaducci","University of Rome","Peter Kuhn","University of California-Santa Barbara","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Moradi","Colonial Investments and Long-Term Development in Africa: Evidence from Ghanaian Railroads","University of Sussex","Jan 06 2013","10:15 AM","Hyatt, Randle D","American Economic Association","Urbanization and Transportation Infrastructure in Developing Countries","O1","Benjamin A. Olken","Massachusetts Institute of Technology","Michael E. Waugh","New York University","Nancy Qian","Yale University","Benjamin A. Olken","Massachusetts Institute of Technology","Guy Michaels","London School of Economics","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Kempf","Portfolio Optimization Using Forward-Looking Information","University of Cologne","Jan 04 2013","2:30 PM","Marriott, Cardiff & Carlsbad","American Finance Association","Portfolio Choice: Theory and Evidence","G1","Guofu Zhou","Washington University in Saint Louis","Yufeng Han","University of Colorado-Denver","Yingzi Zhu","Tsinghua University","Jennifer Huang","University of Texas-Austin","Charles Cao","Pennsylvania State University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Schulz","Flight to Where? Evidence from Bank Investments During the Financial Crisis","Deutsche Bundesbank","Jan 06 2013","10:15 AM","Marriott, Marina Salon E","American Finance Association","Financial Crisis","G1","Tobias Adrian","Federal Reserve Bank of New York","Annette Vissing-Jorgensen","Northwestern University","Victoria Ivashina","Harvard University","Augustin Landier","University of Toulouse","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Hijzen","Employment Protection and Worker Turnover: Firm-Level Evidence from Italy","OECD","Jan 06 2013","10:15 AM","Hyatt, Edward B & C","Association for Comparative Economic Studies","Labor Market Flexibility and Outcomes in Developed and Emerging Market Countries","J6","Jan Svejnar","Columbia University","John P. Bonin","Wesleyan University","Zuzana Brixiova","UNDP and African Development Bank","Stepan Jurajda","Charles University","Wenli Li","Federal Reserve Bank of Philadelphia","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander W. Richter","Income Inequality and Current Account Imbalances","Indiana University","Jan 05 2013","10:15 AM","Hyatt, Elizabeth Ballroom H","American Economic Association","Household Heterogeneity, Business Cycles, and Monetary Policy","E2","Yuriy Gorodnichenko","University of California-Berkeley","William A. Branch","University of California-Irvine","James K. Galbraith","University of Texas-Austin","Menzie Chinn","University of Wisconsin","Martin Schneider","Stanford University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Popov","\"When the Cat's Away the Mice Will Play\": Does Regulation at Home Affect Bank Risk Taking Abroad?","European Central Bank","Jan 05 2013","8:00 AM","Marriott, Marina Salon F","American Finance Association","Financial Regulation and Policy","G2","Patrick Bolton","Columbia University","Tobias Adrian","Federal Reserve Bank of New York","David Skeie","Federal Reserve Bank of New York","Anton Korinek","University of Maryland","Elod Takats","Bank for International Settlements","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexandra","Alexandra Niessen-Ruenzi","Pride and Prestige: Why Some Firms Pay Their CEOs Less","University of Mannheim","Jan 06 2013","1:00 PM","Marriott, Marina Salon E","American Finance Association","Executive Compensation and CEO's","G3","E. Kim","University of Michigan-Ann Arbor","Jennifer Brown","Northwestern University","Yao Lu","Tsinghua University","Ulrike Malmendier","University of California-Berkeley","","","","","ALEXANDRA",1,606,0.0016474,0.9983525,607,0,1,0,1
"Alexandra","Alexandra van Geen","When Performance Trumps Gender Bias","Harvard University","Jan 04 2013","8:00 AM","Hyatt, Edward B","American Economic Association","Gender in Corporate Leadership","J4","Amalia Miller","University of Virginia","David Matsa","Northwestern University","Lise Vesterlund","University of Pittsburg","Justin Wolfers","University of Michigan","Amalia Miller","University of Virginia","","","ALEXANDRA",1,606,0.0016474,0.9983525,607,0,1,0,1
"Alexandre","Alexandre Belloni","Inference on Treatment Effects after Selection amongst High-Dimensional Controls","Duke University","Jan 05 2013","8:00 AM","Hyatt, Gregory A & B","American Economic Association","High-Dimensional Issues in Econometrics","C1","Seth Pruitt","Federal Reserve Board","Mohammad Hashem Pesaran","University of Cambridge","Allan Timmermann","University of California-San Diego","Whitney K. Newey","Massachusetts Institute of Technology","","","","","ALEXANDRE",56,1,0.9824561,0.0175439,57,1,0,1,0
"Alexandre","Alexandre Frenette","Making the Intern Economy: Role and Career Challenges of the Music Industry Intern","City University of New York Graduate Center","Jan 06 2013","10:15 AM","Marriott, Leucadia","Labor & Employment Relations Association","Artistic Careers and the Creative Workforce","J5","Steven Tepper","Vanderbilt University","Bill Ivey","Vanderbilt University","","","","","","","","","ALEXANDRE",56,1,0.9824561,0.0175439,57,1,0,1,0
"Alexandros","Alexandros Vardoulakis","Debt Deflation Effects of Monetary Policy","Banque De France","Jan 06 2013","8:00 AM","Hyatt, Oxford","American Economic Association","Monetary Policy","E5","Michael Dowell","California State University-Sacramento","","","","","","","","","","","ALEXANDROS",12,0,1,0,12,1,0,1,0
"Alexei","Alexei Zhdanov","Misvaluation and Return Anomalies in Distress Stocks","University of Lausanne","Jan 05 2013","8:00 AM","Marriott, Marina Salon D","American Finance Association","Anomalies and Inefficiency II","G1","Long Chen","Cheung Kong Graduate School of Business","Kent Daniel","Columbia University","Amiyatosh Purnanandam","University of Michigan","Zhi Da","University of Notre Dame","Lauren Cohen","Harvard Business School","","","ALEXEI",14,1,0.9333333,0.0666667,15,1,0,0,0
"Alfonso","Alfonso Flores-Lagunes","The Effects of Job Corps Training on Wages","State University of New York-Binghamton","Jan 05 2013","8:00 AM","Marriott, Torrey Pines 3","National Economic Association/American Society of Hispanic Economists","Pathways to Adulthood: Education, Healthcare, and Wealth Accumulation","J2","Mark López","Pew Hispanic Center","Rucker Johnson","University of California-Berkeley","Ronald Oaxaca","University of Arizona","","","","","","","ALFONSO",91,1,0.9891304,0.0108696,92,1,0,1,0
"Algernon","Algernon Austin","Obama Administration Jobs Polices and African Americans","Economic Policy Institute","Jan 04 2013","10:15 AM","Marriott, Torrey Pines 3","National Economic Association","Reflections on Obama Economic Policy and African Americans","H3","Bernard Anderson","University of Pennsylvania","Charles L. Betsey","Howard University","Bernard E. Anderson","University of Pennsylvania","","","","","","","ALGERNON",5,1,0.8333333,0.1666667,6,1,0,0,0
"Algernon","Algernon Austin","The Presence of Black Men in Low-Wage Service Work","Economic Policy Institute","Jan 04 2013","10:15 AM","Marriott, Leucadia","Labor & Employment Relations Association","Differentiation and Change in Low-wage Labor Markets","J5","William Rodgers III","Rutgers University","","","","","","","","","","","ALGERNON",5,1,0.8333333,0.1666667,6,1,0,0,0
"Ali","Ali M. Kutan","Sovereign Debt Crises and Economic Growth in Emerging European Countries","Southern Illinois University-Edwardsville","Jan 05 2013","10:15 AM","Hyatt, Gallery","Association for Comparative Economic Studies","The Euro-Area Debt Crisis, Current Account Imbalances, and Economic Growth","F4","Christian Dreger","DIW Berlin","David Papell","University of Houston","Nicolas Veron","Bruegel and The Peterson Institute","David Kemme","University of Memphis","Josef Brada","Arizona State University","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Ali","Ali K. Ozdagli","Monetary Policy Shocks and Stock Returns: Identification Through Impossible Trinity","Federal Reserve Bank of Boston","Jan 06 2013","8:00 AM","Hyatt, Oxford","American Economic Association","Monetary Policy","E5","Michael Dowell","California State University-Sacramento","","","","","","","","","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Ali","Ali Tarhan","Financial Crises and Centre-Periphery Capital Flows","Central Bank of the Republic of Turkey","Jan 05 2013","8:00 AM","Marriott, Point Loma & Solana","Association for Evolutionary Economics","European Economic and Financial Crises and Capital Flows (Ayres Visiting Scholar Session)","G3","James Galbraith","University of Texas-Austin","Wolfram Elsner","University of Bremen, Germany","John Marangos","University of Crete, Greece","","","","","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Ali","Ali K. Ozdagli","Distressed, but not risky: Reconciling the empirical relationship between financial distress, market-based risk indicators, and stock returns (and more)","Federal Reserve Bank of Boston","Jan 05 2013","10:15 AM","Hyatt, Elizabeth Ballroom B","American Economic Association","Default Risk and Aggregate Fluctuations","E3","Francois Gourio","Boston University","Ian Dew-Becker","Harvard University","Dirk Hackbarth","University of Illinois-Urbana-Champaign","Lars Kuehn","Carnegie Mellon University","Pengfei Wang","Hong Kong University of Science and Technology","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Ali","Ali M. Kutan","Pirate Attacks and Oil and Financial Markets in the Middle East","Southern Illinois University-Edwardsville","Jan 05 2013","2:30 PM","Hyatt, Madeleine B","Middle East Economic Association","GCC's Economies: Financial and Stock Markets Analysis","G2","Shawkat Hammoudeh","Drexel University","Serdar Sayan","TOBB University","Mine Cinar","Loyola University-Chicago","Riza Demirer","Southern Illinois University-Edwardsville","Abdullah Al-Hassan","International Monetary Fund","Mehmet Balcilar","Eastern Mediterranean University","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Alice","Alice Bonaime","Returns Over the Life-Cycles of Open Market Repurchase Programs","University of Kentucky","Jan 05 2013","8:00 AM","Marriott, Marina Salon E","American Finance Association","Dividends, Repurchases, and Private Placements","G3","Mark Leary","Washington University-Saint Louis","Scott Weisbenner","University of Illinois at Urbana-Champaign","Roni Michaely","Cornell University","Yelena Larkin","Pennsylvania State University","Jacob Oded","Tel Aviv University","","","ALICE",0,405,0,1,405,0,1,0,1
"Alice","Alice Kassens","The Impact of Clinical Depression on the Labor Market Outcomes of Young Adults during Economic Downturn","Roanoke College","Jan 06 2013","8:00 AM","Marriott, Laguna","Labor & Employment Relations Association","The Impact of Mental and Emotional Health, Stress and Disability over the Business Cycle","J5","Alice Kassens","Roanoke College","Alvin Headen, Jr.","North Carolina State University","Lauren Appelbaum","University of California-Los Angeles","","","","","","","ALICE",0,405,0,1,405,0,1,0,1
