"first_name","author","paper_title","author_affiliation","date","time","location","association","session_title","session_jel_code","session_chair","session_chair_affiliation","discussant_1","discussant_1_affiliation","discussant_2","discussant_2_affiliation","discussant_3","discussant_3_affiliation","discussant_4","discussant_4_affiliation","discussant_5","discussant_5_affiliation","firstname","total_male","total_female","prob_male","prob_female","total_names","male_75","female_75","male_95","female_95"
"Adam","Adam V. Reed","Competitive Effects of Private Equity Investments","University of North Carlonia-Chapel Hill","Jan 08 2011","2:30 PM","Marriott, Denver Suite IV","American Finance Association","Private Equity: Impact on Firms, Industries, and Investors","G3","Ulf Axelson","London School of Economics and Political Science","Steven Kaplan","University of Chicago","Steven Davis","University of Chicago","Antoinette Schoar","Massachusetts Institute of Technology","","","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adam","Adam Rose","TOTAL ECONOMIC CONSEQUENCES OF TERRORIST ATTACKS: INSIGHTS FROM 9/11","University of Southern California","Jan 08 2011","10:15 AM","Sheraton, Governor's Square 15","American Economic Association","Economic Impacts of the September 11 Attacks: A Ten-Year Retrospective","H8","Adam Rose","University of Southern California","Martin Feldstein","Harvard University and NBER","Edward Glaeser","Harvard University","Alan Krueger","Princeton University","Bryan Roberts","Dept of Homeland Security","","","ADAM",1802,4,0.9977852,0.0022148,1806,1,0,1,0
"Adeleke","Adeleke Salami","Smallholder Agriculture in East Africa: Trends, Constraints and Opportunities","African Development Bank","Jan 07 2011","8:00 AM","Hyatt Regency, Granite A","National Economic Association/African Finance & Economics Association","Africa Development Issues","O1","Kwabena Gyimah-Brempong","University of South Florida","Gregory Price","Morehouse College","Willene Johnson","Komaza Inc","Leonce Ndikumana","African Development Bank","Fekru Debebe","Educational Testing Service","Edward Ghartey","University of West Indies","ADELEKE",2,0,1,0,2,1,0,1,0
"Adriana","Adriana Camacho","Effects of Colombia's Social Protection System on Workers' Choice between Formal and Informal Employment","Universidad de los Andes","Jan 08 2011","2:30 PM","Sheraton, Terrace","American Economic Association","Social Protection Programs in Latin America","H7","Alicia Menendez","University of Chicago","","","","","","","","","","","ADRIANA",1,255,0.0039063,0.9960938,256,0,1,0,1
"Adriana","Adriana Camacho","Manipulation of Social Program Eligibility: Detection, Explanations and Consequences for Empirical Research","Universidad de Los Andes","Jan 08 2011","2:30 PM","Sheraton, Terrace","American Economic Association","Social Protection Programs in Latin America","H7","Alicia Menendez","University of Chicago","","","","","","","","","","","ADRIANA",1,255,0.0039063,0.9960938,256,0,1,0,1
"Adriano","Adriano Rampini","Financing Shortfalls and the Value of Aggregate Liquidity","Duke University","Jan 07 2011","8:00 AM","Sheraton, Plaza Court 1","Econometric Society","Demand for Liquidity","E4","Arvind Krishnamurthy","Northwestern University","Amir Sufi","University of Chicago","Douglas W. Diamond","University of Chicago","Lasse Heje Pedersen","New York University","Viral V Acharya","New York University","","","ADRIANO",22,0,1,0,22,1,0,1,0
"Adrienne","Adrienne Lucas","Does Free Primary Education Narrow Gender Differences in Schooling? Evidence from Kenya","Wellesley College","Jan 08 2011","8:00 AM","Sheraton, Director's Row J","American Economic Association","Gender and Social Policy","J7","Shirley Johnson-Lans","Vassar College","Anne Winkler","University of Missouri-St. Louis","Ann Mari May","University of Nebraska-Lincoln","Tracy Falba","Duke University","Paul Glewwe","University of Minnesota","","","ADRIENNE",0,250,0,1,250,0,1,0,1
"Aisha","Aisha Thompson","“Why Do Productively Inefficient Black Churches Survive?","Howard University","Jan 09 2011","10:15 AM","Hyatt Regency, Granite A","National Economic Association","The Economics of Black American Institutions","J1","Brooks Robinson","BlackEconomics.org","Omari H. Swinton","Howard University","Linda Loubert","Morgan State University","Rhonda Sharpe","Bennett College for Women","Umoh Udo Umoh","Benedict College","Bernard Anderson","University of Pennsylvania","AISHA",0,164,0,1,164,0,1,0,1
"Ajit","Ajit Sinha","Sraffa's theory: A theory of Value without the Notion of Equilibrium","Indira Gandhi Institute of Development Research-India","Jan 09 2011","1:00 PM","Hyatt Regency, Agate A","Union for Radical Political Economists","Issues in Heterodox Microeconomics","B5","Frederic Lee","University of Missouri-Kansas City","Erik Olsen","University of Missouri-Kansas City","Michele Napless","College of New Jersey","Fred Moseley","Mount Holyoke College","","","","","AJIT",11,0,1,0,11,1,0,1,0
"Ajit","Ajit Zacharias","What Progress Has Been Made in Alleviating Racial Economic Inequality?","Levy Economics Institute of Bard College","Jan 08 2011","2:30 PM","Hyatt Regency, Agate A","Union for Radical Political Economists","Inequality and Worker Well-Being in the U.S.","J3","Michael Carr","University of Massachusetts-Boston","Ben Zipperer","University of Massachusetts-Amherst","Wesley Pech","Wofford College","","","","","","","AJIT",11,0,1,0,11,1,0,1,0
"Ajit","Ajit Zacharias","Economic Inequality in the U.S.: An Alternative Perspective","Levy Economics Institute of Bard College","Jan 09 2011","10:15 AM","Hyatt Regency, Agate A","Union for Radical Political Economists","Inequality in North America","D3","Jeannette Wicks-Lim","University of Massachusetts-Amherst","Jeannette Wicks-Lim","University of Massachusetts-Amherst","Michael Carr","University of Massachusetts-Boston","","","","","","","AJIT",11,0,1,0,11,1,0,1,0
"Akiko","Akiko Watanabe","Procyclical Stocks Earn Higher Returns","University of Alberta","Jan 08 2011","2:30 PM","Marriott, Colorado Salons C & D","American Finance Association","Anomalies","G1","Lu Zhang","University of Michigan at Ann Arbor","Kewei Hou","Ohio State University","Tyler Shumway","University of Michigan-Ann Arbor","Jay Shanken","Emory University","","","","","AKIKO",0,35,0,1,35,0,1,0,1
"Al","Al Campbell","Mondragon: The Role of Workers Today","University of Utah","Jan 09 2011","8:00 AM","Hyatt Regency, Agate A","Union for Radical Political Economists","Issues in Economic Democracy: Worker Ownership, Management and Control","J5","Al Campbell","University of Utah","David Kotz","University of Massachusetts-Amherst","Robin Hahnel","Portland State University","","","","","","","AL",356,9,0.9753425,0.0246575,365,1,0,1,0
"Alain","Alain Monfort","No-arbitrage Near-Cointegrated VAR(p) Term Structure Models, Term Premia and GDP Growth","CREST, Banque de France and Maastricht University","Jan 08 2011","8:00 AM","Sheraton, Plaza Court 7","Econometric Society","Monetary Policy and Interest Rates","E0","","","","","","","","","","","","","ALAIN",68,2,0.9714286,0.0285714,70,1,0,1,0
"Alan","Alan Fox","The Role of Trade and Competitiveness Measures in U.S. Climate Policy","International Trade Commission","Jan 09 2011","8:00 AM","Sheraton, Governor's Square 10","American Economic Association","Critical Issues in National Climate Policy Design","Q5","Robert Stavins","Harvard University","Brian Murray","Duke University","Meredith Fowlie","University of California-Berkeley","Dallas Burtraw","Resources for the Future","Matthew Kahn","University of California-Los Angeles","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan L. Olmstead","Slave Productivity in Cotton Production by Gender, Age, Season, and Scale","University of California-Davis","Jan 07 2011","10:15 AM","Hyatt Regency, Mineral Hall G","Cliometrics Society","Topics on Slavery","N3","TBA TBA","TBA","TBA TBA","TBA","","","","","","","","","ALAN",759,0,1,0,759,1,0,1,0
"Alan","Alan Sutherland","Leverage Constraints and the International Transmission of Shocks","University of St. Andrews and CEPR","Jan 07 2011","10:15 AM","Sheraton, Governor's Square 17","American Economic Association","Banks, Credit Constraints and International Business Cycles","F3","Michael Devereux","University of British Columbia, CEPR and NBER","Sylvain Leduc","Federal Reserve Bank of San Francisco","Ivan Jaccard","European Central Bank","Viktoria Hnatkovska","University of British Columbia","Gernot Mueller","University of Bonn","","","ALAN",759,0,1,0,759,1,0,1,0
"Albert","Albert Park","The Impact of Eyeglasses on the Academic Performance of Primary School Students: Evidence from a Randomized Trial in Rural China","Oxford University","Jan 07 2011","8:00 AM","Sheraton, Terrace","American Economic Association","Education in Developing Countries: Results from Randomized Control Trials in China","O1","Paul Glewwe","University of Minnesota","Esther Duflo","Massachusetts Institute of Technology","Karthik Muralidharan","University of California-San Diego","","","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Menkveld","Middlemen in Limit-Order Markets","VU University Amsterdam","Jan 08 2011","2:30 PM","Sheraton, Spruce","American Economic Association","Financial Market Reactions to News","G1","Douglas Pearce","North Carolina State University","","","","","","","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert J Lee","Testing the Double-Trigger Hypothesis Using Loan-Level Annual Financial Statement Data from an FHA-Insured Multifamily Program","Summit Consulting","Jan 07 2011","10:15 AM","Hyatt Regency, Granite C","Society of Government Economists","Housing and the Financial Crisis","G2","Seth Giertz","University of Nebraska-Lincoln","Peter Elmer","Deloitte and Touche, LLP","","","","","","","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Albert","Albert Siaz","Interest Rates and Non-Fundamental Fluctuations in Home Values","University of Pennsylvania","Jan 09 2011","8:00 AM","Marriott, Denver Suite I, II & III","American Real Estate & Urban Economic Association","Interest Rates and House Price Dynamics","E5","Morris Davis","University of Wisconsin","Roberto Pinheiro","University of Colorado-Boulder","Andra Ghent","Baruch College","Yongqiang Chu","University of South Carolina","Morris Davis","University of Wisconsin","","","ALBERT",429,2,0.9953596,0.0046404,431,1,0,1,0
"Alberto","Alberto Davila","Unemployment and Job Information: Analysis of NLSY79 Data","University of Texas-Pan American","Jan 07 2011","12:30 PM","Hyatt Regency, Granite A","National Economic Association","Labor Market Information Channels, Matching, and Racial and Ethnic Disparities in Unemployment and Employment","J7","William Spriggs","U.S Department of Labor","William Spriggs","Howard University","Cecilia Conrad","Pomona College","Gregory Price","Morehouse College","Rucker Johnson","University of California-Berkeley","Robin Cox","Spelman College","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Alesina","Family Values and the Regulation of Labor","Harvard University and IGIER Bologna","Jan 08 2011","8:00 AM","Sheraton, Denver","American Economic Association","Ethnicity, Identity, and the Labor Market","J1","Laura Argys","University of Colorado-Denver","Ulf Rinne","IZA","Randall Akee","Tufts University","Murat Iyigun","University of Colorado-Boulder","Robert W. Fairlie","University of California-Santa Cruz","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alberto","Alberto Davila","Stratification Economics and Immigration Theory","University of Texas-Pan American","Jan 08 2011","10:15 AM","Sheraton, Denver","American Economic Association","Stratification Economics (A Roundtable): An Emerging Subfield","Z1","William Darity, Jr.","Duke University","","","","","","","","","","","ALBERTO",285,1,0.9965035,0.0034965,286,1,0,1,0
"Alec","Alec Smith","The Labor Market for Women During Three Crises: WWI, The Great Depression, and WWII","Cal Tech","Jan 08 2011","2:30 PM","Hyatt Regency, Capitol 2","Cliometrics Society","Topics in Economic History","N1","TBA TBA","TBA","TBA TBA","TBA","","","","","","","","","ALEC",88,1,0.988764,0.011236,89,1,0,1,0
"Alejandro","Alejandro Hoyos","Effects of Colombia's Social Protection System on Workers' Choice between Formal and Informal Employment","InterAmerican Development Bank","Jan 08 2011","2:30 PM","Sheraton, Terrace","American Economic Association","Social Protection Programs in Latin America","H7","Alicia Menendez","University of Chicago","","","","","","","","","","","ALEJANDRO",208,0,1,0,208,1,0,1,0
"Alessandra","Alessandra Guariglia","Investment, Irreversibility, and Financing Constraints in Transition Economies","Durham University","Jan 08 2011","2:30 PM","Hyatt Regency, Capitol 1","International Society for Inventory Research","Inventories and the Business Cycle","E3","Yi Wen","Federal Reserve Bank of St. Louis","James Kahn","Yeshiva University","Thomas Lubik","Federal Reserve Bank of Richmond","Kaiji Chen","Hong Kong University","George Hall","Brandeis University","","","ALESSANDRA",0,63,0,1,63,0,1,0,1
"Alessandra","Alessandra Guariglia","Negative Investment in China: Restructuring and Financing Constraints versus Growth","Durham University","Jan 08 2011","2:30 PM","Hyatt Regency, Capitol 1","International Society for Inventory Research","Inventories and the Business Cycle","E3","Yi Wen","Federal Reserve Bank of St. Louis","James Kahn","Yeshiva University","Thomas Lubik","Federal Reserve Bank of Richmond","Kaiji Chen","Hong Kong University","George Hall","Brandeis University","","","ALESSANDRA",0,63,0,1,63,0,1,0,1
"Alex","Alex Yuskavage","Reciprocated Versus Unreciprocated Sharing in Social Networks","University of Wisconsin-Madison","Jan 08 2011","8:00 AM","Hyatt Regency, Capitol 2","Agricultural & Applied Economics Association","Cooperation, Reciprocity and Altruism in Developing Countries: The Household, the Village, and Beyond","O2","Steve Wu","Purdue University","Ethan Ligon","University of California-Berkeley","","","","","","","","","ALEX",2203,205,0.9148671,0.0851329,2408,1,0,0,0
"Alexander","Alexander Chudik","Weak and Strong Cross Section Dependence and Estimation of Large Panels","European Central Bank and CIMF","Jan 09 2011","1:00 PM","Sheraton, Plaza Court 8","Econometric Society","Discontinuity and Heterogeneity in Data","C2","Vadim Marmer","University of British Columbia","Suyong Song","University of California-San Diego","Hiroyuki Kasahara","University of British Columbia","David Tomas Jacho-Chavez","Indiana University","Karim Chalak","Boston College","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Gelber","Optimal Taxation When Children's Abilities Depend on Parents' Resources","University of Pennsylvania","Jan 07 2011","10:15 AM","Sheraton, Governor's Square 12","American Economic Association","Optimal Fiscal Policy","H2","Alexander Gelber","University of Pennsylvania and NBER","Matthew Weinzierl","Harvard Business School","Damon Jones","University of Chicago","John Friedman","Harvard University","Alexander Gelber","University of Pennsylvania","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Whalley","Elected vs. Appointed Policymakers: Evidence from City Treasurers","University of California-Merced","Jan 07 2011","10:15 AM","Sheraton, Silver","American Economic Association","Financial Markets and State and Local Government Borrowing","H7","James Poterba","Massachusetts Institute of Technology and NBER","Kim Rueben","Urban Institute","John Chalmers","University of Oregon","Andrew Biggs","American Enterprise Institute","David Joulfaian","U.S. Treasury Department","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Westkamp","Stability and Competitive Equilibrium in Trading Networks","University of Bonn","Jan 07 2011","8:00 AM","Sheraton, Silver","American Economic Association","Frontiers of Matching Theory","C7","Muriel Niederle","Stanford University","Itai Ashlagi","Massachusetts Institute of Technology","John William Hatfield","Stanford Graduate School of Business","Federico Echenique","Division of the Humanities and Social Sciences, California Institute of Technology","Utku Unver","Department of Economics, Boston College","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Popov","Cross-Border Banking and the International Transmission of Financial Distress During the Crisis of 2007-2008","European Central Bank","Jan 08 2011","8:00 AM","Sheraton, Governor's Square 12","American Economic Association","The Bank Capital Crunch and the Financial Crisis of 2007-2008: Micro-evidence from Europe","E5","Gregory Udell","Indiana University","Rajkamal Iyer","Massachusetts Institute of Technology","Gregory Udell","Indiana University","Ugo Albertazzi","Banca d'Italia","Jose-Luis Peydro","European Central Bank","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Field","What Can We Learn from the Carousel of Progress?","Santa Clara University","Jan 07 2011","12:30 PM","Hyatt Regency, Mineral Hall G","Cliometrics Society","Capital: Human and Otherwise","N7","TBA TBA","TBA","TBA TBA","TBA","TBA TBA","TBA","TBA TBA","TBA","TBA TBA","TBA","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Muravyev","Political Determinants of Labor Market Reforms in Post-Socialist Countries","IZA","Jan 09 2011","8:00 AM","Hyatt Regency, Mineral Hall D & E","Association for Comparative Economic Studies","Labor Market Institutions and Policies in Developed and Emerging Market Countries","J4","John Earle","George Mason University and Central European University","John Bonin","Wesleyan University","Jan Svejnar","University of Michigan","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander J.S. Colvin","Demands and Rewards: An Empirical Examination of AAA Employment Arbitration","Cornell University","Jan 08 2011","10:15 AM","Westin Tabor, Lawrence A","Labor & Employment Relations Association","New Frontiers in Employment Dispute Resolution: The Inner Workings of Workplace Voice","J5","Eileen Hoffman","Federal Mediation and Conciliation Service","Hoyt Wheeler","University of South Carolina","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Vostroknutov","Skill Versus Luck in Social Comparisons: Causes of Social Reward Differences Encoded in the Human Orbitofrontal Cortex","Maastricht University","Jan 09 2011","8:00 AM","Sheraton, Director's Row I","American Economic Association","Relative Concerns and the Evolutionary Foundations of Preferences","D8","Ed Hopkins","University of Edinburgh","","","","","","","","","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexander","Alexander Golub","Performance of a Strategic Allowance Reserve in a Cap-and-Trade Program: A Probabilistic Analysis","Environmental Defense Fund","Jan 09 2011","1:00 PM","Hyatt Regency, Capitol 6","Association of Environmental & Resource Economists","Climate Mitigation and Adaptation","Q4","Wolfram Schlenker","Columbia University","Wayne Gray","Clark University","Richard Howarth","Dartmouth College","Brian Murray","Duke University","Bruce Mizrach","Rutgers University","","","ALEXANDER",702,2,0.9971591,0.0028409,704,1,0,1,0
"Alexandru","Alexandru Nichifor","Stability and Competitive Equilibrium in Trading Networks","Maastricht University","Jan 07 2011","8:00 AM","Sheraton, Silver","American Economic Association","Frontiers of Matching Theory","C7","Muriel Niederle","Stanford University","Itai Ashlagi","Massachusetts Institute of Technology","John William Hatfield","Stanford Graduate School of Business","Federico Echenique","Division of the Humanities and Social Sciences, California Institute of Technology","Utku Unver","Department of Economics, Boston College","","","ALEXANDRU",15,0,1,0,15,1,0,1,0
"Alexei","Alexei Zhdanov","A Theory of Merger-Driven IPOs","University of Lausanne","Jan 08 2011","10:15 AM","Marriott, Colorado Salons I & J","American Finance Association","Real Effects of Financing and Risk Management","G3","Krishnamurthy Subramanian","Emory University","Merih Sevilir","University of North Carolina-Chapel Hill","Yongxiang Wang","Columbia University","Philipp Schnabbl","New York University","Arthur Korteweg","Stanford University","","","ALEXEI",14,1,0.9333333,0.0666667,15,1,0,0,0
"Alfred","Alfred Lameli","Dialects, Cultural Identity, and Economic Exchange","Research Centre Deutscher Sprachatlas","Jan 08 2011","8:00 AM","Sheraton, Denver","American Economic Association","Ethnicity, Identity, and the Labor Market","J1","Laura Argys","University of Colorado-Denver","Ulf Rinne","IZA","Randall Akee","Tufts University","Murat Iyigun","University of Colorado-Boulder","Robert W. Fairlie","University of California-Santa Cruz","","","ALFRED",154,1,0.9935484,0.0064516,155,1,0,1,0
"Alfred","Alfred Galichon","Matching with Trade-Offs: Revealed Preferences over Competing Characteristics","Ecole Polytechnique","Jan 08 2011","8:00 AM","Sheraton, Plaza Court 2","Econometric Society","Empirical IO 1","L0","Harry Paarsch","University of Melbourne","Yu-Wei Hsieh","New York University","Harry J. Paarsch","University of Melbourne","Alfred Galichon","Ecole Polytechnique","Connan Andrew Snider","University of California-Los Angeles","","","ALFRED",154,1,0.9935484,0.0064516,155,1,0,1,0
"Alfredo","Alfredo Burlando","The Impact of Electricity on Work and Health: Evidence from a Blackout in Zanzibar","Boston University","Jan 09 2011","1:00 PM","Sheraton, Spruce","American Economic Association","Infrastructure in Developing Countries","O1","Marco Gonzalez-Navarro","University of California-Berkeley","Patrick Kline","University of California-Berkeley","Tavneet Suri","Massachusetts Institute of Technology","Sheetal Sekhri","University of Virginia","Maximo Torero","International Food Policy Research Institute","","","ALFREDO",150,0,1,0,150,1,0,1,0
"Ali","Ali Kutan","Inflation Targeting from the Perspective of Behavioral Economics","Southern Illinois University Edwardsville","Jan 07 2011","10:15 AM","Hyatt Regency, Mineral Hall F","Association for Comparative Economic Studies","Inflation Targeting: Recent Developments","E5","Ali Kutan","Southern Illinois University Edwardsville","William T. Gavin","The Federal Reserve Bank of St. Louis","Lucjan Orlowski","Sacred Heart University","Pierre Siklos","Wilfrid Laurier University","Hakan Yilmazkuday","Temple University","","","ALI",308,151,0.671024,0.328976,459,0,0,0,0
"Alison","Alison Sexton","Conspicuous Conservation and the Prius Premium: Willingness to Pay for Environmental Bona Fides","University of California-Berkeley","Jan 07 2011","8:00 AM","Sheraton, Governor's Square 17","American Economic Association","Motor Vehicle Fuel","Q5","Jonathan Edward Hughes","University of Colorado","","","","","","","","","","","ALISON",2,430,0.0046296,0.9953704,432,0,1,0,1
"Alistair","Alistair Munro","The Lion's Share: An Experimental Analysis of Polygamy in Northern Nigeria","National Graduate Institute for Policy Studies, Japan","Jan 07 2011","10:15 AM","Sheraton, Century","American Economic Association","Five Unrelated but Interesting Papers","??","Allen Sanderson","University of Chicago","","","","","","","","","","","ALISTAIR",10,0,1,0,10,1,0,1,0
"Allen","Allen Sinai","National Economic Policies: The Next Steps","Decision Economics, Inc","Jan 08 2011","2:30 PM","Marriott, Mattie Silks","International Banking Economics & Finance Association","Andrew Brimmer Policy Forum","E5","Andrew Brimmer","Brimmer & Company and University of Massachusetts-Amherst","","","","","","","","","","","ALLEN",303,4,0.9869707,0.0130293,307,1,0,1,0
"Allen","Allen Head","Sticky Prices?","Queen's University","Jan 09 2011","1:00 PM","Sheraton, Plaza Court 3","Econometric Society","Models of Pricing and Nominal Rigidities","E5","Ricardo Reis","Columbia University","Chris Edmond","New York University","Mirko Julian Wiederholt","Northwestern University","Virgiliu Midrigan","New York University","Jonathan Willis","Federal Reserve Bank of Kansas City","","","ALLEN",303,4,0.9869707,0.0130293,307,1,0,1,0
"Allen","Allen C. Head","The Dynamics of Market Power and International Prices","Queen's University","Jan 08 2011","2:30 PM","Sheraton, Plaza Court 6","Econometric Society","Real Exchange Rates","F4","Linda Tesar","University of Michigan","Katheryn Russ","University of California-Davis","Rebecca Hellerstein","Federal Reserve Bank of New York","Doireann Fitzgerald","Stanford University","","","","","ALLEN",303,4,0.9869707,0.0130293,307,1,0,1,0
"Alok","Alok Kumar","Do Republican Managers Adopt Conservative Corporate Policies?","University of Texas-Austin","Jan 07 2011","10:15 AM","Marriott, Colorado Salons A & B","American Finance Association","Behavioral Finance: Corporate","G3","Geoffrey Tate","University of California, Los Angeles","Paul Tetlock","Columbia University","Lauren Cohen","Harvard Business School","Carola Frydman","Massachusetts Institute of Technology","","","","","ALOK",13,0,1,0,13,1,0,1,0
"Alok","Alok Kumar","Investor Clienteles and Habitat-Based Return Co-movements","University of Texas-Austin","Jan 07 2011","8:00 AM","Marriott, Colorado Salon E","American Finance Association","Anomalies - Individuals or Institutions","G1","Christopher Polk","London School of Economics and Political Science (LSE)","Tobias Moskowitz","University of Chicago","Jonathan Lewellen","Dartmouth College","Erik Stafford","Harvard Business School","","","","","ALOK",13,0,1,0,13,1,0,1,0
"Alvin","Alvin Headen","The Implications of The Patient and Affordable Care Act on Minority Health Disparity","North Carolina State University","Jan 07 2011","2:30 PM","Hyatt Regency, Granite A","National Economic Association","Economics of Race, Health, and Energy: Implications for African American Economic Welfare","I1","Gregory Price","Morehouse College","Romie Tribble","Spelman College","Roger Williams","Morehouse College","Mona Ray","Morehouse College","Rodney Green","Howard University","Alvin Headen","North Carolina State University","ALVIN",186,0,1,0,186,1,0,1,0
