"author","gender"
"Ann Davis","Female"
"Anna Taub","Female"
"Anna Klimina","Female"
"Anna Zachorowska-Mazurkiewicz","Female"
"Annamaria Conti","Female"
"Anne Schopp","Female"
"Annie L. Cot","Female"
"Annika Todd","Female"
"Anthony Bonen","Male"
"Anthony Simpasa","Male"
"Anthony Diercks","Male"
"Anton Badev","Male"
"Anton Bekkerman","Male"
"Antonino G. Callari","Male"
"Antonio Moreno","Male"
"Antonio Galvao","Male"
"Anzhela Knyazeva","Female"
"April Yanyuan Wu","Female"
"Ariel Kalil","?"
"Ariel Reshef","?"
"Ariel Ben Yishay","?"
"Ariel Ortiz-Bobea","?"
"Armando Rungi","Male"
"Armando F. Rocha","Male"
"Arno Van der Vlist","Male"
"Arpita Chatterjee","Female"
"Arslan Razmi","Male"
"Art Goldsmith","?"
"Art Durnev","?"
"Arthur van Benthem","Male"
"Arthur Schram","Male"
"Arthur Lewbel","Male"
"Arun Malik","Male"
"Arun Chandrasekhar","Male"
"Asha Sundaram","Female"
"Audrey Guo","Female"
"Audrey Laporte","Female"
"Aurelie Charles","Female"
"Austin Jennings","Male"
"Austin C. Smith","Male"
"Avis Devine","?"
"Avner Ben-Ner","Male"
"Avraham Ebenstein","Male"
"Axel Ockenfels","Male"
"Ayah El Said","Female"
"Ayal Kimhi","Male"
"Ayhan M. Kose","Male"
"Azeem M. Shaikh","Male"
"Bai Yan","?"
"Barbara A. Butrica","Female"
"Barry Hirsch","Male"
"Barry Bandstra","Male"
"Barton Hamilton","Male"
"Bas Jacobs","Male"
"Bastian Schulz","?"
"Bastian Westbrock","?"
"Beatrice Pataracchia","Female"
"Beatriz Maldonado","Female"
"Beibei Shen","Female"
"Ben Craig","Male"
"Ben Gilbert","Male"
"Benigno Ginaluca","Male"
"Benjamin Mandel","Male"
"Benjamin Chute","Male"
"Benjamin B. Lockwood","Male"
"Benjamin Bennett","Male"
"Benjamin Bridgman","Male"
"Benjamin Gillen","Male"
"Benjamin Loos","Male"
"Benjamin Johannes Lutz","Male"
"Bennie Waller","?"
"Benoit Schmutz","Male"
"Bent Sorenson","?"
"Bernard Rostker","Male"
"Bernardo Silveira","Male"
"Bernhard Schutz","Male"
"Bert Azizoglu","?"
"Beth Asch","Female"
"Beverly Hilliard","Female"
"Bilal Siddiqi","Male"
"Bilge Erten","?"
"Bin Zhao","?"
"Bing Bai","?"
"Bing Han","?"
"Bjoern Hilberg","Male"
"Bo Xing","?"
"Bomi Lee","Female"
"Bonnie Wilson","Female"
"Bradley T. Shapiro","Male"
"Brandyn Holgate","Male"
"Brent Sorensen","Male"
"Brett Wendling","?"
"Brett O’Hara","?"
"Brian Dillon","Male"
"Brian Hill","Male"
"Brian Phelan","Male"
"Brian Coulter","Male"
"Brian Beach","Male"
"Brian Nosek","Male"
"Brian W. Sloboda","Male"
"Brian McCaig","Male"
"Bridget O'Shaughnessy","Female"
"Bridget Hoffman","Female"
"Brinda Viswanath","Female"
"Bruce McGough","Male"
"Bruce Wydick","Male"
"Bruce Babcock","Male"
"Bruce Landon","Male"
"Bruce E. Kaufman","Male"
"Bruno Jullien","Male"
"Caleb Stroup","Male"
"Calvin Schnure","Male"
"Camille Baulant","Female"
"Can Wang","?"
"Carl Lin","Male"
"Carl Davidson","Male"
"Carl Zulauf","Male"
"Carla Soares","Female"
"Carla Medalia","Female"
"Carlo D'Ippoliti","Male"
"Carlo Altomonte","Male"
"Carlo Vercellone","Male"
"Carlos Aguiar de Medeiros","Male"
"Carlos Brain","Male"
"Carlos A. Flores","Male"
"Carlos Vargas-Silva","Male"
"Carlos Asarta","Male"
"Carly Urban","Female"
"Carmen Diana Deere","Female"
"Carol Graham","Female"
"Carolina Castilla","Female"
"Caroline Fohlin","Female"
"Caroline Logan","Female"
"Carolyn Gideon","Female"
"Carrie Wenjing Xu","Female"
"Catalina Amuedo-Dorantes","Female"
"Catherine Herfeld","Female"
"Catherine C. Eckel","Female"
"Catherine R. Pakaluk","Female"
"Cathie Jo Martin","Female"
"Catia Batista","?"
"Catie Hausman","Female"
"Cengiz Tunc","Male"
"Ceren Budak","Female"
"Chad D. Meyerhoefer","Male"
"Chao Yue Tian","?"
"Chapin White","Male"
"Charan Singh","Male"
"Charles Hokayem","Male"
"Charles Whalen","Male"
"Charles Becker","Male"
"Charles Noussair","Male"
"Charles Viau","Male"
"Charles Griffiths","Male"
"Charles A. Malgwi","Male"
"Charles Wurtzeba","Male"
"Charlotte Werger","Female"
"Chelsea T. Dowell","Female"
"Chen Chen","?"
"Cheng Xu","?"
"Chenyang Xu","Male"
"Cheryl Doss","Female"
"Chiara Forlati","Female"
"Chiu Yu Ko","?"
"Chris Robinson","Male"
"Chris Dockins","Male"
"Chris Doucouliagos","Male"
"Chris Moore","Male"
"Chris Adams","Male"
"Christiaan Hogendorn","Male"
"Christian Nsiah","Male"
"Christian Spanberger","Male"
"Christian Wolff","Male"
"Christian Weistroffer","Male"
"Christian Redfearn","Male"
"Christian Hung","Male"
"Christian Dreger","Male"
"Christian Dick","Male"
"Christian Volpe Martincus","Male"
"Christian Hofer","Male"
"Christian Heyerdahl-Larsen","Male"
"Christian E. Weller","Male"
"Christine Riordan","Female"
"Christine Piette Durrance","Female"
"Christine Ngoc Ngo","Female"
"Christof W. Stahel","Male"
"Christoph Gortz","Male"
"Christoph Merkle","Male"
"Christophe Hurlin","Male"
"Christopher Powers","Male"
"Christopher O. Wheat","Male"
"Christopher Cunningham","Male"
"Christopher Harris","Male"
"Christopher Brown","Male"
"Christopher Candelaria","Male"
"Christopher Chambers","Male"
"Christopher Li","Male"
"Christopher Cornwell","Male"
"Christopher Bollinger","Male"
"Christopher Doss","Male"
"Christopher Gunn","Male"
"Christopher Mackin","Male"
"Christopher Parsons","Male"
"Christopher Walters","Male"
"Christopher Nichols","Male"
"Cihan Bilginsoy","?"
"Cindy Yu","Female"
"Cinzia Rienzo","Female"
"Claudia Buch","Female"
"Claudia Newman-Martin","Female"
"Claudia Custodio","Female"
"Claudia Neri","Female"
"Claudine Gartenberg","Female"
"Claudio Mezzetti","Male"
"Claudio E. Montenegro","Male"
"Claudio Labanca","Male"
"Claudius Grabner","Male"
"Coleman Drake","?"
"Colin Camerer","Male"
"Colin Cameron","Male"
"Colin Hottman","Male"
"Colleen Manchester","Female"
"Cong Sun","?"
"Connie Chan-Kang","Female"
"Connor Delaney","Male"
"Constantinos Syropolos","Male"
"Cordelia Reimers","Female"
"Corina Mommaerts","Female"
"Craig Lewis","Male"
"Craig Eschuk","Male"
"Craig Merrill","Male"
"Cristina Fuentes-Albero","Female"
"Cyndi Rowland","Female"
"Cynthia Bansak","Female"
"Da Ke","?"
"Daan van Soest","Male"
"Dale Belman","?"
"Damien Sheehan-Connor","Male"
"Damon Phillips","Male"
"Damon Cann","Male"
"Dan Lomba","Male"
"Dan Houser","Male"
"Dan Black","Male"
"Dan Weltmann","Male"
"Dana P. Goldman","?"
"Daniel Wood","Male"
"Daniel Arthur Lewis","Male"
"Daniel Tapia-Jimenez","Male"
"Daniel Saros","Male"
"Daniel Barczyk","Male"
"Daniel Kidane","Male"
"Daniel L. Hicks","Male"
"Daniel Rogger","Male"
"Daniel Fireside","Male"
"Daniel Schmidt","Male"
"Daniel Broxterman","Male"
"Daniel Zerfu Gurara","Male"
"Daniel J. Parisian","Male"
"Daniel A. Sumner","Male"
"Daniel Greene","Male"
"Daniel Garrett","Male"
"Daniel H. Karney","Male"
"Daniel C. Giedeman","Male"
"Daniel M. Bennett","Male"
"Daniel Bauer","Male"
"Daniel Duncan","Male"
"Daniel Da Mata","Male"
"Danielle T. Smith","Female"
"Danielle Curzi","Female"
"Danny Ben-Shahar","Male"
"Dara Lee Luca","?"
"Darline Augustine","Female"
"Darrick Hamilton","Male"
"David Schap","Male"
"David Zilberman","Male"
"David Kristjanson-Gural","Male"
"David Barkin","Male"
"David De Angelis","Male"
"David L. Kelly","Male"
"David Just","Male"
"David A. Anderson","Male"
"David Joulfaian","Male"
"David Brown","Male"
"David Orden","Male"
"David M. Levy","Male"
"David Skeie","Male"
"David L. Dicks","Male"
"David Hirshleifer","Male"
"David Schweikhardt","Male"
"David Goldbaum","Male"
"David Cooper","Male"
"David Muir","Male"
"David Downs","Male"
"David Novgorodsky","Male"
"David E. M. Sappington","Male"
"David B. Ridley","Male"
"David Yanagizawa-Drott","Male"
"David Cicero","Male"
"David Geltner","Male"
"David Dollar","Male"
"David K. Levine","Male"
"David McKenzie","Male"
"David McAdams","Male"
"David Kotz","Male"
"David Lipsky","Male"
"David Reifschneider","Male"
"David C. Rose","Male"
"David Ling","Male"
"Davide Dragone","Male"
"Deb Ray","Female"
"Denis Sosyura","Male"
"Denis Nekipelov","Male"
"Dennie van Dolder","?"
"Dennis Tamesberger","Male"
"Dennis Guignet","Male"
"Dennis James Snower","Male"
"Dennis Bams","Male"
"Dequan Jiang","Male"
"Derek Jones","Male"
"Desiree Rückert","Female"
"Desmond Tsang","Male"
"Devin Shanthikumar","?"
"Dhaval M. Dave","Male"
"Di Zeng","?"
"Di Jin","?"
"Diane Pierret","Female"
"Diane Schanzenbach","Female"
"Dick van Dijk","Male"
"Dimitrios P. Tsomocos","Male"
"Dirk Brounen","Male"
"Dmitry Taubinsky","Male"
"Domenico Massaro","Male"
"Dominic Coey","Male"
"Don Ross","Male"
"Donald Haurin","Male"
"Donald Hausch","Male"
"Dong Hong","?"
"Douglas N. Jones","Male"
"Douglas Darrell Evanoff","Male"
"Douglas L. Kruse","Male"
"Dozie Okoye","Male"
"Dragana Cvijanovic","Female"
"Drew Dennis Creal","Male"
"Drew Fudenberg","Male"
"Duncan Callaway","Male"
"Dustin Frye","Male"
"Edd Noell","Male"
"Edie Hotchkiss","Female"
"Edison Guozhu Yu","Male"
"Edouard Oumarou Wemy","Male"
"Eduardo Massad","Male"
"Edward Timmons","Male"
"Edward J. Carberry","Male"
"Edward Nathan Wolff","Male"
"Edward Van Wesep","Male"
"Edward Gamber","Male"
"Edward Hubbard","Male"
"Edward Welniak","Male"
"Egbert L.W. Jongen","Male"
"Eileen Appelbaum","Female"
"El Mouhoub Mouhoud","?"
"Eleanor Jawon Choi","Female"
"Elena Castellari","Female"
"Eleni Aristodemou","Female"
"Elisa Guglielminetti","Female"
"Elissa Braunstein","Female"
"Eliza Forsythe","Female"
"Elizabeth Nisbet","Female"
"Elizabeth Martinez","Female"
"Ellen Seidman","Female"
"Elliott Fan","Male"
"Elsa Fornero","Female"
"Eman Selim","?"
"Emanuela Giacomini","Female"
"Emanuela Galasso","Female"
"Emanuele Bajo","Male"
"Emerald Anderson","?"
"Emilio Gutierrez","Male"
"Emily Marshall","Female"
"Emily Wiemers","Female"
"Enrique Martínez-García","Male"
"Eric Van den Steen","Male"
"Eric Allen","Male"
"Eric Tseng","Male"
"Eric Engen","Male"
"Eric Renault","Male"
"Eric R. Young","Male"
"Eric Scorsone","Male"
"Eric P. Green","Male"
"Erik K. Olsen","Male"
"Erik Angner","Male"
"Erik Mohlin","Male"
"Erik Sørensen","Male"
"Erik Johnson","Male"
"Erik Duhaime","Male"
"Erik O. Kimbrough","Male"
"Erika McEntarfer","Female"
"Erin Todd Bronchetti","Female"
"Erin Krupka","Female"
"Erin Trish","Female"
"Erin A. Yetter","Female"
"Erkan Yonder","Male"
"Erol Taymaz","Male"
"Erwan Morellec","?"
"Esteban Rodrigo Vesperoni","Male"
"Estefania Santacreu-Vasut","Female"
"Esther Jeffers","Female"
"Eugene Amromin","Male"
"Eugenia Correa","Female"
"Eun Jin Han","?"
"Eun Jeong Ji","?"
"Eva Vivalt","Female"
"Eva Steiner","Female"
"Evan Starr","Male"
"Evan Rogers","Male"
"Everett Grant","Male"
"Evgenia Passari","Female"
"Evgeny Lyandres","Male"
"Evren Ors","Male"
"Eyob Fissuh","Male"
"Fabiana Visentin","Female"
"Fabio Michelucci","Male"
"Fabio T. Rocha","Male"
"Fabio Braggion","Male"
"Fabio Mendez","Male"
"Fabrice Murtin","Male"
"Fabrice Defever","Male"
"Fabrizio Botti","Male"
"Fan Liang","?"
"Fan Zhai","?"
"Faruk Ulgen","Male"
"Farzana Afridi","Female"
"Fatma Dogruel","Female"
"Federico Gavazzoni","Male"
"Federico Tadei","Male"
"Federico Ciani","Male"
"Fei Li","?"
"Felipe Iachan","Male"
"Felipe Almeida","Male"
"Felix Masiye","Male"
"Felix Feng","Male"
"Felix Bierbrauer","Male"
"Felix Friedt","Male"
"Felix Weinhardt","Male"
"Feng Dong","?"
"Feng Zhao","?"
"Ferdinand Rauch","Male"
"Ferhat Akbas","Male"
"Fernando Rios-Avila","Male"
"Fernando V. Ferreira","Male"
"Fidan Ana Kurtulus","?"
"Filippo Balestrieri","Male"
"Fiona Tregenna","Female"
"Firat Demir","Male"
"Flavia Coda Moscarola","Female"
"Florian Hoffman","Male"
"Florian Guyot","Male"
"France Caillavet","Female"
"Francesca Rondina","Female"
"Francesca Molinari","Female"
"Francesco Feri","Male"
"Francesco Furlanetto","Male"
"Francesco Bimbo","Male"
"Francesco Paolo Mongelli","Male"
"Francisco Palomino","Male"
"Francois Velde","Male"
"Frank Slesnick","Male"
"Frank Thompson","Male"
"Frank R. Gunter","Male"
"Frank Tinari","Male"
"Frank Neffke","Male"
"Frank Heinemann","Male"
"Franz Geiger","Male"
"Franz Buscha","Male"
"Fred Moseley","Male"
"Frederic B. Jennings, Jr","Male"
"Frederik Giancarlo Toscani","Male"
"Fredrik Heyman","Male"
"Friederike Lenel","Female"
"Fulvio Pegoraro","Male"
"Fumio Hayashi","Male"
"Gabriel Carroll","Male"
"Gabriel Mihalache","Male"
"Gabriel Dwomoh","Male"
"Gabriele Foà","?"
"Gaia Narciso","Female"
"Gail Hoyt","Female"
"Gary Charness","Male"
"Gary Albrecht","Male"
"Gary Mongiovi","Male"
"Gary Painter","Male"
"Gary Engelhardt","Male"
"Gary Skoog","Male"
"Gary A. Hoover","Male"
"Gavin McCormick","Male"
"Gayle Reznik","Female"
"Geert Van Campenhout","Male"
"Gema Zamarro","Female"
"Geoff Schneider","Male"
"Geoffrey Turnbull","Male"
"Geoffrey Todd Sanzenbacher","Male"
"Geoffrey Gee","Male"
"Georg Schaur","Male"
"George E. Tauchen","Male"
"George Zanjani","Male"
"George Wu","Male"
"George Wehby","Male"
"George Loewenstein","Male"
"George Akerlof","Male"
"George Evans","Male"
"George Korniotis","Male"
"George DeMartino","Male"
"George W. Norton","Male"
"George Ford","Male"
"Georgia Bush","Female"
"Georgy Chabakauri","Male"
"Gerard Dumenil","Male"
"Gerard Wedig","Male"
"Gergana Jostova","Female"
"Geri Scott","Female"
"Giancarlo Spagnolo","Male"
"Gianluca Marcato","Male"
"Gianna C. Giannelli","Female"
"Gibson Nene","Male"
"Gigi Gokcek","Female"
"Gilbert Gonzales","Male"
"Giorgio Zanarone","Male"
"Giorgos Zervas","Male"
"Giovanni Cespa","Male"
"Giulia La Mattina","Female"
"Giuseppe Fontana","Male"
"Glen Waddell","Male"
"Glenn Schepens","Male"
"Glenn Woroch","Male"
"Gonzalo Sanchez","Male"
"Gonzalo Hernandez","Male"
"Gordon Rausser","Male"
"Grace Xing Hu","Female"
"Grant Smith","?"
"Greg Kadlec","Male"
"Greg Fischer","Male"
"Gregorio Bonifaz Vidal","Male"
"Gregory Udell","Male"
"Gregory A. Abel","Male"
"Gregory Price","Male"
"Gregory Wawro","Male"
"Guang Shi","Male"
"Guido W. Imbens","Male"
"Guillaume Roussellet","Male"
"Guillermo Vuletin","Male"
"Gunjan Sharma","?"
"Gustavo Fajardo","Male"
"Gustavo Schwenkler","Male"
"Guy Laroque","Male"
"Gwyn Pauley","Female"
"Haitian Lu","Male"
"Hakan Yilmazkuday","Male"
"Hamid Boustanifar","Male"
"Hannah Thomas","Female"
"Hannah Bowles","Female"
"Hans Degryse","Male"
"Hao Wang","?"
"Harald Beyer","Male"
"Harald Hagemann","Male"
"Harry Di Pei","Male"
"Harry John Paarsch","Male"
"Harry Anthony Patrinos","Male"
"Heather Klemick","Female"
"Heather Rouse","Female"
"Heidi Hartmann","Female"
"Heike Nolte","Female"
"Heiko Jacobs","Male"
"Helen LaVan","Female"
"Hema Swaminathan","?"
"Hendrik Van den Berg","Male"
"Hendrik Rommeswinkel","Male"
"Henning Schwardt","Male"
"Henri Fraisse","Male"
"Henrique S. Basso","Male"
"Henry Cao","Male"
"Herbert Gintis","Male"
"Heriberto Gonzalez Lozano","Male"
"Herman Li","Male"
"Herman Schwartz","Male"
"Hideto Koizumi","Male"
"Hilary Staver","Female"
"Hiroaki Kaido","Male"
"Hirofumi Uchida","Male"
"Hisham Foad","Male"
"Hoda El-Enbaby","?"
"Horacio A. Larreguy","Male"
"Howard M. Iams","Male"
"Howard Chernick","Male"
"Howard Wachtel","Male"
"Hugues Langlois","Male"
"Hui Wang","?"
"Hui He","?"
"Humberto Moreira","Male"
"Hyun Woong Park","?"
"Ian Crawford","Male"
"Ian A. Cooper","Male"
"Ian Sheldon","Male"
"Ida A. Mirzaie","Female"
"Igor Salitskiy","Male"
"Igor Livshits","Male"
"Ilene Grabel","Female"
"Ilham Haouas","?"
"Inna Cintina","Female"
"Irena Dushi","Female"
"Irene van Staveren","Female"
"Irene Foster","Female"
"Irina Shaorshadze","Female"
"Isaac Baley","Male"
"Isaac Marcelin","Male"
"Isabel Ruiz","Female"
"Ismael Hossein-zadeh","Male"
"Itay Saporta","Male"
"Ivonne Siegelin","Female"
"Jac C. Heckelman","?"
"Jack W. Hou","Male"
"Jack Bao","Male"
"Jaclyn D. Kropp","Female"
"Jacob Mortenson","Male"
"Jacob Glazer","Male"
"Jacopo Magnani","Male"
"Jacqueline Volkman-Wise","Female"
"Jae Eun Lee","?"
"Jaideep Shenoy","Male"
"Jaimie Lien","?"
"Jakob de Haan","Male"
"Jakob Kapeller","Male"
"Jamal Ibrahim Haidar","Male"
"James L. Powell","Male"
"James E. Tierney","Male"
"James Mills","Male"
"James Shilling","Male"
"James Conklin","Male"
"James Hounsell","Male"
"James A. Schmitz","Male"
"James K. Self","Male"
"James Hosek","Male"
"James Rodgers","Male"
"James J. Prescott","Male"
"James Andreoni","Male"
"James Alm","Male"
"James Livingston","Male"
"Jamie Wagner","?"
"Jamie McAndrews","?"
"Jan Svejnar","?"
"Jan Hagemejer","?"
"Jan Stoop","?"
"Jan in't Veld","?"
"Jan Stuhler","?"
"Jan Marcus","?"
"Jane Leber Herr","Female"
"Jane Arnold Lincove","Female"
"Janet Kohlhase","Female"
"Janet Boguslaw","Female"
"Janet Hua Jiang","Female"
"Janice Fine","Female"
"Janice A. Hauge","Female"
"Janna E. Johnson","Female"
"Jared Rubin","Male"
"Jarrad Harford","Male"
"Jasmina Arifovic","Female"
"Jason Hockenberry","Male"
"Jason Sturgess","Male"
"Jason Potts","Male"
"Jason Beddow","Male"
"Jason Davis","Male"
"Jawad Addoum","Male"
"Jay Pil Choi","Male"
"Jay Shimshack","Male"
"Jean Marie Abraham","?"
"Jean-Francois Kagy","Male"
"Jean-Marie Meier","Female"
"Jean-Paul Renne","Male"
"Jeannette Wicks-Lim","Female"
"Jeannie Annan","Female"
"Jeff Johnson","Male"
"Jeff Larrimore","Male"
"Jeffrey Wooldridge","Male"
"Jeffrey Boles","Male"
"Jeffrey E. Zabel","Male"
"Jeffrey Harris","Male"
"Jeffrey McCullough","Male"
"Jeffrey Oliver","Male"
"Jeffrey T. Macher","Male"
"Jeffrey Vincent","Male"
"Jeffrey Carpenter","Male"
"Jeffrey Wenger","Male"
"Jeffrey Thompson","Male"
"Jenna Bednar","Female"
"Jennifer Milosch","Female"
"Jennifer Merluzzi","Female"
"Jennifer Bennett Shinall","Female"
"Jennifer Winter","Female"
"Jennifer Ifft","Female"
"Jenny Kuan","Female"
"Jerald Zellhoefer","Male"
"Jere R Behrman","?"
"Jere R. Behrman","?"
"Jeremy Shapiro","Male"
"Jeroen van de Ven","Male"
"Jerome Taillard","Male"
"Jerome Detemple","Male"
"Jeronimo Carballo","Male"
"Jesse Perla","?"
"Jesse Margolis","?"
"Jessica Santos","Female"
"Jessica Semega","Female"
"Jessica Bean","Female"
"Jessica Leight","Female"
"Jia Chen","?"
"Jia Wang","?"
"Jia Guo","?"
"Jian Li","?"
"Jie Zheng","?"
"Jim Sebenius","Male"
"Jin Yu","?"
"Jin Park","?"
"Jing Guo","?"
"Jing Pan","?"
"Jing Xia","?"
"Jinwoo Kim","Male"
"Jisoo Hwang","Male"
"Jiyoung Han","?"
"Joachim De Weerdt","Male"
"Joachim Inkmann","Male"
"Joan S.M. Meyers","Female"
"Joanna Tyrowicz","Female"
"Jochen Kluve","Male"
"Jochen Russ","Male"
"Jodi Beggs","Female"
"Jody Hoffer Gittell","?"
"Joe Vecci","Male"
"Joe Orsini","Male"
"Joel Peress","Male"
"Joel B. Rodrigue","Male"
"Joel M. David","Male"
"Joelle Abramowitz","Female"
"Joelle Saad-Lessler","Female"
"Joerg Stoye","Male"
"Joey Engelberg","?"
"Johan Uribe","Male"
"Johannes Haushofe","Male"
"Johannes Rode","Male"
"Johannes Mauritzen","Male"
"Johannes Rincke","Male"
"John Weeks","Male"
"John C. Anyanwu","Male"
"John L. Turner","Male"
"John Lunn","Male"
"John Clapp","Male"
"John Thanassoulis","Male"
"John Schmitt","Male"
"John Yiran Zhu","Male"
"John S. Earle","Male"
"John B. Davis","Male"
"John A. Turner","Male"
"John Tomer","Male"
"John Forth","Male"
"John W. Mayo","Male"
"John F. Henry","Male"
"John McCarthy","Male"
"John R. Moreau","Male"
"John Paap","Male"
"John Glascock","Male"
"John Joseph Horton","Male"
"John Duffy","Male"
"John Devereux","Male"
"John Tsoukalas","Male"
"John P. Watkins","Male"
"Johnson Kakeu","?"
"Jon Strand","Male"
"Jonas D.M. Fisher","Male"
"Jonas Helgertz","Male"
"Jonathan Berk","Male"
"Jonathan Karpoff","Male"
"Jonathan Adams","Male"
"Jonathan Jenner","Male"
"Jonathan Brogaard","Male"
"Jonathan Ramse","Male"
"Jonathan Ketcham","Male"
"Jonathon Colmer","Male"
"Jordan Cowman","?"
"Jordi Mondria","?"
"Jorge Cruz Lopez","Male"
"Jorgen Modalsli","Male"
"Josef Korte","Male"
"Joseph J. Sabia","Male"
"Joseph W. Glauber","Male"
"Joseph Ooi","Male"
"Joseph Blasi","Male"
"Joseph P. Romano","Male"
"Joseph P. Price","Male"
"Joseph T. Halford","Male"
"Joseph E. Stiglitz","Male"
"Joseph Nichols","Male"
"Joseph Nicholson","Male"
"Josephine C. Jacobs","Female"
"Joshua Pinkston","Male"
"Joshua Miller","Male"
"Joshua Hall","Male"
"Josie Chen","Female"
"Joydeep Roy","Male"
"Juan Yang","Male"
"Juan Medina","Male"
"Juan Carlos Suárez-Serrato","Male"
"Juan Camilo Cárdenas","Male"
"Juha Siikamäki","Male"
"Jules van Binsbergen","?"
"Julian di Giovanni","Male"
"Julian Hugonnier","Male"
"Julian Jamison","Male"
"Julie Shi","Female"
"Julie Nelson","Female"
"Julie Matthaei","Female"
"Julie L. Hotchkiss","Female"
"Juliet Elu","Female"
"Julio J. Elias","Male"
"Julio A. Blanco","Male"
"Jun Zhu","?"
"Jun Du","?"
"Junji Xiao","Male"
"Junjie Zhang","Male"
"Junko Koeda","Female"
"Justin Weidner","Male"
"Justin Yifu Lin","Male"
"Kaitlyn Harger","Female"
"Kandice Kapinos","Female"
"Kane Sweeney","Male"
"Kang Shi","Male"
"Kara Smith","Female"
"Karen Menard","Female"
"Karin Hederos Eriksson","Female"
"Karsten Neuhoff","Male"
"Kartik B. Athreya","Male"
"Kasper Meisner Nielsen","Male"
"Kate Watkins","Female"
"Katherine Moos","Female"
"Katherine E. Ho","Female"
"Kathleen Short","Female"
"Kathleen W. Johnson","Female"
"Kathleen Segerson","Female"
